x
-2116
-22389
23099
-2544
-22150
23283
-2967
-21904
23456
-3388
-21658
23630
-3809
-21400
23791
-4230
-21142
23951
-4651
-20873
24103
-5071
-20600
24248
-5487
-20326
24388
-5905
-20040
24519
-6320
-19753
24642
-6736
-19461
24759
-7148
-19167
24873
-7557
-18862
24977
-7967
-18554
25077
-8370
-18245
25171
-8777
-17926
25255
-9177
-17603
25332
-9579
-17280
25402
-9976
-16951
25472
-10374
-16617
25527
-10765
-16278
25580
-11157
-15937
25624
-11542
-15589
25660
-11930
-15237
25693
-12307
-14882
25718
-12685
-14525
25734
-13060
-14164
25745
-13433
-13801
25749
-13802
-13430
25745
-14167
-13057
25733
-14528
-12682
25717
-14888
-12305
25693
-15242
-11923
25665
-15588
-11537
25626
-15937
-11150
25581
-16279
-10760
25527
-16618
-10368
25468
-16950
-9970
25403
-17281
-9576
25331
-17606
-9173
25254
-17931
-8771
25170
-18245
-8367
25079
-18556
-7960
24977
-18862
-7550
24874
-19164
-7140
24762
-19461
-6728
24640
-19755
-6316
24517
-20041
-5898
24387
-20325
-5481
24250
-20601
-5064
24103
-20872
-4644
23951
-21139
-4222
23792
-21401
-3803
23628
-21656
-3379
23459
-21908
-2957
23280
-22149
-2534
23099
-22393
-2111
22910
-22625
-1686
22711
-22847
-1261
22512
-23070
-839
22306
-23289
-411
22092
-23498
13
21876
-23701
440
21651
-23898
862
21419
-24089
1288
21182
-24275
1713
20940
-24455
2135
20694
-24627
2558
20440
-24794
2979
20182
-24955
3400
19917
-25105
3820
19646
-25256
4238
19373
-25397
4655
19091
-25532
5070
18806
-25663
5485
18515
-25780
5897
18221
-25896
6308
17921
-26005
6720
17616
-26106
7129
17306
-26202
7531
16990
-26292
7934
16672
-26372
8336
16348
-26446
8734
16020
-26513
9133
15686
-26575
9525
15349
-26630
9913
15009
-26677
10309
14668
-26717
10691
14317
-26750
11073
13965
-26778
11453
13609
-26798
11830
13245
-26810
12203
12883
-26819
12572
12516
-26814
12940
12146
-26807
13304
11775
-26793
13664
11395
-26774
14020
11015
-26746
14369
10631
-26711
14716
10241
-26670
15061
9857
-26621
15401
9463
-26566
15739
9069
-26504
16069
8674
-26434
16398
8274
-26355
16719
7873
-26273
17038
7470
-26187
17353
7063
-26091
17660
6656
-25989
17964
6245
-25880
18261
5831
-25764
18560
5420
-25641
18848
5007
-25513
19133
4591
-25376
19413
4171
-25233
19684
3752
-25087
19958
3330
-24932
20217
2915
-24770
20478
2494
-24601
20731
2069
-24427
20977
1647
-24248
21218
1222
-24061
21453
798
-23867
21684
373
-23668
21906
-51
-23464
22126
-475
-23255
22337
-900
-23037
22544
-1327
-22816
22744
-1752
-22588
22938
-2178
-22357
23127
-2601
-22116
23310
-3024
-21868
23484
-3446
-21618
23652
-3869
-21360
23815
-4289
-21099
23973
-4709
-20831
24125
-5127
-20558
24268
-5547
-20280
24403
-5963
