x
-9244
-4389
15005
-24239
25959
-23809
14239
-3463
-10123
19386
-26277
25187
-20404
8978
2466
-15370
22772
-27026
23133
-16012
3241
8248
-19885
24993
-26451
19893
-10846
-2685
13585
-23423
25928
-24576
15630
-5159
-8501
18216
-25816
25543
-21497
10558
757
-13920
21906
-26947
23853
-17373
4929
6607
-18671
24475
-26752
20941
-12403
-970
12098
-22511
25792
-25248
16955
-6840
-6848
16964
-25249
25794
-22504
12093
-956
-12413
20951
-26753
24474
-18662
6598
4942
-17379
23861
-26944
21903
-13910
747
10570
-21504
25548
-25808
18205
-8489
-5169
15642
-24579
25930
-23413
13576
-2670
-10850
19903
-26451
24988
-19875
8232
3255
-16020
23141
-27023
22768
-15361
2454
8988
-20413
25194
-26272
19381
-10104
-3472
14246
-23810
25956
-24230
14995
-4374
-9254
18766
-26042
25397
-21005
9833
1548
-14597
22318
-26994
23534
-16751
4154
7369
-19239
24729
-26627
20471
-11686
-1761
12794
-22945
25870
-24949
16350
-6064
-7617
17553
-25529
25694
-22051
11391
-167
-13114
21402
-26856
24202
-18077
5834
5713
-17985
24157
-26869
21466
-13219
-44
11284
-21982
25675
-25566
17639
-7732
-5949
16257
-24901
25880
-23006
12896
-1879
-11578
20397
-26606
24762
-19324
7482
4035
-16660
23484
-27003
22379
-14699
1668
9723
-20928
25368
-26073
18847
-9365
-4257
14900
-24179
25955
-23867
14349
-3590
-9999
19301
-26245
25220
-20491
9099
2338
-15264
22710
-27026
23189
-16119
3370
8121
-19792
24953
-26477
19975
-10965
-2554
13472
-23355
25924
-24632
15734
-5287
-8377
18121
-25777
25567
-21580
10679
628
-13805
21836
-26935
23904
-17476
5058
6482
-18574
24432
-26771
21018
-12520
-838
11987
-22438
25778
-25293
17053
-6966
-6722
16864
-25205
25806
-22578
12208
-1091
-12293
20870
-26735
24515
-18755
6721
4815
-17282
23804
-26956
21966
-14026
876
10449
-21425
25522
-25853
18298
-8618
-5043
15535
-24526
25935
-23479
13682
-2804
-10734
19818
-26422
25024
-19962
8355
3123
-15913
23079
-27027
22828
-15471
2585
8868
-20329
25159
-26305
19465
-10231
-3345
14138
-23748
25955
-24290
15102
-4508
-9130
18677
-26008
25420
-21086
9951
1417
-14492
22253
-26992
23586
-16854
4282
7242
-19148
24686
-26650
20547
-11807
-1632
12678
-22875
25859
-25000
16450
-6196
-7492
17454
-25482
25708
-22131
11507
-296
-13003
21329
-26843
24245
-18174
5956
5586
-17887
24109
-26884
21539
-13335
81
11163
-21905
25655
-25605
17733
-7857
-5821
16156
-24852
25886
-23075
13007
-2013
-11462
20312
-26583
24795
-19417
7606
3903
-16554
23427
-27009
22442
-14810
1798
9602
-20847
25339
-26110
18935
-9488
-4132
14789
-24121
25958
-23931
14453
-3722
-9878
19210
-26216
25249
-20579
9224
2204
-15154
22645
-27023
23249
-16224
3501
7995
-19703
24916
-26505
20058
-11083
-2424
13358
-23291
25916
-24689
15833
-5418
-8254
18026
-25743
25590
-21663
10794
495
-13697
21768
-26927
23954
-17573
5186
6357
-18479
24388
-26789
21094
-12638
-708
11872
-22365
25761
-25340
17149
-7094
-6596
16763
-25158
25816
-22651
12318
-1223
-12181
20795
-26717
24554
-18852
6845
4682
-17182
23751
-26964
22037
-14138
1003
10329
-21345
25500
-25892
18387
-8739
-4915
15429
-24472
25938
-23548
13793
-2935
-10618
19729
-26399
25053
-20053
8477
2989
-15812
23014
-27030
22888
-15581
2714
8745
-20242
25125
-26336
19548
-10354
-3214
14029
-23687
25947
-24349
15205
-4635
-9009
18586
-25973
25444
-21172
10073
1285
-14379
22183
-26984
23639
-16959
4413
7117
-19052
24648
-26672
20626
-11925
-1501
12567
-22805
25844
-25052
16552
-6323
-7366
17355
-25437
25724
-22201
11621
-429
-12889
21254
-26825
24289
-18272
6082
5459
-17789
24058
-26897
21616
-13453
210
11047
-21825
25633
-25651
17828
-7984
-5696
16056
-24801
25898
-23147
13120
-2147
-11344
20232
-26561
24837
-19506
7730
3777
-16451
23373
-27013
22505
-14920
1923
9481
-20765
25308
-26144
19024
-9616
-4001
14681
-24063
25954
-23993
14557
-3851
-9755
19124
-26184
25276
-20667
9337
2075
-15045
22579
-27018
23302
-16330
3626
7868
-19611
24879
-26530
20141
-11208
-2295
13246
-23224
25906
-24742
15938
-5546
-8128
17934
-25697
25610
-21737
10913
362
-13581
21696
-26911
24005
-17673
5315
6229
-18379
24342
-26805
21168
-12750
-577
11757
-22290
25744
-25386
17245
-7219
-6469
16670
-25108
25832
-22721
12436
-1355
-12059
20714
-26696
24600
-18946
6973
4559
-17077
23699
-26973
22108
-14249
1135
10211
-21266
25477
-25928
18482
-8866
-4785
15327
-24414
25945
-23611
13903
-3065
-10492
19650
-26367
25089
-20140
8602
2864
-15702
22959
-27030
22949
-15686
2845
8620
-20153
25094
-26364
19636
-10478
-3084
13919
-23621
25945
-24408
15308
-4765
-8883
18494
-25935
25470
-21254
10193
1156
-14265
