f,A
1670,-80.56
1671,-77.476
1672,-74.459
1673,-73.64
1674,-74.966
1675,-74.088
1676,-72.1
1677,-72.265
1678,-74.414
1679,-74.909
168,-12.555
1680,-73.967
1681,-75.103
1682,-78.461
1683,-81.33
1684,-83.114
1685,-89.951
1686,-96.544
1687,-88.361
1688,-81.17
1689,-77.863
169,-13.581
1690,-77.212
1691,-77.181
1692,-73.669
1693,-72.504
1694,-73.261
1695,-75.069
1696,-72.378
1697,-72.005
1698,-73.552
1699,-76.621
17,-12.616
170,-11.336
1700,-75.008
1701,-75.694
1702,-78.752
1703,-84.446
1704,-86.207
1705,-95.967
1706,-92.396
1707,-87.448
1708,-80.954
1709,-77.357
171,-10.961
1710,-76.341
1711,-77.669
1712,-74.742
1713,-73.053
1714,-73.327
1715,-75.895
1716,-74.365
1717,-73.521
1718,-74.744
1719,-78.143
172,-12.353
1720,-78.544
1721,-79.266
1722,-82.928
1723,-91.248
1724,-97.65
1725,-87.737
1726,-82.289
1727,-80.956
1728,-78.537
1729,-75.247
173,-13.869
1730,-74.114
1731,-75.227
1732,-74.872
1733,-72.683
1734,-72.47
1735,-74.402
1736,-75.556
1737,-74.151
1738,-74.893
1739,-77.827
174,-11.443
1740,-81.133
1741,-81.707
1742,-86.361
1743,-96.7
1744,-93.466
1745,-83.94
1746,-79.625
1747,-78.307
1748,-78.802
1749,-74.946
175,-10.922
1750,-73.38
1751,-73.886
1752,-76.143
1753,-73.259
1754,-72.524
1755,-73.793
1756,-77.269
1757,-75.396
1758,-75.698
1759,-78.233
176,-12.16
1760,-83.359
1761,-85.028
1762,-91.548
1763,-96.246
1764,-89.665
1765,-82.835
1766,-78.68
1767,-77.225
1768,-78.217
1769,-75.896
177,-14.14
1770,-73.725
1771,-73.71
1772,-75.732
1773,-75.091
1774,-73.737
1775,-74.563
1776,-77.455
1777,-78.427
1778,-78.573
1779,-81.371
178,-11.547
1780,-87.594
1781,-97.123
1782,-94.76
1783,-85.39
1784,-82.921
1785,-80.785
1786,-76.858
1787,-75.277
1788,-75.874
1789,-76.344
179,-10.891
1790,-73.644
1791,-73.179
1792,-74.661
1793,-76.433
1794,-74.734
1795,-75.177
1796,-77.818
1797,-81.504
1798,-81.648
1799,-85.184
18,-13.741
180,-11.99
1800,-95.507
1801,-95.319
1802,-86.09
1803,-80.93
1804,-79.189
1805,-80.203
1806,-75.864
1807,-73.985
1808,-74.11
1809,-76.629
181,-14.452
1810,-73.769
1811,-72.746
1812,-73.621
1813,-76.864
1814,-75.519
1815,-75.372
1816,-77.395
1817,-81.888
1818,-83.378
1819,-86.857
182,-11.675
1820,-98.137
1821,-94.121
1822,-85.783
1823,-80.616
1824,-78.479
1825,-78.741
1826,-77.011
1827,-74.515
1828,-74.039
1829,-75.763
183,-10.876
1830,-75.499
1831,-73.825
1832,-74.215
1833,-76.641
1834,-77.973
1835,-77.248
1836,-78.955
1837,-83.131
1838,-88.315
1839,-94.417
184,-11.829
1840,-96.216
1841,-88.206
1842,-85.044
1843,-80.035
1844,-77.692
1845,-77.747
1846,-78.49
1847,-75.414
1848,-74.452
1849,-75.54
185,-14.795
1850,-77.924
1851,-75.674
1852,-75.553
1853,-77.504
1854,-81.717
1855,-80.648
1856,-82.508
1857,-87.728
1858,-96.518
1859,-96.402
186,-11.829
1860,-86.431
1861,-83.067
1862,-83.184
1863,-79.089
1864,-76.649
1865,-76.331
1866,-78.194
1867,-76.199
1868,-74.709
1869,-75.337
187,-10.885
1870,-77.974
1871,-77.395
1872,-76.942
1873,-78.632
1874,-82.824
1875,-84.684
1876,-87.588
1877,-96.159
1878,-97.041
1879,-88.298
188,-11.689
1880,-82.442
1881,-79.864
1882,-79.961
1883,-78.826
1884,-75.852
1885,-75.165
1886,-76.395
1887,-76.824
1888,-74.864
1889,-74.93
189,-14.474
1890,-76.885
1891,-78.843
1892,-77.752
1893,-78.857
1894,-82.394
1895,-86.99
1896,-89.789
1897,-96.17
1898,-94.488
1899,-89.551
19,-11.464
190,-11.984
1900,-83.076
1901,-80.188
1902,-79.592
1903,-81.151
1904,-77.394
1905,-76.143
1906,-76.763
1907,-79.777
1908,-77.118
1909,-76.662
191,-10.9
1910,-78.287
1911,-82.16
1912,-81.386
1913,-82.484
1914,-86.495
1915,-94.851
1916,-99.702
1917,-91.688
1918,-86.369
1919,-85.463
192,-11.569
1920,-81.829
1921,-78.953
1922,-78.192
1923,-79.781
1924,-78.214
1925,-76.502
1926,-76.738
1927,-79.053
1928,-79.05
1929,-78.117
193,-14.175
1930,-79.329
1931,-82.793
1932,-84.959
1933,-86.254
1934,-91.968
1935,-96.678
1936,-95.264
1937,-87.048
1938,-83.437
1939,-82.93
194,-12.154
1940,-82.133
1941,-78.839
1942,-77.727
1943,-78.709
1944,-79.831
1945,-77.459
1946,-77.221
1947,-79.013
1948,-81.674
1949,-80.105
195,-10.914
1950,-81
1951,-84.212
1952,-89.65
1953,-92.019
1954,-95.73
1955,-95.879
1956,-91.757
1957,-85.382
1958,-82.117
1959,-81.348
196,-11.433
1960,-83.015
1961,-79.611
1962,-78.033
1963,-78.541
1964,-81.152
1965,-79.281
1966,-78.667
1967,-80.026
1968,-83.628
1969,-83.74
197,-13.856
1970,-84.84
1971,-88.935
1972,-96.308
1973,-96.138
1974,-91.506
1975,-86.874
1976,-85.976
1977,-83.196
1978,-79.999
1979,-79.135
198,-12.323
1980,-80.272
1981,-79.684
1982,-77.589
1983,-77.614
1984,-79.564
1985,-80.296
1986,-79.188
1987,-80.163
1988,-83.327
1989,-86.044
199,-10.931
1990,-87.027
1991,-91.461
1992,-97.396
1993,-97.987
1994,-92.996
1995,-88.895
1996,-88.177
1997,-88.652
1998,-85.829
1999,-85.683
2,-12.725
20,-11.058
200,-11.307
201,-13.553
202,-12.513
203,-10.962
204,-11.209
205,-13.302
206,-12.71
207,-11.021
208,-11.124
209,-13.049
21,-12.422
210,-12.945
211,-11.09
212,-11.049
213,-12.81
214,-13.183
215,-11.163
216,-10.982
217,-12.593
218,-13.417
219,-11.241
22,-14.04
220,-10.925
221,-12.382
222,-13.695
223,-11.347
224,-10.89
225,-12.197
226,-14.001
227,-11.474
228,-10.872
229,-12.037
23,-11.568
230,-14.293
231,-11.595
232,-10.854
233,-11.865
234,-14.615
235,-11.724
236,-10.834
237,-11.694
238,-14.553
239,-11.863
24,-11.019
240,-10.828
241,-11.545
242,-14.24
243,-12.014
244,-10.842
245,-11.427
246,-13.929
247,-12.197
248,-10.874
249,-11.313
25,-12.224
250,-13.636
251,-12.391
252,-10.909
253,-11.201
254,-13.351
255,-12.572
256,-10.947
257,-11.108
258,-13.104
259,-12.794
26,-14.331
260,-11.01
261,-11.031
262,-12.865
263,-13.039
264,-11.094
265,-10.973
266,-12.645
267,-13.304
268,-11.181
269,-10.925
27,-11.685
270,-12.445
271,-13.547
272,-11.27
273,-10.868
274,-12.23
275,-13.822
276,-11.365
277,-10.82
278,-12.033
279,-14.119
28,-10.996
280,-11.482
281,-10.795
282,-11.873
283,-14.419
284,-11.61
285,-10.788
286,-11.715
287,-14.657
288,-11.762
289,-10.789
29,-12.058
290,-11.566
291,-14.314
292,-11.916
293,-10.792
294,-11.433
295,-14.012
296,-12.071
297,-10.811
298,-11.311
299,-13.708
3,-11.168
30,-14.637
300,-12.264
301,-10.854
302,-11.212
303,-13.435
304,-12.478
305,-10.91
306,-11.121
307,-13.175
308,-12.678
309,-10.96
31,-11.827
310,-11.036
311,-12.929
312,-12.896
313,-11.015
314,-10.949
315,-12.682
316,-13.136
317,-11.088
318,-10.88
319,-12.458
32,-10.994
320,-13.399
321,-11.176
322,-10.839
323,-12.271
324,-13.658
325,-11.282
326,-10.799
327,-12.077
328,-13.953
329,-11.395
33,-11.916
330,-10.764
331,-11.887
332,-14.26
333,-11.516
334,-10.744
335,-11.732
336,-14.57
337,-11.653
338,-10.748
339,-11.593
34,-14.851
340,-14.423
341,-11.823
342,-10.767
343,-11.463
344,-14.106
345,-11.996
346,-10.783
347,-11.34
348,-13.806
349,-12.149
35,-11.986
350,-10.797
351,-11.21
352,-13.502
353,-12.336
354,-10.831
355,-11.104
356,-13.228
357,-12.547
358,-10.889
359,-11.019
36,-11.008
360,-12.993
361,-12.758
362,-10.947
363,-10.942
364,-12.74
365,-12.988
366,-11.014
367,-10.863
368,-12.499
369,-13.236
37,-11.787
370,-11.097
371,-10.809
372,-12.295
373,-13.506
374,-11.205
375,-10.784
376,-12.132
377,-13.811
378,-11.324
379,-10.75
38,-14.536
380,-11.941
381,-14.111
382,-11.432
383,-10.727
384,-11.773
385,-14.465
386,-11.648
387,-10.879
388,-11.874
389,-14.952
39,-12.145
390,-12.294
391,-11.537
392,-12.582
393,-15.659
394,-13.771
395,-13.107
396,-14.285
397,-17.527
398,-16.394
399,-16.003
4,-11.294
40,-11.023
400,-17.321
401,-21.031
402,-20.732
403,-20.696
404,-22.552
405,-26.412
406,-27.425
407,-27.931
408,-30.449
409,-35.062
41,-11.651
410,-37.608
411,-39.204
412,-43.124
413,-49.586
414,-55.36
415,-61.263
416,-76.559
417,-76.724
418,-74.503
419,-75.872
42,-14.21
420,-91.656
421,-80.74
422,-76.387
423,-72.783
424,-73.407
425,-78.513
426,-91.529
427,-83.153
428,-75.289
429,-73.616
43,-12.312
430,-74.542
431,-72.348
432,-73.588
433,-78.959
434,-94.023
435,-83.779
436,-75.987
437,-73.983
438,-75.773
439,-72.933
44,-11.034
440,-73.458
441,-77.662
442,-88.585
443,-88.996
444,-77.594
445,-74.313
446,-75.013
447,-72.356
448,-71.552
449,-73.696
45,-11.521
450,-79.48
451,-85.383
452,-90.278
453,-78.999
454,-77.066
455,-74.035
456,-71.832
457,-72.494
458,-76.217
459,-79.046
46,-13.91
460,-85.472
461,-89.301
462,-80.477
463,-76.282
464,-72.415
465,-71.588
466,-73.602
467,-75.22
468,-75.928
469,-81.261
47,-12.484
470,-96.866
471,-83.938
472,-76.314
473,-73.446
474,-73.811
475,-75.104
476,-73.875
477,-75.969
478,-82.654
479,-96.544
48,-11.058
480,-81.942
481,-75.736
482,-74.12
483,-75.046
484,-72.068
485,-71.981
486,-74.773
487,-81.095
488,-86.219
489,-89.633
49,-11.406
490,-79.6
491,-78.44
492,-73.69
493,-71.908
494,-72.892
495,-76.858
496,-77.477
497,-82.034
498,-97.006
499,-84.249
5,-13.258
50,-13.619
500,-77.258
501,-73.406
502,-72.71
503,-74.956
504,-74.689
505,-75.528
506,-80.541
507,-96.477
508,-84.587
509,-76.507
51,-12.674
510,-73.587
511,-74.049
512,-73.246
513,-71.932
514,-73.522
515,-78.488
516,-85.442
517,-93.814
518,-79.386
519,-76.445
52,-11.104
520,-74.706
521,-71.522
522,-71.168
523,-73.519
524,-76.589
525,-78.174
526,-87.096
527,-88.403
528,-80.85
529,-74.714
53,-11.316
530,-72.311
531,-72.9
532,-75.277
533,-74.055
534,-76.286
535,-83.678
536,-96.761
537,-80.796
538,-75.068
539,-73.507
54,-13.364
540,-75.282
541,-72.22
542,-72.015
543,-74.728
544,-81.321
545,-88.01
546,-87.115
547,-78.443
548,-77.268
549,-73.393
55,-12.897
550,-71.355
551,-72.061
552,-75.67
553,-76.702
554,-80.36
555,-96.296
556,-85.042
557,-77.904
558,-73.445
559,-72.282
56,-11.166
560,-73.991
561,-74.1
562,-74.133
563,-77.64
564,-87.439
565,-92.343
566,-79.133
567,-74.904
568,-74.598
569,-74.142
57,-11.236
570,-72.255
571,-73.22
572,-77.304
573,-83.3
574,-97.427
575,-82.397
576,-77.766
577,-76.247
578,-72.462
579,-71.587
58,-13.121
580,-73.424
581,-76.961
582,-77.744
583,-84.541
584,-92.736
585,-82.702
586,-75.569
587,-72.645
588,-72.708
589,-75.56
59,-13.125
590,-73.715
591,-75.177
592,-80.892
593,-98.87
594,-83.625
595,-76.131
596,-73.798
597,-74.883
598,-72.226
599,-71.419
6,-13.025
60,-11.233
600,-73.401
601,-78.704
602,-82.917
603,-95.866
604,-80.947
605,-77.968
606,-74.191
607,-71.411
608,-71.411
609,-74.156
61,-11.162
610,-75.09
611,-76.65
612,-83.475
613,-97.116
614,-82.162
615,-75.685
616,-73.466
617,-74.309
618,-74.662
619,-73.82
62,-12.891
620,-76.145
621,-82.995
622,-95.913
623,-82.977
624,-76.666
625,-75.315
626,-75.077
627,-72.447
628,-72.618
629,-75.669
63,-13.357
630,-80.752
631,-86.005
632,-90.974
633,-80.582
634,-78.484
635,-73.71
636,-72.119
637,-73.252
638,-76.966
639,-76.52
64,-11.306
640,-80.438
641,-96.43
642,-87.357
643,-78.039
644,-74.02
645,-73.298
646,-75.628
647,-73.873
648,-74.467
649,-78.633
65,-11.097
650,-89.364
651,-90.303
652,-78.595
653,-74.973
654,-75.209
655,-72.904
656,-71.421
657,-72.644
658,-76.839
659,-79.851
66,-12.67
660,-87.688
661,-87.541
662,-80.51
663,-76.395
664,-72.81
665,-72.195
666,-74.345
667,-75.75
668,-76.59
669,-82.211
67,-13.619
670,-97.528
671,-83.829
672,-76.454
673,-73.602
674,-73.961
675,-74.741
676,-73.325
677,-74.966
678,-80.421
679,-92.728
68,-11.399
680,-86.264
681,-77.638
682,-75.346
683,-75.476
684,-72.168
685,-71.752
686,-74.132
687,-79.11
688,-81.621
689,-97.523
69,-11.05
690,-82.653
691,-79.717
692,-73.922
693,-71.534
694,-71.921
695,-75.19
696,-74.138
697,-75.988
698,-82.644
699,-96.632
7,-11.207
70,-12.475
700,-82.157
701,-75.73
702,-73.747
703,-75.027
704,-73.291
705,-72.751
706,-75.167
707,-81.388
708,-90.392
709,-86.895
71,-13.897
710,-78.565
711,-77.034
712,-74.649
713,-72.303
714,-72.775
715,-76.132
716,-78.969
717,-83.472
718,-96.044
719,-82.298
72,-11.515
720,-77.74
721,-73.288
722,-71.946
723,-73.369
724,-74.919
725,-74.625
726,-77.944
727,-88.026
728,-91.436
729,-79.094
73,-11.026
730,-74.668
731,-73.986
732,-74.893
733,-72.515
734,-73.042
735,-76.577
736,-83.61
737,-95.888
738,-83.78
739,-78.227
74,-12.301
740,-77.858
741,-73.49
742,-72.265
743,-73.763
744,-78.507
745,-79.392
746,-87.468
747,-88.537
748,-81.758
749,-75.582
75,-14.205
750,-72.401
751,-72.115
752,-74.701
753,-73.938
754,-74.865
755,-79.739
756,-94.381
757,-86.035
758,-77.278
759,-74.305
76,-11.638
760,-74.849
761,-73.479
762,-72.313
763,-73.999
764,-79.141
765,-85.649
766,-93.69
767,-79.646
768,-76.876
769,-74.599
77,-11.005
770,-71.562
771,-71.286
772,-73.727
773,-76.179
774,-77.631
775,-85.193
776,-92.09
777,-81.857
778,-75.555
779,-73.183
78,-12.129
780,-73.83
781,-75.604
782,-74.467
783,-76.632
784,-83.204
785,-96.017
786,-84.313
787,-77.727
788,-76.138
789,-77.501
79,-14.512
790,-74.57
791,-74.636
792,-77.556
793,-84.262
794,-89.125
795,-94.475
796,-83.774
797,-82.708
798,-78.308
799,-76.722
8,-11.222
80,-11.758
800,-77.795
801,-81.902
802,-82.531
803,-85.56
804,-95.744
805,-97.278
806,-89.231
807,-84.922
808,-84.09
809,-86.346
81,-10.982
810,-86.38
811,-87.084
812,-90.701
813,-95.988
814,-96.899
815,-97.508
816,-95.792
817,-96.488
818,-96.033
819,-95.303
82,-11.956
820,-97.833
821,-97.335
822,-96.331
823,-97.211
824,-98.143
825,-96.06
826,-96.824
827,-95.952
828,-95.732
829,-96.061
83,-14.824
830,-98.076
831,-97.098
832,-97.189
833,-96.836
834,-96.491
835,-96.444
836,-96.984
837,-97.096
838,-96.926
839,-96.887
84,-11.885
840,-97.295
841,-97.023
842,-96.787
843,-97.196
844,-97.046
845,-97.206
846,-97.408
847,-98.383
848,-96.784
849,-98.601
85,-10.964
850,-96.912
851,-97.857
852,-96.174
853,-96.919
854,-97.381
855,-95.476
856,-97.688
857,-96.753
858,-96.985
859,-96.797
86,-11.796
860,-96.86
861,-95.876
862,-96.516
863,-97.558
864,-96.396
865,-97.249
866,-95.997
867,-96.919
868,-98.319
869,-96.73
