f,A
1177,-85.933
1178,-86.429
1179,-90.829
118,-16.828
1180,-102.76
1181,-98.548
1182,-88.808
1183,-84.294
1184,-82.884
1185,-83.736
1186,-79.673
1187,-77.921
1188,-78.233
1189,-80.839
119,-17.45
1190,-77.779
1191,-76.913
1192,-78.024
1193,-81.376
1194,-79.8
1195,-79.827
1196,-82.112
1197,-87.013
1198,-88.483
1199,-93.43
12,-17.303
120,-20.012
1200,-101.93
1201,-95.12
1202,-87.986
1203,-83.358
1204,-81.543
1205,-82.262
1206,-80.1
1207,-77.698
1208,-77.411
1209,-79.182
121,-18.114
1210,-78.589
1211,-76.999
1212,-77.464
1213,-79.981
1214,-80.819
1215,-80.197
1216,-81.861
1217,-86.052
1218,-90.102
1219,-95.085
122,-16.84
1220,-102.44
1221,-92.969
1222,-88.723
1223,-83.427
1224,-81.066
1225,-81.016
1226,-81.299
1227,-78.18
1228,-77.218
1229,-78.27
123,-17.332
1230,-80.053
1231,-77.73
1232,-77.557
1233,-79.386
1234,-82.691
1235,-81.343
1236,-82.526
1237,-86.265
1238,-93.476
1239,-100.57
124,-19.728
1240,-97.857
1241,-89.862
1242,-88.6
1243,-83.28
1244,-80.399
1245,-79.785
1246,-81.463
1247,-78.614
1248,-77.002
1249,-77.429
125,-18.312
1250,-79.945
1251,-78.472
1252,-77.63
1253,-78.832
1254,-82.21
1255,-82.446
1256,-83.012
1257,-86.269
1258,-93.38
1259,-104.67
126,-16.899
1260,-95.846
1261,-88.549
1262,-86.775
1263,-83.993
1264,-80.45
1265,-79.236
1266,-80.183
1267,-79.717
1268,-77.421
1269,-77.184
127,-17.261
1270,-78.945
1271,-79.88
1272,-78.37
1273,-78.965
1274,-81.7
1275,-84.454
1276,-84.507
1277,-87.702
1278,-95.672
1279,-102.44
128,-19.492
1280,-92.318
1281,-86.45
1282,-84.562
1283,-84.439
1284,-80.276
1285,-78.507
1286,-78.801
1287,-80.76
1288,-77.701
1289,-76.815
129,-18.552
1290,-77.923
1291,-81.264
1292,-78.933
1293,-78.906
1294,-81.007
1295,-85.533
1296,-85.565
1297,-88.285
1298,-96.594
1299,-101.48
13,-18.057
130,-16.994
1300,-91.864
1301,-85.899
1302,-83.458
1303,-83.851
1304,-80.911
1305,-78.443
1306,-78.093
1307,-79.884
1308,-78.603
1309,-77.041
131,-17.222
1310,-77.495
1311,-80.045
1312,-80.163
1313,-79.467
1314,-80.987
1315,-84.842
1316,-87.479
1317,-90.166
1318,-101.02
1319,-99.537
132,-19.288
1320,-91.248
1321,-85.156
1322,-82.34
1323,-82.175
1324,-81.641
1325,-78.53
1326,-77.576
1327,-78.642
1328,-79.758
1329,-77.469
133,-18.818
1330,-77.287
1331,-79.141
1332,-81.682
1333,-80.326
1334,-81.292
1335,-84.642
1336,-90.117
1337,-93.086
1338,-103.11
1339,-94.172
134,-17.105
1340,-90.662
1341,-84.431
1342,-81.28
1343,-80.538
1344,-82.192
1345,-78.617
1346,-76.997
1347,-77.431
1348,-79.995
1349,-77.821
135,-17.191
1350,-76.964
1351,-78.157
1352,-81.473
1353,-80.911
1354,-81.173
1355,-83.88
1356,-89.63
1357,-93.976
1358,-102.69
1359,-92.767
136,-19.094
1360,-89.078
1361,-85.029
1362,-81.119
1363,-79.738
1364,-80.537
1365,-79.366
1366,-77.025
1367,-76.756
1368,-78.444
1369,-78.611
137,-19.081
1370,-77.069
1371,-77.565
1372,-80.08
1373,-81.746
1374,-81.238
1375,-83.214
1376,-87.946
1377,-94.449
1378,-101.05
1379,-93.743
138,-17.208
1380,-88.624
1381,-86.766
1382,-81.988
1383,-79.8
1384,-79.866
1385,-80.998
1386,-77.879
1387,-76.911
1388,-77.918
1389,-80.465
139,-17.148
1390,-78.076
1391,-77.932
1392,-79.785
1393,-83.954
1394,-82.74
1395,-84.25
1396,-88.768
1397,-98.873
1398,-101.62
1399,-90.628
14,-20.803
140,-18.888
1400,-86.453
1401,-86.17
1402,-82.012
1403,-79.337
1404,-78.816
1405,-80.52
1406,-78.421
1407,-76.8
1408,-77.153
1409,-79.616
141,-19.335
1410,-78.932
1411,-78.035
1412,-79.236
1413,-82.709
1414,-83.802
1415,-84.809
1416,-88.905
1417,-98.674
1418,-100.91
1419,-90.175
142,-17.288
1420,-85.447
1421,-84.47
1422,-82.808
1423,-79.376
1424,-78.195
1425,-79.133
1426,-79.405
1427,-77.018
1428,-76.734
1429,-78.424
143,-17.081
1430,-80.111
1431,-78.463
1432,-78.992
1433,-81.679
1434,-85.215
1435,-85.363
1436,-88.991
1437,-98.335
1438,-102.26
1439,-90.575
144,-18.659
1440,-85.316
1441,-83.523
1442,-84.261
1443,-80.005
1444,-78.179
1445,-78.38
1446,-80.827
1447,-77.786
1448,-76.817
1449,-77.831
145,-19.564
1450,-80.993
1451,-79.412
1452,-79.34
1453,-81.377
1454,-85.936
1455,-86.945
1456,-90.31
1457,-101.61
1458,-99.005
1459,-89.804
146,-17.343
1460,-84.502
1461,-82.283
1462,-82.719
1463,-80.533
1464,-77.976
1465,-77.545
1466,-79.156
1467,-78.483
1468,-76.792
1469,-77.064
147,-16.991
1470,-79.47
1471,-80.112
1472,-79.266
1473,-80.539
1474,-84.078
1475,-87.307
1476,-89.437
1477,-97.979
1478,-102.04
1479,-92.713
148,-18.41
1480,-85.888
1481,-82.826
1482,-82.384
1483,-82.404
1484,-79.042
1485,-77.902
1486,-78.774
1487,-80.499
1488,-77.988
1489,-77.621
149,-19.775
1490,-79.242
1491,-82.437
1492,-80.773
1493,-81.546
1494,-84.517
1495,-90.62
1496,-93.112
1497,-100.96
1498,-95.465
1499,-91.666
15,-18.509
150,-17.386
1500,-85.523
1501,-82.109
1502,-81.141
1503,-82.567
1504,-79.612
1505,-77.83
1506,-78.091
1507,-80.441
1508,-78.934
1509,-77.964
151,-16.891
1510,-78.993
1511,-82.232
1512,-82.299
1513,-82.517
1514,-85.318
1515,-91.304
1516,-98.456
1517,-102.43
1518,-91.002
1519,-88.177
152,-18.159
1520,-85.117
1521,-81.253
1522,-79.784
1523,-80.563
1524,-80.038
1525,-77.534
1526,-77.159
1527,-78.793
1528,-79.646
1529,-77.883
153,-19.996
1530,-78.287
1531,-80.744
1532,-83.193
1533,-82.65
1534,-84.782
1535,-90.045
1536,-99.594
1537,-103.79
1538,-90.58
1539,-87.039
154,-17.438
1540,-86.208
1541,-81.614
1542,-79.484
1543,-79.522
1544,-81.355
1545,-78.029
1546,-76.963
1547,-77.873
1548,-80.953
1549,-78.49
155,-16.805
1550,-78.188
1551,-79.919
1552,-83.994
1553,-83.393
1554,-84.808
1555,-89.458
1556,-100.47
1557,-103.02
1558,-90.318
1559,-86.179
156,-17.93
1560,-85.782
1561,-82.34
1562,-79.498
1563,-78.797
1564,-80.302
1565,-78.904
1566,-77.054
1567,-77.307
1568,-79.528
1569,-79.46
157,-20.251
1570,-78.388
1571,-79.432
1572,-82.692
1573,-84.468
1574,-85.304
1575,-89.331
1576,-99.829
1577,-102.85
1578,-90.172
1579,-85.591
158,-17.518
1580,-84.34
1581,-83.399
1582,-79.744
1583,-78.413
1584,-79.108
1585,-80.062
1586,-77.457
1587,-76.97
1588,-78.472
1589,-80.726
159,-16.753
1590,-78.871
1591,-79.259
1592,-81.718
1593,-85.815
1594,-85.757
1595,-89.311
1596,-99.122
1597,-102.31
1598,-91.213
1599,-86.017
16,-17.359
160,-17.743
1600,-83.569
1601,-84.334
1602,-80.464
1603,-78.433
1604,-78.458
1605,-80.616
1606,-78.202
1607,-77.026
1608,-77.84
1609,-80.809
161,-20.559
1610,-79.774
1611,-79.434
1612,-81.217
1613,-85.476
1614,-86.919
1615,-89.597
1616,-99.761
1617,-102.15
1618,-91.471
1619,-85.432
162,-17.646
1620,-82.954
1621,-83.062
1622,-81.397
1623,-78.594
1624,-78.002
1625,-79.401
1626,-79.34
1627,-77.422
1628,-77.541
1629,-79.692
163,-16.748
1630,-81.084
1631,-79.968
1632,-81.221
1633,-84.759
1634,-88.681
1635,-91.445
1636,-103.95
1637,-97.404
1638,-91.494
1639,-85.129
164,-17.607
1640,-82.089
1641,-81.555
1642,-82.335
1643,-78.699
1644,-77.419
1645,-78.108
1646,-80.371
1647,-77.599
1648,-77.03
1649,-78.431
165,-20.46
1650,-82.083
1651,-80.108
1652,-80.517
1653,-83.179
1654,-88.579
1655,-90.175
1656,-97.889
1657,-101.36
1658,-93.35
1659,-86.924
166,-17.821
1660,-82.874
1661,-81.508
1662,-82.5
1663,-79.999
1664,-77.897
1665,-77.825
1666,-79.948
1667,-78.864
1668,-77.554
1669,-78.259
167,-16.789
1670,-81.078
1671,-81.522
1672,-81.218
1673,-83.303
1674,-88.005
1675,-92.677
1676,-101.62
1677,-97.685
1678,-91.197
1679,-87.55
168,-17.513
1680,-82.872
1681,-80.883
1682,-81.185
1683,-81.049
1684,-78.231
1685,-77.511
1686,-78.795
1687,-80.154
1688,-78.047
1689,-78.124
169,-20.188
1690,-80.216
1691,-83.053
1692,-82.098
1693,-83.674
1694,-87.916
1695,-95.686
1696,-103.01
1697,-94.166
1698,-88.725
1699,-87.846
17,-17.975
170,-18.033
1700,-82.546
1701,-80.026
1702,-79.671
1703,-81.636
1704,-78.238
1705,-76.883
1706,-77.44
1707,-80.118
1708,-78.143
1709,-77.447
171,-16.862
1710,-78.771
1711,-82.358
1712,-81.872
1713,-82.508
1714,-85.72
1715,-92.384
1716,-100.4
1717,-99.307
1718,-90.104
1719,-87.904
172,-17.447
1720,-84.329
1721,-80.843
1722,-79.648
1723,-80.699
1724,-79.655
1725,-77.388
1726,-77.274
1727,-79.116
1728,-79.483
1729,-77.979
173,-19.949
1730,-78.652
1731,-81.401
1732,-83.343
1733,-83.157
1734,-85.77
1735,-91.913
1736,-103.28
1737,-98.173
1738,-89.107
1739,-86.538
174,-18.269
1740,-85.378
1741,-81.034
1742,-79.21
1743,-79.53
1744,-80.822
1745,-77.787
1746,-76.957
1747,-78.09
1748,-80.726
1749,-78.448
175,-16.944
1750,-78.36
1751,-80.382
1752,-84.764
1753,-83.724
1754,-85.691
1755,-91.042
1756,-103.49
1757,-98.387
1758,-88.751
1759,-85.516
176,-17.385
1760,-85.506
1761,-81.599
1762,-79.084
1763,-78.598
1764,-80.358
1765,-78.354
1766,-76.796
1767,-77.186
1768,-79.699
1769,-78.97
177,-19.713
1770,-78.176
1771,-79.493
1772,-82.91
1773,-84.16
1774,-85.173
1775,-89.726
1776,-101.21
1777,-100.53
1778,-89.4
1779,-85.139
178,-18.496
1780,-84.237
1781,-82.548
1782,-79.178
1783,-78.046
1784,-78.97
1785,-79.234
1786,-76.817
1787,-76.497
1788,-78.127
1789,-79.719
179,-17.016
1790,-78.013
1791,-78.479
1792,-81.026
1793,-84.43
1794,-84.242
1795,-87.134
1796,-94.402
1797,-103.21
1798,-93.037
1799,-86.731
18,-20.51
180,-17.311
1800,-84.388
1801,-84.946
1802,-80.393
1803,-78.457
1804,-78.582
1805,-80.895
1806,-77.736
1807,-76.656
1808,-77.549
1809,-80.587
181,-19.464
1810,-78.81
1811,-78.528
1812,-80.316
1813,-84.564
1814,-84.749
1815,-86.838
1816,-92.911
1817,-102.83
1818,-94.786
1819,-87.256
182,-18.703
1820,-84.141
1821,-84.056
1822,-81.502
1823,-78.759
1824,-78.14
1825,-79.624
1826,-78.748
1827,-76.918
1828,-77.059
1829,-79.272
183,-17.064
1830,-79.86
1831,-78.718
1832,-79.77
1833,-83.017
1834,-85.654
1835,-86.718
1836,-91.868
1837,-101.2
1838,-96.996
1839,-88.042
184,-17.21
1840,-84.054
1841,-83.246
1842,-82.922
1843,-79.277
1844,-77.904
1845,-78.561
1846,-80.053
1847,-77.318
1848,-76.772
1849,-78.166
185,-19.185
1850,-81.031
1851,-79.017
1852,-79.317
1853,-81.738
1854,-86.636
1855,-86.529
1856,-90.185
1857,-101.34
1858,-100.3
1859,-89.705
186,-18.888
1860,-84.694
1861,-82.85
1862,-83.685
1863,-80.208
1864,-78.089
1865,-77.986
1866,-80.053
1867,-78.163
1868,-76.884
1869,-77.52
187,-17.085
1870,-80.273
1871,-79.806
1872,-79.31
1873,-80.987
1874,-85.016
1875,-87.015
1876,-89.774
1877,-99.982
1878,-100.21
1879,-91.193
188,-17.087
1880,-85.184
1881,-82.505
1882,-82.459
1883,-81.27
1884,-78.338
1885,-77.522
1886,-78.714
1887,-79.153
1888,-76.98
1889,-76.912
189,-18.899
1890,-78.831
1891,-80.611
1892,-79.204
1893,-80.072
1894,-83.148
1895,-87.161
1896,-88.316
1897,-94.586
1898,-101.73
1899,-95.073
19,-18.689
190,-19.06
1900,-87.078
1901,-83.337
1902,-82.253
1903,-83.353
1904,-79.393
1905,-77.799
1906,-78.197
1907,-80.849
1908,-77.875
1909,-77.081
191,-17.098
1910,-78.223
1911,-81.61
1912,-80.056
1913,-80.185
1914,-82.542
1915,-87.569
1916,-89.252
1917,-94.949
1918,-101.94
1919,-94.378
192,-16.961
1920,-87.685
1921,-83.252
1922,-81.507
1923,-82.233
1924,-80.096
1925,-77.761
1926,-77.439
1927,-79.208
1928,-78.549
1929,-76.98
193,-18.616
1930,-77.401
1931,-79.891
1932,-80.626
1933,-79.944
1934,-81.5
1935,-85.441
1936,-89.126
1937,-92.852
1938,-103.11
1939,-95.156
194,-19.246
1940,-89.713
1941,-84.1
1942,-81.522
1943,-81.34
1944,-81.486
1945,-78.24
1946,-77.207
1947,-78.154
1948,-79.844
1949,-77.361
195,-17.122
1950,-77.076
1951,-78.75
1952,-81.833
1953,-80.215
1954,-81.02
1955,-84.139
1956,-90.083
1957,-92.48
1958,-107.76
1959,-94.732
196,-16.85
1960,-91.086
1961,-84.71
1962,-81.318
1963,-80.346
1964,-81.797
1965,-78.617
1966,-76.82
1967,-76.984
1968,-79.283
1969,-77.522
197,-18.362
1970,-76.446
1971,-77.305
1972,-80.292
1973,-79.925
1974,-79.751
1975,-81.78
1976,-86.352
1977,-89.133
1978,-94.352
1979,-101.17
198,-19.465
1980,-93.647
1981,-88.042
1982,-83.163
1983,-81.089
1984,-81.404
1985,-80.45
1986,-77.739
1987,-77.114
1988,-78.471
1989,-78.969
199,-17.181
1990,-77.055
1991,-77.145
1992,-79.249
1993,-81.134
1994,-80.111
1995,-81.341
1996,-84.985
1997,-89.924
1998,-93.387
1999,-102.56
2,-20.683
20,-17.395
200,-16.779
201,-18.15
202,-19.735
203,-17.288
204,-16.756
205,-17.987
206,-20.054
207,-17.443
208,-16.777
209,-17.866
21,-17.856
210,-20.415
211,-17.63
212,-16.824
213,-17.771
214,-20.743
215,-17.829
216,-16.878
217,-17.68
218,-20.451
219,-18.017
22,-20.223
220,-16.916
221,-17.568
222,-20.155
223,-18.186
224,-16.928
225,-17.43
226,-19.836
227,-18.327
228,-16.918
229,-17.273
23,-18.849
230,-19.506
231,-18.467
232,-16.9
233,-17.119
234,-19.187
235,-18.617
236,-16.9
237,-16.986
238,-18.9
239,-18.802
24,-17.401
240,-16.939
241,-16.893
242,-18.655
243,-19.036
244,-17.023
245,-16.843
246,-18.458
247,-19.311
248,-17.146
249,-16.841
25,-17.713
250,-18.312
251,-19.634
252,-17.304
253,-16.861
254,-18.183
255,-19.984
256,-17.471
257,-16.883
258,-18.055
259,-20.321
26,-19.902
260,-17.623
261,-16.888
262,-17.905
263,-20.637
264,-17.751
265,-16.864
266,-17.728
267,-20.596
268,-17.859
269,-16.821
27,-18.997
270,-17.538
271,-20.217
272,-17.958
273,-16.776
274,-17.353
275,-19.853
276,-18.075
277,-16.753
278,-17.197
279,-19.53
28,-17.384
280,-18.234
281,-16.769
282,-17.083
283,-19.261
284,-18.439
285,-16.833
286,-17.017
287,-19.042
288,-18.697
289,-16.941
29,-17.558
290,-16.991
291,-18.862
292,-18.984
293,-17.072
294,-16.984
295,-18.698
296,-19.283
297,-17.206
298,-16.975
299,-18.522
3,-17.9
30,-19.57
300,-19.572
301,-17.32
302,-16.942
303,-18.331
304,-19.838
305,-17.409
306,-16.883
307,-18.117
308,-20.086
309,-17.478
31,-19.135
310,-16.806
311,-17.89
312,-20.341
313,-17.544
314,-16.733
315,-17.674
316,-20.609
317,-17.633
318,-16.687
319,-17.496
32,-17.366
320,-20.284
321,-17.769
322,-16.686
323,-17.358
324,-19.983
325,-17.954
326,-16.732
327,-17.274
328,-19.732
329,-18.178
33,-17.399
330,-16.817
331,-17.226
332,-19.506
333,-18.432
334,-16.921
335,-17.189
336,-19.302
337,-18.69
338,-17.019
339,-17.141
34,-19.255
340,-19.086
341,-18.93
342,-17.093
343,-17.065
344,-18.842
345,-19.146
346,-17.138
347,-16.964
348,-18.581
349,-19.345
35,-19.288
350,-17.168
351,-16.853
352,-18.314
353,-19.54
354,-17.202
355,-16.754
356,-18.071
357,-19.779
358,-17.277
359,-16.693
36,-17.367
360,-17.873
361,-20.066
362,-17.393
363,-16.684
364,-17.731
365,-20.412
366,-17.57
367,-16.723
368,-17.634
369,-20.553
37,-17.273
370,-17.779
371,-16.792
372,-17.564
373,-20.299
374,-17.999
375,-16.862
376,-17.487
377,-20.036
378,-18.202
379,-16.904
38,-18.978
380,-17.373
381,-19.734
382,-18.365
383,-16.901
384,-17.222
385,-19.413
386,-18.492
387,-16.871
388,-17.046
389,-19.078
39,-19.487
390,-18.606
391,-16.863
392,-16.902
393,-18.791
394,-18.804
395,-16.932
396,-16.854
397,-18.649
398,-19.236
399,-17.089
4,-17.207
40,-17.412
400,-17.105
401,-18.601
402,-19.652
403,-17.559
404,-17.349
405,-18.895
406,-20.537
407,-18.31
408,-18.025
409,-19.492
41,-17.187
410,-21.686
411,-19.391
412,-19.064
413,-20.496
414,-23.234
415,-20.897
416,-20.531
417,-21.94
418,-25.276
419,-22.858
42,-18.749
420,-22.483
421,-23.873
422,-27.334
423,-25.371
424,-24.995
425,-26.4
426,-29.844
427,-28.507
428,-28.16
429,-29.605
43,-19.732
430,-33.049
431,-32.398
432,-32.111
433,-33.636
434,-37.154
435,-37.225
436,-37.059
437,-38.742
438,-42.416
439,-43.303
44,-17.504
440,-43.378
441,-45.364
442,-49.367
443,-51.293
444,-51.885
445,-54.541
446,-59.381
447,-63.085
448,-65.361
449,-70.774
45,-17.149
450,-81.469
451,-94.902
452,-80.22
453,-77.23
454,-78.349
455,-80.497
456,-80.624
457,-84.72
458,-97.823
459,-94.276
46,-18.567
460,-84.198
461,-80.224
462,-79.532
463,-80.648
464,-77.678
465,-77.207
466,-78.999
467,-82.999
468,-82.411
469,-85.155
47,-20.027
470,-93.32
471,-101.01
472,-89.233
473,-83.436
474,-81.408
475,-82.43
476,-78.899
477,-77.111
478,-77.513
479,-80.221
48,-17.638
480,-78.806
481,-78.444
482,-80.357
483,-84.859
484,-86.753
485,-91.22
486,-102.48
487,-93.574
488,-86.92
489,-82.075
49,-17.147
490,-80.214
491,-80.886
492,-79.407
493,-77.112
494,-76.933
495,-78.939
496,-79.246
497,-78.072
498,-79.054
499,-82.396
5,-18.23
50,-18.421
500,-85.044
501,-86.437
502,-92.608
503,-101.59
504,-93.639
505,-85.97
506,-82.518
507,-81.906
508,-81.846
509,-78.538
51,-20.363
510,-77.45
511,-78.468
512,-80.303
513,-78.062
514,-78.055
515,-80.134
516,-83.865
517,-83.118
518,-85.342
519,-91.337
52,-17.794
520,-101.88
521,-94.985
522,-87.091
523,-84.278
524,-84.781
525,-80.466
526,-78.274
527,-78.196
528,-80.427
529,-78.019
53,-17.166
530,-76.906
531,-77.793
532,-80.944
533,-80.195
534,-80.204
535,-82.608
536,-87.883
537,-91.254
538,-102.12
539,-95.562
54,-18.295
540,-89.955
541,-85.409
542,-81.33
543,-79.751
544,-80.508
545,-79.365
546,-77.016
547,-76.754
548,-78.582
549,-78.954
55,-20.704
550,-77.47
551,-78.16
552,-80.952
553,-83.15
554,-83.284
555,-86.447
556,-93.877
557,-102.57
558,-92.197
559,-86.079
56,-17.954
560,-84.177
561,-83.538
562,-79.575
563,-77.938
564,-78.458
565,-79.969
566,-77.175
567,-76.553
568,-77.794
569,-80.917
57,-17.181
570,-78.899
571,-79.26
572,-81.862
573,-87.037
574,-87.597
575,-92.878
576,-103.17
577,-95.092
578,-87.266
579,-82.991
58,-18.156
580,-81.462
581,-82.579
582,-79.519
583,-77.599
584,-77.656
585,-79.866
586,-78.433
587,-77.384
588,-78.327
589,-81.537
59,-21.041
590,-81.712
591,-81.971
592,-84.73
593,-90.9
594,-98.692
595,-100.98
596,-89.928
597,-87.32
598,-84.359
599,-80.618
6,-20.975
60,-18.1
600,-79.188
601,-80.024
602,-79.755
603,-77.327
604,-77.013
605,-78.706
606,-79.944
607,-78.325
608,-78.925
609,-81.639
61,-17.173
610,-84.768
611,-84.944
612,-88.545
613,-98.611
614,-101.95
615,-90.474
616,-85.422
617,-83.636
618,-83.854
619,-79.824
62,-17.996
620,-78.099
621,-78.503
622,-80.76
623,-77.776
624,-76.953
625,-78.185
626,-81.683
627,-79.805
628,-80.024
629,-82.486
63,-20.808
630,-87.669
631,-89.389
632,-95.913
633,-100.96
634,-93.41
635,-86.926
636,-82.673
637,-81.181
638,-82.126
639,-79.836
64,-18.218
640,-77.683
641,-77.58
642,-79.598
643,-78.798
644,-77.466
645,-78.27
646,-81.199
647,-81.992
648,-81.981
649,-84.554
65,-17.14
650,-90.309
651,-97.728
652,-101.13
653,-90.307
654,-87.3
655,-84.96
656,-80.898
657,-79.218
658,-79.729
659,-80.003
66,-17.812
660,-77.349
661,-76.726
662,-78.178
663,-79.896
664,-78.005
665,-78.236
666,-80.622
667,-84.127
668,-83.661
669,-86.189
67,-20.436
670,-93.09
671,-103.49
672,-93.939
673,-86.968
674,-84.429
675,-85.101
676,-80.522
677,-78.378
678,-78.373
679,-80.638
68,-18.319
680,-77.767
681,-76.624
682,-77.482
683,-80.506
684,-79.029
685,-78.818
686,-80.615
687,-84.962
688,-85.959
689,-88.868
69,-17.091
690,-98.146
691,-102.5
692,-91.173
693,-85.124
694,-82.664
695,-82.912
696,-80.863
697,-78.234
698,-77.673
699,-79.221
7,-18.105
70,-17.621
700,-78.912
701,-77.168
702,-77.44
703,-79.821
704,-80.919
705,-80.153
706,-81.595
707,-85.596
708,-89.843
709,-94.369
71,-20.059
710,-100.42
711,-93.281
712,-89.173
713,-83.636
714,-81.09
715,-80.977
716,-81.548
717,-78.323
718,-77.233
719,-78.212
72,-18.42
720,-80.383
721,-77.95
722,-77.689
723,-79.519
724,-83.19
725,-81.888
726,-83.096
727,-87.07
728,-95.181
729,-101.23
73,-17.046
730,-94.603
731,-88.453
732,-87.499
733,-82.858
734,-80.034
735,-79.452
736,-81.135
737,-78.717
738,-77.107
739,-77.531
74,-17.44
740,-80.072
741,-79.045
742,-78.254
743,-79.581
744,-83.14
745,-83.996
746,-85.119
747,-89.56
748,-100.49
749,-101.09
75,-19.711
750,-89.682
751,-85.35
752,-84.577
753,-82.644
754,-79.414
755,-78.365
756,-79.479
757,-79.493
758,-77.309
759,-77.138
76,-18.546
760,-79.063
761,-80.529
762,-79.209
763,-79.986
764,-83.125
765,-86.884
766,-88.084
767,-94.309
768,-101.24
769,-94.52
77,-17.028
770,-86.652
771,-83.005
772,-82.001
773,-82.814
774,-78.972
775,-77.453
776,-77.94
777,-80.461
778,-77.542
779,-76.809
78,-17.29
780,-78.066
781,-81.537
782,-79.905
783,-80.228
784,-82.762
785,-88.082
786,-90.15
787,-98.009
788,-99.789
789,-92.491
79,-19.404
790,-86.478
791,-82.305
792,-80.894
793,-81.84
794,-79.671
795,-77.476
796,-77.327
797,-79.266
798,-78.599
799,-77.145
8,-17.245
80,-18.722
800,-78.113
801,-80.675
802,-81.699
803,-81.383
804,-83.762
805,-89.019
806,-95.064
807,-100.71
808,-92.82
809,-88.425
81,-17.054
810,-85.894
811,-81.562
812,-79.667
813,-80.079
814,-80.438
815,-77.662
816,-76.925
817,-78.261
818,-80.031
819,-77.999
82,-17.187
820,-78.114
821,-80.305
822,-83.766
823,-83.092
824,-85.179
825,-90.684
826,-100.71
827,-98.176
828,-88.883
829,-85.673
83,-19.154
830,-85.974
831,-81.203
832,-78.906
833,-78.757
834,-80.827
835,-78.047
836,-76.749
837,-77.471
838,-80.31
839,-78.95
84,-18.94
840,-78.491
841,-80.187
842,-84.201
843,-85.015
844,-86.982
845,-93.576
846,-100.8
847,-93.663
848,-86.454
849,-83.424
85,-17.129
850,-83.36
851,-81.179
852,-78.346
853,-77.609
854,-78.977
855,-78.623
856,-76.699
857,-76.77
858,-78.897
859,-79.909
86,-17.132
860,-78.794
861,-79.847
862,-83.149
863,-86.477
864,-87.954
865,-94.706
866,-102.61
867,-94.09
868,-86.468
869,-82.956
