f,A
87,-38.852
870,-107.78
871,-108.65
872,-104.7
873,-103.14
874,-103.81
875,-106.39
876,-103.6
877,-102.73
878,-104.15
879,-107.54
88,-40.055
880,-106.29
881,-106.77
882,-109.16
883,-114.96
884,-118.1
885,-116.33
886,-114.21
887,-115.46
888,-110.67
889,-106.96
89,-37.77
890,-105.73
891,-106.88
892,-104.97
893,-102.75
894,-102.68
895,-104.49
896,-104.21
897,-102.74
898,-103.4
899,-106.42
9,-37.792
90,-37.368
900,-107.25
901,-107.18
902,-109.44
903,-112.79
904,-114.72
905,-118.25
906,-112.84
907,-113.94
908,-111.31
909,-107.22
91,-38.734
910,-105.19
911,-105.69
912,-106.12
913,-103.28
914,-102.51
915,-103.86
916,-105.82
917,-103.83
918,-103.83
919,-105.78
92,-40.408
920,-109.42
921,-108.84
922,-110.78
923,-116.09
924,-113.28
925,-116.89
926,-114.69
927,-111.65
928,-111.93
929,-107.11
93,-37.952
930,-104.84
931,-104.52
932,-106.65
933,-103.87
934,-102.51
935,-103.31
936,-106.14
937,-104.87
938,-104.22
939,-105.9
94,-37.41
940,-109.66
941,-110.6
942,-112.17
943,-116.33
944,-117.29
945,-114.07
946,-113.15
947,-109.93
948,-109.49
949,-107.32
95,-38.626
950,-104.63
951,-103.79
952,-105.04
953,-104.73
954,-102.89
955,-102.99
956,-105.17
957,-106.25
958,-105.24
959,-106.23
96,-40.772
960,-110.7
961,-108.47
962,-110.89
963,-108.66
964,-109.17
965,-109.21
966,-110.57
967,-110.62
968,-109.01
969,-110.73
97,-38.134
970,-109.51
971,-109.93
972,-109.1
973,-109.31
974,-108.66
975,-110.52
976,-109.06
977,-110.03
978,-109.28
979,-109.12
98,-37.443
980,-110.95
981,-108.94
982,-108.9
983,-109.98
984,-109.33
985,-109.65
986,-110.04
987,-110.47
988,-109.03
989,-108.69
99,-38.51
990,-108.46
991,-109.51
992,-110.43
993,-109.01
994,-110.2
995,-110.43
996,-110.15
997,-109.01
998,-109.11
999,-108.5
