f,A
87,-16.529
870,-82.923
871,-92.516
872,-94.242
873,-82.742
874,-79.868
875,-79.698
876,-76.261
877,-75.674
878,-77.782
879,-82.525
88,-15.858
880,-83.907
881,-94.735
882,-90.313
883,-85.624
884,-79.38
885,-76.792
886,-77.118
887,-80.377
888,-79.387
889,-81.577
89,-14.191
890,-89.281
891,-98.836
892,-85.367
893,-79.645
894,-77.926
895,-79.343
896,-77.757
897,-77.387
898,-80.018
899,-86.935
9,-15.353
90,-14.318
900,-99.489
901,-88.473
902,-81.738
903,-80.572
904,-78.258
905,-75.985
906,-76.403
907,-79.634
908,-82.051
909,-85.296
91,-16.27
910,-99.708
911,-89.267
912,-83.473
913,-78.643
914,-77.064
915,-78.355
916,-79.698
917,-79.127
918,-82.04
919,-90.33
92,-16.077
920,-100.13
921,-85.927
922,-80.875
923,-79.956
924,-80.699
925,-78.229
926,-78.693
927,-82.245
928,-89.013
929,-98.303
93,-14.257
930,-89.6
931,-83.85
932,-83.507
933,-79.08
934,-77.806
935,-79.269
936,-83.815
937,-84.33
938,-90.706
939,-97.84
94,-14.246
940,-88.912
941,-82.139
942,-78.776
943,-78.371
944,-80.829
945,-79.848
946,-80.463
947,-84.623
948,-95.182
949,-97.774
95,-16.041
950,-85.677
951,-82.059
952,-82.376
953,-80.771
954,-79.407
955,-80.907
956,-85.682
957,-90.942
958,-98.735
959,-89.343
96,-16.318
960,-85.532
961,-83.098
962,-79.944
963,-79.647
964,-82.175
965,-84.548
966,-86.247
967,-95.193
968,-97.679
969,-89.279
97,-14.326
970,-83.064
971,-80.804
972,-81.524
973,-83.198
974,-82.118
975,-84.203
976,-90.65
977,-98.716
978,-91.784
979,-85.252
98,-14.176
980,-83.54
981,-84.661
982,-81.771
983,-81.836
984,-84.808
985,-91.843
986,-97.741
987,-94.575
988,-87.328
989,-86.568
99,-15.811
990,-82.303
991,-80.5
992,-81.384
993,-85.204
994,-85.526
995,-89.035
996,-99.03
997,-96.292
998,-87.858
999,-83.386
