f,A
1751,-79.949
1752,-82.893
1753,-80.208
1754,-79.425
1755,-80.46
1756,-83.371
1757,-81.055
1758,-80.208
1759,-81.113
176,-14.584
1760,-84.009
1761,-82.123
1762,-81.182
1763,-82.005
1764,-84.635
1765,-83.356
1766,-82.303
1767,-83.086
1768,-85.778
1769,-84.933
177,-17.212
1770,-83.798
1771,-84.542
1772,-87.047
1773,-86.837
1774,-85.675
1775,-86.306
1776,-88.843
1777,-89.301
1778,-88.093
1779,-88.897
178,-15.126
1780,-91.498
1781,-92.732
1782,-91.741
1783,-92.653
1784,-95.784
1785,-98.098
1786,-98.07
1787,-98.7
1788,-97.664
1789,-99.035
179,-13.905
1790,-98.997
1791,-100.41
1792,-98.952
1793,-98.992
1794,-97.418
1795,-95.206
1796,-95.015
1797,-95.689
1798,-91.97
1799,-90.216
18,-17.969
180,-14.448
1800,-90.536
1801,-92.11
1802,-88.579
1803,-87.113
1804,-87.409
1805,-89.825
1806,-86.511
1807,-85.038
1808,-85.289
1809,-87.539
181,-16.902
1810,-84.829
1811,-83.432
1812,-83.653
1813,-85.899
1814,-83.66
1815,-82.085
1816,-82.205
1817,-84.296
1818,-82.702
1819,-81.025
182,-15.291
1820,-81.137
1821,-83.194
1822,-82.016
1823,-80.27
1824,-80.233
1825,-82.155
1826,-81.464
1827,-79.637
1828,-79.556
1829,-81.323
183,-13.927
1830,-81.208
1831,-79.158
1832,-78.932
1833,-80.522
1834,-80.88
1835,-78.795
1836,-78.492
1837,-80.016
1838,-80.814
1839,-78.498
184,-14.329
1840,-78.12
1841,-79.53
1842,-80.797
1843,-78.454
1844,-77.923
1845,-79.107
1846,-81.034
1847,-78.454
1848,-77.813
1849,-78.923
185,-16.62
1850,-81.237
1851,-78.554
1852,-77.766
1853,-78.781
1854,-81.678
1855,-78.735
1856,-77.878
1857,-78.74
1858,-81.632
1859,-79.078
186,-15.48
1860,-78.059
1861,-78.796
1862,-81.589
1863,-79.483
1864,-78.386
1865,-79.017
1866,-81.514
1867,-80.098
1868,-78.779
1869,-79.309
187,-13.97
1870,-81.763
1871,-80.657
1872,-79.344
1873,-79.724
1874,-81.971
1875,-81.52
1876,-80.006
1877,-80.291
1878,-82.434
1879,-82.368
188,-14.236
1880,-80.831
1881,-81.055
1882,-83.049
1883,-83.588
1884,-81.818
1885,-81.988
1886,-83.983
1887,-84.937
1888,-83.167
1889,-83.155
189,-16.35
1890,-84.904
1891,-86.507
1892,-84.631
1893,-84.744
1894,-86.391
1895,-88.648
1896,-86.52
1897,-86.618
1898,-88.333
1899,-91.167
19,-15.151
190,-15.69
1900,-89.319
1901,-89.171
1902,-91.198
1903,-94.748
1904,-92.884
1905,-93.298
1906,-95.278
1907,-98.457
1908,-99.047
1909,-100.91
191,-14.025
1910,-99.306
1911,-99.067
1912,-99.548
1913,-96.972
1914,-97.599
1915,-98.351
1916,-98.461
1917,-95.567
1918,-94.42
1919,-95.54
192,-14.15
1920,-93.114
1921,-90.579
1922,-90.118
1923,-91.554
1924,-89.919
1925,-87.748
1926,-87.193
1927,-88.753
1928,-87.918
1929,-85.538
193,-16.099
1930,-85.116
1931,-86.628
1932,-86.285
1933,-83.941
1934,-83.587
1935,-84.928
1936,-85.108
1937,-82.732
1938,-82.302
1939,-83.539
194,-15.909
1940,-84.306
1941,-81.843
1942,-81.247
1943,-82.409
1944,-83.627
1945,-81.006
1946,-80.447
1947,-81.531
1948,-83.161
1949,-80.529
195,-14.078
1950,-79.696
1951,-80.674
1952,-82.92
1953,-80.083
1954,-79.142
1955,-80.095
1956,-82.818
1957,-79.819
1958,-78.763
1959,-79.521
196,-14.063
1960,-82.313
1961,-79.63
1962,-78.503
1963,-79.158
1964,-81.743
1965,-79.515
1966,-78.222
1967,-78.746
1968,-81.229
1969,-79.617
197,-15.855
1970,-78.201
1971,-78.659
1972,-80.958
1973,-79.723
1974,-78.297
1975,-78.554
1976,-80.695
1977,-80.058
1978,-78.389
1979,-78.529
198,-16.129
1980,-80.493
1981,-80.326
1982,-78.608
1983,-78.723
1984,-80.657
1985,-80.877
1986,-79.129
1987,-79.123
1988,-81.019
1989,-82.006
199,-14.141
1990,-80.156
1991,-80.286
1992,-82.242
1993,-83.905
1994,-82.229
1995,-82.524
1996,-84.654
1997,-87.12
1998,-85.781
1999,-80.299
2,-16.943
20,-14.163
200,-13.986
201,-15.623
202,-16.367
203,-14.22
204,-13.928
205,-15.419
206,-16.633
207,-14.321
208,-13.892
209,-15.227
21,-14.916
210,-16.917
211,-14.432
212,-13.86
213,-15.045
214,-17.219
215,-14.541
216,-13.828
217,-14.868
218,-17.519
219,-14.667
22,-17.651
220,-13.808
221,-14.705
222,-17.612
223,-14.808
224,-13.81
225,-14.568
226,-17.293
227,-14.969
228,-13.828
229,-14.445
23,-15.305
230,-16.987
231,-15.14
232,-13.848
233,-14.317
234,-16.69
235,-15.31
236,-13.87
237,-14.2
238,-16.394
239,-15.494
24,-14.165
240,-13.907
241,-14.101
242,-16.135
243,-15.716
244,-13.965
245,-14.024
246,-15.897
247,-15.945
248,-14.041
249,-13.957
25,-14.776
250,-15.674
251,-16.184
252,-14.114
253,-13.888
254,-15.45
255,-16.424
256,-14.191
257,-13.827
258,-15.233
259,-16.687
26,-17.326
260,-14.288
261,-13.788
262,-15.05
263,-16.988
264,-14.406
265,-13.768
266,-14.884
267,-17.301
268,-14.541
269,-13.754
27,-15.472
270,-14.723
271,-17.62
272,-14.671
273,-13.741
274,-14.565
275,-17.376
276,-14.81
277,-13.737
278,-14.417
279,-17.051
28,-14.18
280,-14.971
281,-13.756
282,-14.297
283,-16.75
284,-15.153
285,-13.791
286,-14.194
287,-16.472
288,-15.354
289,-13.83
29,-14.658
290,-14.094
291,-16.204
292,-15.549
293,-13.872
294,-13.994
295,-15.943
296,-15.757
297,-13.929
298,-13.914
299,-15.708
3,-14.629
30,-17.031
300,-15.991
301,-14.006
302,-13.853
303,-15.498
304,-16.243
305,-14.099
306,-13.806
307,-15.288
308,-16.505
309,-14.192
31,-15.655
310,-13.758
311,-15.088
312,-16.79
313,-14.29
314,-13.717
315,-14.901
316,-17.08
317,-14.411
318,-13.697
319,-14.74
32,-14.216
320,-17.396
321,-14.549
322,-13.696
323,-14.598
324,-17.503
325,-14.701
326,-13.702
327,-14.45
328,-17.176
329,-14.854
33,-14.552
330,-13.706
331,-14.314
332,-16.846
333,-15.012
334,-13.723
335,-14.194
336,-16.557
337,-15.209
338,-13.764
339,-14.102
34,-16.763
340,-16.297
341,-15.415
342,-13.822
343,-14.015
344,-16.048
345,-15.625
346,-13.877
347,-13.927
348,-15.803
349,-15.843
35,-15.851
350,-13.937
351,-13.849
352,-15.562
353,-16.077
354,-14.014
355,-13.793
356,-15.354
357,-16.348
358,-14.12
359,-13.759
36,-14.267
360,-15.164
361,-16.632
362,-14.227
363,-13.725
364,-14.985
365,-16.921
366,-14.339
367,-13.69
368,-14.805
369,-17.224
37,-14.464
370,-14.46
371,-13.675
372,-14.651
373,-17.545
374,-14.608
375,-13.687
376,-14.506
377,-17.319
378,-14.762
379,-13.693
38,-16.507
380,-14.364
381,-16.997
382,-14.915
383,-13.708
384,-14.267
385,-16.743
386,-15.193
387,-13.904
388,-14.413
389,-16.81
39,-16.066
390,-15.907
391,-14.609
392,-15.151
393,-17.602
394,-17.411
395,-16.219
396,-16.935
397,-19.601
398,-20.154
399,-19.174
4,-14.22
40,-14.323
400,-20.221
401,-23.018
402,-24.553
403,-23.914
404,-25.272
405,-28.624
406,-31.212
407,-31.172
408,-33.201
409,-37.273
41,-14.378
410,-41.456
411,-42.481
412,-45.906
413,-51.818
414,-59.238
415,-64.556
416,-79.208
417,-79.085
418,-78.455
419,-79.171
42,-16.249
420,-94.042
421,-83.178
422,-80.415
423,-76.226
424,-76.318
425,-80.868
426,-95.304
427,-86.627
428,-78.264
429,-76.09
43,-16.287
430,-77.768
431,-75.861
432,-76.595
433,-81.378
434,-96.48
435,-88.919
436,-79.086
437,-76.593
438,-77.788
439,-76.556
44,-14.38
440,-76.58
441,-80.25
442,-90.634
443,-92.684
444,-80.769
445,-77.01
446,-77.119
447,-76.031
448,-74.724
449,-76.349
45,-14.294
450,-81.563
451,-89.142
452,-93.801
453,-81.821
454,-79.312
455,-77.846
456,-75.103
457,-75.284
458,-78.443
459,-82.891
46,-16.01
460,-88.69
461,-91.938
462,-82.745
463,-80.176
464,-75.772
465,-74.454
466,-75.922
467,-79.154
468,-79.219
469,-84.2
47,-16.514
470,-98.931
471,-87.983
472,-79.801
473,-76.419
474,-76.271
475,-79.17
476,-77.337
477,-78.951
478,-85.222
479,-98.337
48,-14.449
480,-85.467
481,-78.74
482,-76.674
483,-77.974
484,-75.598
485,-75.053
486,-77.35
487,-83.271
488,-89.672
489,-92.888
49,-14.229
490,-82.23
491,-80.439
492,-77.317
493,-75.035
494,-75.557
495,-78.962
496,-81.06
497,-85.209
498,-98.258
499,-86.365
5,-15.572
50,-15.795
500,-80.964
501,-76.588
502,-75.441
503,-77.164
504,-78.39
505,-78.723
506,-83.303
507,-100.45
508,-88.562
509,-79.804
51,-16.763
510,-76.459
511,-76.357
512,-77.114
513,-75.277
514,-76.369
515,-80.814
516,-89.324
517,-97.354
518,-82.286
519,-78.797
52,-14.539
520,-78.675
521,-74.925
522,-74.098
523,-75.934
524,-80.626
525,-81.557
526,-89.768
527,-90.961
528,-84.759
529,-78.205
53,-14.182
530,-75.351
531,-75.428
532,-78.454
533,-77.553
534,-79.332
535,-86.212
536,-98.369
537,-84.386
538,-78.032
539,-76.115
54,-15.595
540,-77.295
541,-75.764
542,-75.099
543,-77.37
544,-83.296
545,-91.535
546,-90.312
547,-81.198
548,-79.409
549,-77.061
55,-17.044
550,-74.528
551,-74.815
552,-77.83
553,-80.464
554,-83.578
555,-97.519
556,-87.368
557,-81.707
558,-76.725
559,-75.083
56,-14.645
560,-76.287
561,-77.891
562,-77.383
563,-80.476
564,-89.73
565,-96.087
566,-82.522
567,-77.837
568,-77.009
569,-78.048
57,-14.148
570,-75.641
571,-76.152
572,-79.728
573,-87.271
574,-99.358
575,-85.385
576,-80.225
577,-80.205
578,-75.863
579,-74.565
58,-15.41
580,-75.922
581,-80.414
582,-81.172
583,-87.417
584,-95.298
585,-85.6
586,-79.153
587,-75.72
588,-75.312
589,-77.835
59,-17.329
590,-77.294
591,-78.322
592,-83.506
593,-97.785
594,-87.229
595,-79.287
596,-76.484
597,-77.048
598,-75.881
599,-74.585
6,-17.262
60,-14.754
600,-76.151
601,-80.899
602,-86.605
603,-98.07
604,-83.765
605,-80.281
606,-77.952
607,-74.666
608,-74.206
609,-76.443
61,-14.113
610,-78.895
611,-79.911
612,-86.295
613,-99.726
614,-86.041
615,-79.036
616,-76.322
617,-76.707
618,-78.512
619,-77.162
62,-15.227
620,-79.128
621,-85.363
622,-98.591
623,-86.411
624,-79.735
625,-77.821
626,-79.117
627,-75.897
628,-75.635
629,-78.214
63,-17.622
630,-84.529
631,-89.366
632,-94.083
633,-83.187
634,-81.701
635,-77.26
636,-75.225
637,-75.889
638,-79.513
639,-80.036
64,-14.868
640,-83.547
641,-98.413
642,-89.52
643,-81.685
644,-77.198
645,-76.023
646,-77.808
647,-77.53
648,-77.643
649,-81.332
65,-14.084
650,-91.615
651,-94.024
652,-81.896
653,-77.792
654,-77.546
655,-76.633
656,-74.691
657,-75.47
658,-79.202
659,-83.601
66,-15.052
660,-90.863
661,-90.64
662,-82.993
663,-80.226
664,-76.191
665,-75.145
666,-76.818
667,-79.634
668,-79.96
669,-85.232
67,-17.942
670,-98.33
671,-87.887
672,-79.887
673,-76.606
674,-76.502
675,-78.757
676,-76.787
677,-77.991
678,-83.039
679,-96.427
68,-14.997
680,-89.939
681,-80.726
682,-77.998
683,-78.943
684,-75.709
685,-74.843
686,-76.772
687,-81.992
688,-85.173
689,-99.702
69,-14.074
690,-85.345
691,-81.941
692,-77.499
693,-74.705
694,-74.667
695,-77.381
696,-77.774
697,-79.129
698,-85.358
699,-98.909
7,-14.743
70,-14.903
700,-85.876
701,-78.969
702,-76.57
703,-77.339
704,-77.049
705,-76.015
706,-77.997
707,-83.787
708,-94.071
709,-90.129
71,-17.722
710,-81.474
711,-79.487
712,-78.446
713,-75.597
714,-75.656
715,-78.542
716,-82.8
717,-86.782
718,-98.423
719,-84.88
72,-15.15
720,-81.645
721,-76.661
722,-74.907
723,-75.9
724,-78.823
725,-77.989
726,-80.935
727,-90.356
728,-95.502
729,-82.576
73,-14.084
730,-77.711
731,-76.585
732,-78.672
733,-75.986
734,-76.096
735,-79.219
736,-86.588
737,-98.559
738,-87.027
739,-80.889
74,-14.769
740,-80.343
741,-77.06
742,-75.393
743,-76.46
744,-80.587
745,-82.963
746,-90.496
747,-91.239
748,-83.986
749,-79.231
75,-17.405
750,-75.585
751,-74.866
752,-76.976
753,-77.565
754,-78.031
755,-82.444
756,-96.567
757,-89.823
758,-80.528
759,-77.121
76,-15.316
760,-77.208
761,-77.199
762,-75.59
763,-76.863
764,-81.494
765,-89.332
766,-97.232
767,-82.588
768,-79.319
769,-78.411
77,-14.102
770,-74.838
771,-74.168
772,-76.128
773,-79.901
774,-80.787
775,-87.835
776,-94.482
777,-85.426
778,-78.501
779,-75.681
78,-14.644
780,-75.778
781,-78.842
782,-77.099
783,-78.683
784,-84.748
785,-98.655
786,-86.202
787,-79.109
788,-76.88
789,-78.165
79,-17.097
790,-75.7
791,-75.066
792,-77.376
793,-83.228
794,-89.177
795,-93.721
796,-82.41
797,-80.195
798,-76.651
799,-74.292
8,-14.176
80,-15.484
800,-74.853
801,-77.449
802,-78.715
803,-80.832
804,-89.661
805,-92.996
806,-83.095
807,-77.473
808,-75.517
809,-76.553
81,-14.118
810,-77.08
811,-76.265
812,-78.706
813,-85.227
814,-99.026
815,-85.95
816,-79.619
817,-78.213
818,-78.101
819,-75.397
82,-14.522
820,-75.624
821,-78.757
822,-84.088
823,-90.465
824,-91.127
825,-82.495
826,-80.805
827,-75.972
828,-74.356
829,-75.435
83,-16.802
830,-79.064
831,-78.356
832,-81.57
833,-92.846
834,-93.123
835,-81.987
836,-77.437
837,-76.432
838,-78.566
839,-76.619
84,-15.66
840,-76.873
841,-80.399
842,-89.101
843,-98.981
844,-83.91
845,-79.341
846,-79.207
847,-76.678
848,-74.97
849,-76.019
85,-14.145
850,-79.958
851,-82.601
852,-88.726
853,-95.124
854,-85.326
855,-80.704
856,-76.889
857,-76.132
858,-78.164
859,-79.495
86,-14.407
860,-80.342
861,-85.931
862,-97.936
863,-87.699
864,-80.06
865,-77.142
866,-77.398
867,-78.171
868,-76.604
869,-78.013
