f,A
1403,-94.549
1404,-93.855
1405,-95.609
1406,-93.987
1407,-92.217
1408,-92.407
1409,-94.701
141,-33.794
1410,-94.411
1411,-93.515
1412,-94.357
1413,-97.977
1414,-99.328
1415,-100.03
1416,-103.71
1417,-114.2
1418,-117.27
1419,-105.51
142,-31.437
1420,-101.14
1421,-99.556
1422,-98.386
1423,-94.587
1424,-93.522
1425,-94.478
1426,-94.878
1427,-92.319
1428,-91.993
1429,-93.411
143,-30.97
1430,-95.679
1431,-93.776
1432,-94.388
1433,-97.026
1434,-100.46
1435,-101.09
1436,-104.46
1437,-112.29
1438,-118.62
1439,-105.57
144,-32.265
1440,-101
1441,-98.432
1442,-99.929
1443,-95.611
1444,-93.321
1445,-93.73
1446,-95.755
1447,-93.169
1448,-91.998
1449,-93.213
145,-34.061
1450,-96.163
1451,-94.696
1452,-94.695
1453,-96.581
1454,-100.93
1455,-102
1456,-105.44
1457,-118.46
1458,-112.82
1459,-105.12
146,-31.521
1460,-100.32
1461,-97.447
1462,-98.02
1463,-95.861
1464,-93.433
1465,-92.943
1466,-94.505
1467,-93.855
1468,-92.251
1469,-92.425
147,-30.905
1470,-94.526
1471,-95.519
1472,-94.515
1473,-96.008
1474,-99.485
1475,-102.99
1476,-104.43
1477,-113.78
1478,-115.71
1479,-108.72
148,-32.049
1480,-101.17
1481,-98.103
1482,-97.471
1483,-97.828
1484,-94.623
1485,-93.17
1486,-94.246
1487,-96.013
1488,-93.47
1489,-92.908
149,-34.311
1490,-94.4
1491,-98.192
1492,-96.426
1493,-96.627
1494,-100.21
1495,-105.77
1496,-107.79
1497,-119.28
1498,-111.19
1499,-106.76
15,-32.441
150,-31.59
1500,-101.28
1501,-97.753
1502,-96.204
1503,-97.936
1504,-95.299
1505,-93.142
1506,-93.39
1507,-95.66
1508,-94.278
1509,-93.622
151,-30.833
1510,-94.156
1511,-97.63
1512,-97.891
1513,-98.315
1514,-100.46
1515,-106.18
1516,-113.48
1517,-115.15
1518,-107.2
1519,-103.58
152,-31.829
1520,-100.43
1521,-97.009
1522,-95.355
1523,-95.904
1524,-95.394
1525,-93.219
1526,-92.597
1527,-94.298
1528,-95.172
1529,-93.552
153,-34.569
1530,-93.757
1531,-96.241
1532,-98.692
1533,-98.012
1534,-99.844
1535,-106.15
1536,-115.2
1537,-115.79
1538,-106.87
1539,-102.7
154,-31.67
1540,-101.59
1541,-97.267
1542,-95.147
1543,-94.958
1544,-97.127
1545,-93.444
1546,-92.557
1547,-93.097
1548,-96.418
1549,-93.903
155,-30.774
1550,-93.744
1551,-95.19
1552,-99.053
1553,-98.985
1554,-100.69
1555,-104.68
1556,-117.07
1557,-116.2
1558,-105.88
1559,-101.9
156,-31.632
1560,-101.02
1561,-97.764
1562,-94.863
1563,-94.165
1564,-95.793
1565,-94.556
1566,-92.576
1567,-92.929
1568,-94.76
1569,-95.252
157,-34.492
1570,-94.012
1571,-94.991
1572,-98.2
1573,-100.28
1574,-100.52
1575,-104.63
1576,-113.2
1577,-117
1578,-105.71
1579,-100.7
158,-31.777
1580,-99.77
1581,-99.25
1582,-95.508
1583,-93.811
1584,-94.572
1585,-95.579
1586,-93.126
1587,-92.641
1588,-93.829
1589,-96.32
159,-30.747
1590,-94.234
1591,-94.721
1592,-97.228
1593,-101.72
1594,-101.57
1595,-104.81
1596,-116.67
1597,-121.62
1598,-105.37
1599,-100.64
16,-31.008
160,-31.471
1600,-99.501
1601,-100.22
1602,-96.406
1603,-93.967
1604,-93.881
1605,-96.245
1606,-93.625
1607,-92.789
1608,-93.352
1609,-96.331
161,-34.151
1610,-95.306
1611,-95.123
1612,-96.914
1613,-100.34
1614,-102.09
1615,-105.7
1616,-114.72
1617,-118.55
1618,-106.81
1619,-101.63
162,-31.939
1620,-98.254
1621,-98.79
1622,-97.208
1623,-94.402
1624,-93.615
1625,-94.953
1626,-95.032
1627,-92.836
1628,-92.983
1629,-95.248
163,-30.768
1630,-96.571
1631,-95.817
1632,-96.576
1633,-100.03
1634,-104.09
1635,-106.13
1636,-118.82
1637,-113.15
1638,-107.25
1639,-100.71
164,-31.367
1640,-98.097
1641,-97.364
1642,-98.394
1643,-94.593
1644,-93.211
1645,-93.506
1646,-95.927
1647,-93.2
1648,-92.739
1649,-94.052
165,-33.888
1650,-97.454
1651,-95.715
1652,-96.034
1653,-99.162
1654,-104.38
1655,-106.95
1656,-113.35
1657,-120.53
1658,-108.27
1659,-103
166,-32.135
1660,-98.962
1661,-97.364
1662,-98.383
1663,-95.694
1664,-93.52
1665,-93.713
1666,-95.46
1667,-94.634
1668,-93.322
1669,-94.108
167,-30.834
1670,-96.747
1671,-97.254
1672,-96.687
1673,-99.174
1674,-104.19
1675,-107.4
1676,-121.08
1677,-115.12
1678,-106.12
1679,-103.6
168,-31.295
1680,-98.626
1681,-96.848
1682,-96.735
1683,-96.775
1684,-94.024
1685,-93.426
1686,-94.639
1687,-96.207
1688,-93.668
1689,-93.947
169,-33.644
1690,-95.988
1691,-98.698
1692,-98.086
1693,-99.64
1694,-103.89
1695,-110.46
1696,-122.76
1697,-109.1
1698,-105.12
1699,-103.5
17,-31.35
170,-32.388
1700,-98.251
1701,-95.666
1702,-95.579
1703,-97.174
1704,-93.921
1705,-92.795
1706,-93.211
1707,-95.663
1708,-94.177
1709,-93.4
171,-30.93
1710,-94.579
1711,-97.924
1712,-97.599
1713,-98.154
1714,-101.92
1715,-108.71
1716,-119.58
1717,-114.57
1718,-106.06
1719,-103.71
172,-31.262
1720,-100.27
1721,-96.489
1722,-95.221
1723,-96.467
1724,-95.63
1725,-93.143
1726,-93.19
1727,-94.86
1728,-95.579
1729,-93.821
173,-33.451
1730,-94.602
1731,-97.197
1732,-99.274
1733,-99.001
1734,-101.46
1735,-106.94
1736,-116.6
1737,-115.92
1738,-105.53
1739,-102.11
174,-32.642
1740,-101.05
1741,-96.883
1742,-95.314
1743,-95.276
1744,-96.664
1745,-93.705
1746,-92.933
1747,-93.589
1748,-96.676
1749,-94.496
175,-31.041
1750,-94.338
1751,-96.291
1752,-100.33
1753,-99.869
1754,-101.46
1755,-107.36
1756,-118.05
1757,-113.57
1758,-103.87
1759,-100.68
176,-31.222
1760,-100.76
1761,-97.171
1762,-94.746
1763,-94.539
1764,-96.425
1765,-94.428
1766,-92.611
1767,-92.927
1768,-95.386
1769,-95.13
177,-33.236
1770,-94.149
1771,-95.047
1772,-99.023
1773,-99.721
1774,-101.17
1775,-104.67
1776,-114.51
1777,-114.81
1778,-105.54
1779,-100.76
178,-32.906
1780,-99.809
1781,-98.204
1782,-95.362
1783,-93.652
1784,-94.82
1785,-95.121
1786,-92.574
1787,-92.261
1788,-93.736
1789,-95.566
179,-31.133
1790,-93.686
1791,-94.541
1792,-96.624
1793,-100.06
1794,-100.21
1795,-103.56
1796,-111.19
1797,-118.26
1798,-108.76
1799,-102.19
18,-33.555
180,-31.177
1800,-100.69
1801,-101.12
1802,-96.659
1803,-94.142
1804,-94.14
1805,-96.586
1806,-93.721
1807,-92.776
1808,-93.515
1809,-96.654
181,-33.032
1810,-94.889
1811,-94.463
1812,-96.343
1813,-100.42
1814,-101.25
1815,-102.03
1816,-109.77
1817,-118.35
1818,-112.38
1819,-103.16
182,-33.136
1820,-99.701
1821,-99.959
1822,-97.772
1823,-94.919
1824,-94.231
1825,-95.316
1826,-94.851
1827,-93.107
1828,-92.904
1829,-94.892
183,-31.209
1830,-96.126
1831,-94.461
1832,-95.972
1833,-98.511
1834,-102.18
1835,-102.28
1836,-108.41
1837,-114.25
1838,-111.86
1839,-104.74
184,-31.099
1840,-100.04
1841,-98.937
1842,-99.2
1843,-95.512
1844,-93.976
1845,-94.469
1846,-96.186
1847,-93.352
1848,-92.524
1849,-94.217
185,-32.781
1850,-97.302
1851,-95.174
1852,-95.076
1853,-97.736
1854,-102.92
1855,-102.02
1856,-107.45
1857,-120.57
1858,-114.63
1859,-106.7
186,-33.361
1860,-100.96
1861,-98.78
1862,-99.367
1863,-96.178
1864,-94.241
1865,-94.009
1866,-95.988
1867,-94.19
1868,-93.033
1869,-93.392
187,-31.252
1870,-96.44
1871,-95.915
1872,-95.146
1873,-97.141
1874,-101.15
1875,-102.87
1876,-106.65
1877,-116.62
1878,-116.42
1879,-108.14
188,-31.004
1880,-101.63
1881,-98.13
1882,-98.747
1883,-97.081
1884,-94.109
1885,-93.316
1886,-94.521
1887,-95.098
1888,-93.252
1889,-92.722
189,-32.534
1890,-95.048
1891,-96.543
1892,-95.522
1893,-96.206
1894,-98.688
1895,-103.14
1896,-104.92
1897,-110.87
1898,-117.35
1899,-110.01
19,-32.663
190,-33.558
1900,-103.45
1901,-98.94
1902,-98.539
1903,-99.188
1904,-95.342
1905,-93.972
1906,-93.986
1907,-96.676
1908,-93.875
1909,-92.942
191,-31.293
1910,-94.402
1911,-97.553
1912,-96.235
1913,-96.11
1914,-98.855
1915,-103.67
1916,-104.65
1917,-112.92
1918,-120.98
1919,-111.35
192,-30.899
1920,-104.21
1921,-99.136
1922,-97.595
1923,-98.272
1924,-95.921
1925,-93.916
1926,-93.712
1927,-94.938
1928,-94.544
1929,-93.286
193,-32.276
1930,-93.581
1931,-95.698
1932,-97.1
1933,-95.761
1934,-97.228
1935,-100.97
1936,-105.17
1937,-109.79
1938,-122.64
1939,-112.81
194,-33.788
1940,-105.27
1941,-99.724
1942,-97.374
1943,-97.619
1944,-97.417
1945,-94.511
1946,-93.207
1947,-94.133
1948,-95.801
1949,-93.767
195,-31.34
1950,-93.281
1951,-94.633
1952,-97.977
1953,-96.294
1954,-97.251
1955,-100.51
1956,-106.35
1957,-107.58
1958,-119.3
1959,-109.35
196,-30.816
1960,-107.02
1961,-100.57
1962,-97.885
1963,-96.201
1964,-97.596
1965,-95.037
1966,-93.018
1967,-93.107
1968,-95.139
1969,-93.787
197,-32.056
1970,-92.791
1971,-93.351
1972,-96.333
1973,-96.084
1974,-96.121
1975,-97.783
1976,-102.81
1977,-104.69
1978,-111.21
1979,-118.51
198,-34.025
1980,-108.67
1981,-104.72
1982,-99.14
1983,-97.042
1984,-97.805
1985,-96.358
1986,-93.602
1987,-93.432
1988,-94.899
1989,-95.369
199,-31.428
1990,-93.095
1991,-93.441
1992,-95.638
1993,-97.365
1994,-96.013
1995,-97.652
1996,-101.61
1997,-106.42
1998,-108.56
1999,-122.17
2,-35.026
20,-31.066
200,-30.768
201,-31.865
202,-34.34
203,-31.554
204,-30.769
205,-31.737
206,-34.682
207,-31.737
208,-30.812
209,-31.64
21,-31.258
210,-34.448
211,-31.943
212,-30.884
213,-31.577
214,-34.211
215,-32.176
216,-30.962
217,-31.504
218,-33.951
219,-32.385
22,-33.275
220,-31.022
221,-31.423
222,-33.697
223,-32.587
224,-31.06
225,-31.308
226,-33.4
227,-32.749
228,-31.07
229,-31.18
23,-32.86
230,-33.114
231,-32.923
232,-31.08
233,-31.046
234,-32.817
235,-33.09
236,-31.099
237,-30.939
238,-32.57
239,-33.317
24,-31.105
240,-31.164
241,-30.869
242,-32.368
243,-33.572
244,-31.27
245,-30.849
246,-32.198
247,-33.9
248,-31.427
249,-30.87
25,-31.147
250,-32.085
251,-34.246
252,-31.605
253,-30.916
254,-31.976
255,-34.631
256,-31.8
257,-30.96
258,-31.88
259,-34.806
26,-33.01
260,-31.973
261,-30.988
262,-31.751
263,-34.476
264,-32.132
265,-30.987
266,-31.605
267,-34.152
268,-32.256
269,-30.966
27,-33.037
270,-31.435
271,-33.8
272,-32.393
273,-30.946
274,-31.277
275,-33.482
276,-32.526
277,-30.941
278,-31.142
279,-33.182
28,-31.126
280,-32.721
281,-30.983
282,-31.056
283,-32.953
284,-32.944
285,-31.066
286,-31.009
287,-32.752
288,-33.237
289,-31.2
29,-31.032
290,-31.009
291,-32.608
292,-33.543
293,-31.35
294,-31.023
295,-32.463
296,-33.882
297,-31.511
298,-31.036
299,-32.331
3,-32.055
30,-32.731
300,-34.189
301,-31.646
302,-31.025
303,-32.156
304,-34.5
305,-31.763
306,-30.988
307,-31.972
308,-34.77
309,-31.849
31,-33.23
310,-30.934
311,-31.768
312,-34.595
313,-31.948
314,-30.882
315,-31.583
316,-34.239
317,-32.056
318,-30.86
319,-31.421
32,-31.151
320,-33.9
321,-32.22
322,-30.879
323,-31.317
324,-33.637
325,-32.422
326,-30.947
327,-31.251
328,-33.412
329,-32.681
33,-30.914
330,-31.053
331,-31.229
332,-33.235
333,-32.951
334,-31.179
335,-31.21
336,-33.047
337,-33.246
338,-31.298
339,-31.189
34,-32.461
340,-32.868
341,-33.502
342,-31.396
343,-31.134
344,-32.648
345,-33.757
346,-31.46
347,-31.058
348,-32.42
349,-33.973
35,-33.426
350,-31.516
351,-30.966
352,-32.174
353,-34.192
354,-31.569
355,-30.889
356,-31.961
357,-34.469
358,-31.667
359,-30.849
36,-31.185
360,-31.785
361,-34.763
362,-31.807
363,-30.861
364,-31.67
365,-34.461
366,-32.008
367,-30.923
368,-31.59
369,-34.217
37,-30.819
370,-32.239
371,-31.011
372,-31.55
373,-33.989
374,-32.484
375,-31.104
376,-31.486
377,-33.756
378,-32.707
379,-31.165
38,-32.227
380,-31.404
381,-33.485
382,-32.904
383,-31.191
384,-31.273
385,-33.2
386,-33.036
387,-31.178
388,-31.129
389,-32.893
39,-33.666
390,-33.21
391,-31.198
392,-31.011
393,-32.61
394,-33.456
395,-31.284
396,-30.978
397,-32.468
398,-33.897
399,-31.42
4,-30.977
40,-31.264
400,-31.025
401,-32.461
402,-34.363
403,-31.992
404,-31.518
405,-32.845
406,-35.203
407,-32.732
408,-32.213
409,-33.473
41,-30.768
410,-36.409
411,-33.825
412,-33.273
413,-34.495
414,-37.736
415,-35.366
416,-34.759
417,-35.945
418,-39.143
419,-37.346
42,-32.035
420,-36.731
421,-37.91
422,-41.043
423,-39.887
424,-39.265
425,-40.453
426,-43.589
427,-43.035
428,-42.449
429,-43.674
43,-33.964
430,-46.82
431,-46.963
432,-46.42
433,-47.737
434,-50.951
435,-51.802
436,-51.385
437,-52.857
438,-56.23
439,-57.911
44,-31.397
440,-57.726
441,-59.498
442,-63.222
443,-65.914
444,-66.249
445,-68.689
446,-73.256
447,-77.755
448,-79.745
449,-84.922
45,-30.768
450,-95.376
451,-109.9
452,-94.688
453,-91.465
454,-92.294
455,-95.236
456,-95.032
457,-98.866
458,-111.87
459,-109.18
46,-31.898
460,-98.707
461,-94.49
462,-93.525
463,-95.453
464,-92.157
465,-91.416
466,-93.062
467,-97.294
468,-96.901
469,-99.397
47,-34.304
470,-107.24
471,-119.77
472,-103.84
473,-97.82
474,-95.528
475,-96.2
476,-93.458
477,-91.436
478,-91.622
479,-94.006
48,-31.567
480,-93.389
481,-92.766
482,-94.479
483,-98.746
484,-101.28
485,-105.48
486,-123.39
487,-107.58
488,-101.59
489,-96.527
49,-30.806
490,-94.401
491,-94.782
492,-94.01
493,-91.542
494,-91.139
495,-92.823
496,-93.927
497,-92.478
498,-93.261
499,-96.377
5,-31.695
50,-31.798
500,-99.779
501,-100.89
502,-106.91
503,-120.73
504,-108.5
505,-100.42
506,-96.765
507,-95.954
508,-96.664
509,-92.995
51,-34.693
510,-91.719
511,-92.495
512,-95.093
513,-92.563
514,-92.335
515,-94.227
516,-98.498
517,-97.676
518,-99.648
519,-105.54
52,-31.77
520,-120.19
521,-109.64
522,-101.31
523,-98.437
524,-98.646
525,-95.05
526,-92.623
527,-92.347
528,-94.3
529,-92.6
53,-30.864
530,-91.25
531,-91.964
532,-94.795
533,-94.794
534,-94.575
535,-96.737
536,-101.77
537,-105.93
538,-117.26
539,-109.56
54,-31.71
540,-103.99
541,-100.12
542,-95.794
543,-93.982
544,-94.507
545,-94.035
546,-91.445
547,-91.005
548,-92.556
549,-93.707
55,-34.548
550,-91.939
551,-92.39
552,-94.951
553,-97.842
554,-97.795
555,-100.69
556,-108.33
557,-119.87
558,-106.61
559,-100.33
56,-31.969
560,-98.305
561,-98.346
562,-94.134
563,-92.289
564,-92.506
565,-94.806
566,-91.72
567,-90.863
568,-92.04
569,-95.37
57,-30.917
570,-93.475
571,-93.666
572,-96.04
573,-100.89
574,-102.16
575,-107.24
576,-121.47
577,-109.42
578,-101.89
579,-97.429
58,-31.616
580,-95.694
581,-96.529
582,-94.239
583,-92.011
584,-91.886
585,-93.858
586,-93.12
587,-91.798
588,-92.596
589,-95.459
59,-34.26
590,-96.461
591,-96.398
592,-98.986
593,-104.93
594,-113.37
595,-116.1
596,-104.25
597,-101.51
598,-99.155
599,-95.205
6,-34.396
60,-32.153
600,-93.547
601,-94.108
602,-94.484
603,-91.846
604,-91.311
605,-92.853
606,-94.686
607,-92.87
608,-93.256
609,-95.773
61,-30.948
610,-99.565
611,-99.578
612,-103.01
613,-112.51
614,-118.04
615,-104.76
616,-99.557
617,-97.758
618,-98.798
619,-94.379
62,-31.5
620,-92.528
621,-92.625
622,-95.055
623,-92.376
624,-91.396
625,-92.432
626,-95.594
627,-94.39
628,-94.473
629,-96.729
63,-33.964
630,-101.67
631,-103.9
632,-110.26
633,-118.06
634,-107.62
635,-101.57
636,-97.149
637,-95.474
638,-96.187
639,-94.545
64,-32.317
640,-92.131
641,-91.9
642,-93.638
643,-93.579
644,-92.006
645,-92.593
646,-95.279
647,-96.821
648,-96.51
649,-98.851
65,-30.953
650,-104.43
651,-112.64
652,-117.24
653,-104.82
654,-101.44
655,-99.741
656,-95.439
657,-93.556
658,-93.866
659,-94.876
66,-31.357
660,-91.914
661,-91.121
662,-92.394
663,-94.793
664,-92.619
665,-92.679
666,-94.802
667,-98.981
668,-98.367
669,-100.68
67,-33.643
670,-107.25
671,-119.56
672,-108.61
673,-101.4
674,-98.807
675,-99.082
676,-95.181
677,-92.827
678,-92.654
679,-94.666
68,-32.457
680,-92.43
681,-91.147
682,-91.776
683,-94.543
684,-93.774
685,-93.327
686,-95.018
687,-99.063
688,-100.72
689,-103.4
69,-30.939
690,-112.3
691,-116.66
692,-105.88
693,-99.599
694,-97.062
695,-96.946
696,-95.687
697,-92.805
698,-92.068
699,-93.407
7,-32.045
70,-31.201
700,-93.702
701,-91.716
702,-91.828
703,-93.939
704,-95.757
705,-94.698
706,-96.035
707,-99.7
708,-104.82
709,-109.14
71,-33.319
710,-121.31
711,-107.32
712,-103.97
713,-98.293
714,-95.574
715,-95.199
716,-96.433
717,-92.975
718,-91.723
719,-92.491
72,-32.598
720,-95.31
721,-92.617
722,-92.187
723,-93.793
724,-97.645
725,-96.613
726,-97.682
727,-101.38
728,-109.36
729,-122.36
73,-30.931
730,-108.89
731,-102.69
732,-101.69
733,-97.537
734,-94.641
735,-93.77
736,-95.245
737,-93.45
738,-91.667
739,-91.903
74,-31.058
740,-94.147
741,-93.835
742,-92.849
743,-93.934
744,-97.254
745,-98.979
746,-99.765
747,-104.08
748,-115.38
749,-115.94
75,-33.018
750,-104.25
751,-99.84
752,-98.768
753,-97.571
754,-94.008
755,-92.808
756,-93.692
757,-94.409
758,-91.946
759,-91.609
76,-32.767
760,-93.322
761,-95.474
762,-93.844
763,-94.462
764,-97.434
765,-101.72
766,-102.58
767,-109.08
768,-123.04
769,-109.39
77,-30.951
770,-101.33
771,-97.498
772,-96.33
773,-97.774
774,-93.71
775,-91.961
776,-92.262
777,-94.819
778,-92.255
779,-91.368
78,-30.945
780,-92.467
781,-95.575
782,-94.666
783,-94.726
784,-97.09
785,-102.15
786,-104.98
787,-112.82
788,-114.57
789,-106.5
79,-32.753
790,-101.29
791,-96.994
792,-95.373
793,-95.885
794,-94.656
795,-92.101
796,-91.781
797,-93.577
798,-93.571
799,-92.084
8,-30.904
80,-32.975
800,-92.403
801,-94.993
802,-96.578
803,-95.99
804,-98.193
805,-102.94
806,-109.9
807,-117.49
808,-107.07
809,-102.84
81,-31.011
810,-100.83
811,-96.245
812,-94.227
813,-94.383
814,-95.462
815,-92.396
816,-91.46
817,-92.608
818,-95.069
819,-92.734
82,-30.879
820,-92.728
821,-94.671
822,-98.89
823,-97.843
824,-99.658
825,-105.12
826,-117.82
827,-113.41
828,-103.43
829,-100.01
83,-32.541
830,-100.18
831,-95.99
832,-93.465
833,-93.142
834,-95.038
835,-92.856
836,-91.393
837,-91.92
838,-94.629
839,-93.792
84,-33.238
840,-93.137
841,-94.638
842,-98.381
843,-99.837
844,-101.74
845,-107.99
846,-122.59
847,-108.51
848,-101.19
849,-97.956
85,-31.122
850,-97.661
851,-96.064
852,-93.052
853,-92.167
854,-93.361
855,-93.518
856,-91.393
857,-91.339
858,-93.214
859,-94.864
86,-30.86
860,-93.527
861,-94.399
862,-97.492
863,-101.46
864,-102.49
865,-109.21
866,-122.59
867,-109.06
868,-101.16
869,-97.63
87,-32.378
