x
-26025
-26182
-24875
-22182
-18252
-13314
-7647
-1578
4552
10389
15599
19906
23075
24884
25205
24044
21509
17742
12922
7327
1279
-4865
-10768
-16081
-20509
-23795
-25759
-26280
-25335
-22977
-19339
-14632
-9116
-3115
3033
8974
14374
18929
22399
24566
25266
24469
22261
18792
14216
8785
2821
-3335
-9330
-14820
-19494
-23091
-25398
-26287
-25709
-23697
-20364
-15896
-10558
-4644
1499
7525
13086
17878
21643
24159
25232
24806
22940
19775
15452
10208
4344
-1794
-7863
-13515
-18420
-22305
-24950
-26205
-25990
-24328
-21310
-17109
-11958
-6162
-40
6049
11759
16766
20811
23661
25103
25052
23536
20681
16634
11592
5851
-250
-6370
-12155
-17276
-21438
-24413
-26021
-26180
-24877
-22182
-18258
-13323
-7654
-1581
4546
10382
15594
19902
23071
24881
25203
24049
21513
17749
12933
7337
1292
-4857
-10757
-16074
-20504
-23791
-25754
-26279
-25339
-22981
-19346
-14640
-9125
-3125
3026
8966
14368
18922
22396
24567
25268
24472
22268
18801
14225
8798
2830
-3324
-9319
-14813
-19487
-23084
-25393
-26286
-25708
-23697
-20362
-15901
-10562
-4653
1494
7520
13084
17874
21639
24157
25233
24807
22944
19777
15463
10215
4353
-1786
-7852
-13503
-18413
-22299
-24946
-26200
-25992
-24329
-21314
-17114
-11964
-6169
-50
6039
11752
16764
20809
23657
25105
25054
23541
20689
16643
11601
5861
-238
-6358
-12144
-17268
-21434
-24409
-26022
-26179
-24876
-22188
-18263
-13328
-7665
-1591
4538
10376
15589
19894
23068
24883
25207
24049
21519
17758
12940
7345
1304
-4846
-10749
-16065
-20494
-23785
-25752
-26279
-25340
-22985
-19351
-14643
-9131
-3132
3019
8959
14359
18915
22393
24564
25266
24474
22272
18806
14234
8803
2840
-3316
-9310
-14807
-19483
-23079
-25390
-26283
-25709
-23698
-20371
-15907
-10572
-4662
1482
7507
13077
17869
21632
24155
25233
24810
22948
19784
15469
10224
4363
-1779
-7844
-13494
-18405
-22294
-24943
-26199
-25993
-24335
-21318
-17121
-11976
-6179
-59
6030
11742
16759
20800
23651
25100
25052
23541
20693
16648
11610
5868
-229
