abs(H),angle(H),W
0.97288,0,0
0.99026,2.1756,0.0031416
0.99162,4.3511,0.0062832
0.99164,6.5267,0.0094248
0.99479,8.7022,0.012566
0.97782,10.878,0.015708
0.99487,13.053,0.01885
1.0003,15.229,0.021991
0.99911,17.404,0.025133
1.005,19.58,0.028274
0.98713,21.756,0.031416
1.0011,23.931,0.034558
1.0088,26.107,0.037699
1.0044,28.282,0.040841
1.0106,30.458,0.043982
0.99129,32.633,0.047124
0.99987,34.809,0.050265
1.0096,36.984,0.053407
1.0016,39.16,0.056549
1.0078,41.336,0.05969
0.98921,43.511,0.062832
0.99204,45.687,0.065973
1.006,47.862,0.069115
0.99667,50.038,0.072257
1.0031,52.213,0.075398
0.99005,54.389,0.07854
0.98674,56.564,0.081681
1.0067,58.74,0.084823
0.56093,60.915,0.087965
0.0009782,59.949,0.091106
0.00085965,58.983,0.094248
0.000945,58.017,0.097389
0.00099301,57.051,0.10053
0.00086908,56.085,0.10367
0.00052382,55.119,0.10681
3.1705e-05,54.153,0.10996
0.00048064,56.329,0.1131
0.00086999,55.363,0.11624
0.0010096,54.397,0.11938
0.00082053,53.431,0.12252
0.0003652,52.465,0.12566
0.000204,54.64,0.12881
0.00071111,53.674,0.13195
0.00098573,52.708,0.13509
0.00091604,51.742,0.13823
0.00052195,50.776,0.14137
5.1897e-05,52.952,0.14451
0.00060942,51.986,0.14765
0.00095247,51.019,0.1508
0.00093503,50.053,0.15394
0.00054761,49.087,0.15708
6.7703e-05,51.263,0.16022
0.00068066,50.297,0.16336
0.00099006,49.331,0.1665
0.00061216,48.365,0.16965
0.00078,50.54,0.17279
0.00029399,52.716,0.17593
7.0727e-07,51.75,0.17907
1.146e-07,50.784,0.18221
3.5132e-07,52.959,0.18535
8.5596e-07,51.993,0.1885
3.1692e-07,54.169,0.19164
2.2074e-07,53.203,0.19478
4.5476e-08,52.237,0.19792
8.2882e-07,51.271,0.20106
2.8514e-07,50.305,0.2042
6.6877e-07,52.48,0.20735
2.0509e-07,51.514,0.21049
1.4674e-07,50.548,0.21363
7.1994e-07,49.582,0.21677
3.0789e-08,51.758,0.21991
8.3354e-07,50.792,0.22305
2.2806e-07,49.826,0.22619
4.548e-08,48.86,0.22934
4.9354e-07,47.894,0.23248
