abs(H),w
NaN,0
6557.7,0.0061359
6547.8,0.012272
6531.4,0.018408
6508.5,0.024544
6479.1,0.03068
6443.4,0.036816
6401.4,0.042951
6353.2,0.049087
6299,0.055223
6239,0.061359
6173.2,0.067495
6101.8,0.073631
6025.1,0.079767
5943.2,0.085903
5856.4,0.092039
5764.8,0.098175
5668.8,0.10431
5568.5,0.11045
5464.2,0.11658
5356.1,0.12272
5244.6,0.12885
5129.9,0.13499
5012.2,0.14113
4891.9,0.14726
4769.3,0.1534
4644.5,0.15953
4518,0.16567
4390,0.17181
4260.7,0.17794
4130.5,0.18408
3999.7,0.19021
3868.4,0.19635
3737,0.20249
3605.8,0.20862
3475,0.21476
3344.8,0.22089
3215.4,0.22703
3087.3,0.23317
2960.4,0.2393
2835.1,0.24544
2711.5,0.25157
2589.9,0.25771
2470.4,0.26384
2353.2,0.26998
2238.4,0.27612
2126.2,0.28225
2016.8,0.28839
1910.1,0.29452
1806.4,0.30066
1705.8,0.3068
1608.2,0.31293
1513.9,0.31907
1422.7,0.3252
1334.9,0.33134
1250.4,0.33748
1169.2,0.34361
1091.3,0.34975
1016.8,0.35588
945.66,0.36202
877.81,0.36816
813.24,0.37429
751.91,0.38043
693.78,0.38656
638.78,0.3927
586.87,0.39884
537.96,0.40497
491.99,0.41111
448.86,0.41724
408.51,0.42338
370.83,0.42951
335.73,0.43565
303.11,0.44179
272.88,0.44792
244.94,0.45406
219.17,0.46019
195.49,0.46633
173.77,0.47247
153.92,0.4786
135.83,0.48474
119.41,0.49087
104.54,0.49701
91.127,0.50315
79.076,0.50928
68.289,0.51542
58.673,0.52155
50.139,0.52769
42.599,0.53383
35.97,0.53996
30.172,0.5461
25.129,0.55223
20.768,0.55837
17.022,0.5645
13.826,0.57064
11.12,0.57678
8.8466,0.58291
6.9542,0.58905
5.3945,0.59518
4.1229,0.60132
3.0987,0.60746
2.2852,0.61359
1.6489,0.61973
1.1602,0.62586
0.79255,0.632
0.52266,0.63814
0.33026,0.64427
0.19794,0.65041
0.1109,0.65654
0.056865,0.66268
0.0258,0.66882
0.009779,0.67495
0.00277,0.68109
0.00045002,0.68722
1.5954e-05,0.69336
1.0281e-07,0.6995
9.0916e-05,0.70563
0.00095945,0.71177
0.0040928,0.7179
0.011635,0.72404
0.026239,0.73017
0.050921,0.73631
0.088934,0.74245
0.14365,0.74858
0.21843,0.75472
0.31655,0.76085
0.44111,0.76699
0.59494,0.77313
0.78053,0.77926
1,0.7854
1.255,0.79153
1.5469,0.79767
1.8762,0.80381
2.2434,0.80994
2.648,0.81608
3.0892,0.82221
3.5659,0.82835
4.0762,0.83449
4.6179,0.84062
5.1883,0.84676
5.7843,0.85289
6.4026,0.85903
7.0394,0.86517
7.6907,0.8713
8.3522,0.87744
9.0197,0.88357
9.6884,0.88971
10.354,0.89584
11.012,0.90198
11.657,0.90812
12.285,0.91425
12.892,0.92039
13.473,0.92652
14.025,0.93266
14.543,0.9388
