P,f
-49.907,0.68228
-45.74,0.68277
-53.126,0.68326
-49.452,0.68375
-48.97,0.68424
-55.411,0.68472
-51.206,0.68521
-44.736,0.6857
-43.128,0.68619
-49.121,0.68668
-58.749,0.68716
-49.509,0.68765
-49.059,0.68814
-58.154,0.68863
-69.786,0.68912
-54.382,0.6896
-56.965,0.69009
-52.464,0.69058
-63.835,0.69107
-55.948,0.69156
-46.245,0.69204
-51.151,0.69253
-46.081,0.69302
-51.772,0.69351
-48.878,0.694
-55.01,0.69449
-59.78,0.69497
-48.91,0.69546
-46.807,0.69595
-58.006,0.69644
-55.006,0.69693
-57.929,0.69741
-48.727,0.6979
-45.575,0.69839
-51.384,0.69888
-48.444,0.69937
-46.479,0.69985
-49.485,0.70034
-63.747,0.70083
-50.054,0.70132
-53.007,0.70181
-50.895,0.70229
-55.252,0.70278
-50.319,0.70327
-49.789,0.70376
-49.06,0.70425
-65.37,0.70473
-54.389,0.70522
-65.003,0.70571
-54.581,0.7062
-51.051,0.70669
-55.094,0.70717
-50.277,0.70766
-50.617,0.70815
-55.61,0.70864
-60.011,0.70913
-49.758,0.70961
-51.485,0.7101
-51.109,0.71059
-52.853,0.71108
-57.549,0.71157
-51.121,0.71205
-46.85,0.71254
-45.737,0.71303
-43.89,0.71352
-42.603,0.71401
-45.369,0.71449
-47.244,0.71498
-55.325,0.71547
-51.179,0.71596
-55.276,0.71645
-53.742,0.71694
-56.858,0.71742
-56.369,0.71791
-45.834,0.7184
-46.125,0.71889
-42.736,0.71938
-41.527,0.71986
-47.728,0.72035
-57.643,0.72084
-62.793,0.72133
-57.526,0.72182
-55.951,0.7223
-57.364,0.72279
-50.146,0.72328
-50.817,0.72377
-47.923,0.72426
-50.752,0.72474
-54.556,0.72523
-46.895,0.72572
-45.367,0.72621
-47.512,0.7267
-55.288,0.72718
-45.399,0.72767
-51.163,0.72816
-50.066,0.72865
-48.397,0.72914
-55.201,0.72962
-67.292,0.73011
-53.936,0.7306
-51.049,0.73109
-53.552,0.73158
-53.317,0.73206
-49.851,0.73255
-46.541,0.73304
-51.037,0.73353
-57.23,0.73402
-56.938,0.7345
-51.856,0.73499
-53.969,0.73548
-53.65,0.73597
-52.596,0.73646
-61.649,0.73694
-72.566,0.73743
-59.53,0.73792
-50.081,0.73841
-51.606,0.7389
-70.878,0.73939
-60.504,0.73987
-55.609,0.74036
-58.134,0.74085
-46.04,0.74134
-46.281,0.74183
-53.389,0.74231
-46.715,0.7428
-53.505,0.74329
-53.382,0.74378
-55.711,0.74427
-56.187,0.74475
-52.398,0.74524
-60.742,0.74573
-58.679,0.74622
-57.313,0.74671
-66.793,0.74719
-53.642,0.74768
-47.772,0.74817
-43.335,0.74866
-44.514,0.74915
-44.227,0.74963
-44.421,0.75012
-42.5,0.75061
-41.923,0.7511
-41.67,0.75159
-48.182,0.75207
-48.62,0.75256
-50.761,0.75305
-48.143,0.75354
-47.144,0.75403
-56.833,0.75451
-54.87,0.755
-45.496,0.75549
-45.315,0.75598
-45.475,0.75647
-59.32,0.75695
-51.786,0.75744
-52.021,0.75793
-48.631,0.75842
-48.587,0.75891
-38.367,0.75939
-38.005,0.75988
-55.628,0.76037
-51.07,0.76086
-54.196,0.76135
-45.505,0.76184
-45.44,0.76232
-56.241,0.76281
-59.418,0.7633
-49.458,0.76379
-66.613,0.76428
-60.404,0.76476
-52.567,0.76525
-50.232,0.76574
-50.721,0.76623
-59.084,0.76672
-55.413,0.7672
-50.349,0.76769
-49.41,0.76818
-49.148,0.76867
-57.214,0.76916
-46.597,0.76964
-47.373,0.77013
-47.318,0.77062
-43.9,0.77111
-40.504,0.7716
-43.015,0.77208
-56.331,0.77257
-59.16,0.77306
-47.996,0.77355
-47.08,0.77404
-50.722,0.77452
-59.53,0.77501
-52.935,0.7755
-44.257,0.77599
-49.879,0.77648
-56.883,0.77696
-47.641,0.77745
-53.967,0.77794
-46.804,0.77843
-50.028,0.77892
-52.56,0.7794
-52.047,0.77989
-47.785,0.78038
-52.596,0.78087
-60.115,0.78136
-54.968,0.78184
-61.184,0.78233
-54.695,0.78282
-50.751,0.78331
-49.485,0.7838
-55.696,0.78429
-54.403,0.78477
-50.116,0.78526
-54.949,0.78575
-49.811,0.78624
-48.454,0.78673
-50.687,0.78721
-48.031,0.7877
-50.302,0.78819
-51.688,0.78868
-42.969,0.78917
-43.503,0.78965
-56.402,0.79014
-48.093,0.79063
-59.141,0.79112
-62.323,0.79161
-53.032,0.79209
-44.054,0.79258
-44.211,0.79307
-52.396,0.79356
-56.498,0.79405
-51.414,0.79453
-55.806,0.79502
-58.533,0.79551
-57.543,0.796
-50.006,0.79649
-48.329,0.79697
-50.113,0.79746
-63.053,0.79795
-50.684,0.79844
-46.74,0.79893
-41.67,0.79941
-47.134,0.7999
-53.286,0.80039
-59.34,0.80088
-54.759,0.80137
-48.273,0.80185
-45.339,0.80234
-44.074,0.80283
-41.899,0.80332
-45.058,0.80381
-56.463,0.80429
-62.636,0.80478
-49.66,0.80527
-55.486,0.80576
-50.678,0.80625
-62.182,0.80673
-61.055,0.80722
-51.897,0.80771
-43.801,0.8082
-44.782,0.80869
-42.883,0.80918
-39.901,0.80966
-41.973,0.81015
-43.6,0.81064
-43.196,0.81113
-49.159,0.81162
-56.458,0.8121
-67.058,0.81259
-57.658,0.81308
-50.327,0.81357
-49.261,0.81406
-47.389,0.81454
-47.956,0.81503
-52.612,0.81552
-59.889,0.81601
-43.907,0.8165
-40.741,0.81698
-47.269,0.81747
-56.669,0.81796
-48.635,0.81845
-47.097,0.81894
-48.197,0.81942
-46.812,0.81991
-44.169,0.8204
-45.205,0.82089
-47.383,0.82138
-54.573,0.82186
-57.283,0.82235
-52.237,0.82284
-55.413,0.82333
-59.653,0.82382
-53.189,0.8243
-52.813,0.82479
-57.413,0.82528
-59.024,0.82577
-47.021,0.82626
-46.867,0.82674
-61.649,0.82723
-55.419,0.82772
-59.355,0.82821
-51.753,0.8287
-48.038,0.82918
-46.754,0.82967
-45.745,0.83016
-56.766,0.83065
-51.098,0.83114
-54.299,0.83163
-49.555,0.83211
-50.526,0.8326
-48.082,0.83309
-44.902,0.83358
-53.426,0.83407
-57.991,0.83455
-45.893,0.83504
-43.959,0.83553
-49.073,0.83602
-60.41,0.83651
-57.156,0.83699
-52.762,0.83748
-54.938,0.83797
-54.008,0.83846
-50.859,0.83895
-33.881,0.83943
-34.387,0.83992
-51.842,0.84041
-54.673,0.8409
-49.723,0.84139
-52.056,0.84187
-53.954,0.84236
-56.487,0.84285
-55.228,0.84334
-54.803,0.84383
-56.486,0.84431
-59.94,0.8448
-48.482,0.84529
-47.704,0.84578
-49.697,0.84627
-56.013,0.84675
-53.48,0.84724
-48.988,0.84773
-50.077,0.84822
-46.95,0.84871
-47.081,0.84919
-46.242,0.84968
-56.926,0.85017
-53.319,0.85066
-46.531,0.85115
-48.543,0.85163
-56.916,0.85212
-50.557,0.85261
-57.469,0.8531
-68.871,0.85359
-51.382,0.85408
-57.519,0.85456
-53.921,0.85505
-46.239,0.85554
-44.803,0.85603
-46.93,0.85652
-47.418,0.857
-58.762,0.85749
-42.979,0.85798
-42.509,0.85847
-45.865,0.85896
-46.23,0.85944
-49.736,0.85993
-51.206,0.86042
-46.059,0.86091
-43.581,0.8614
-43.338,0.86188
-49.835,0.86237
-53.489,0.86286
-57.366,0.86335
-48.167,0.86384
-46.693,0.86432
-48.546,0.86481
-47.931,0.8653
-43.154,0.86579
-44.563,0.86628
-48.633,0.86676
-51.233,0.86725
-47.464,0.86774
-50.488,0.86823
-53.552,0.86872
-51.349,0.8692
-58.429,0.86969
-54.263,0.87018
-47.427,0.87067
-44.505,0.87116
-46.746,0.87164
-47.945,0.87213
-48.055,0.87262
-53.878,0.87311
-50.693,0.8736
-47.891,0.87408
-43.846,0.87457
-46.195,0.87506
-50.142,0.87555
-52.883,0.87604
-56.723,0.87653
-63.935,0.87701
-63.259,0.8775
-63.391,0.87799
-45.984,0.87848
-41.91,0.87897
-45.149,0.87945
-51.628,0.87994
-50.078,0.88043
-48.216,0.88092
-60.409,0.88141
-48.079,0.88189
-43.33,0.88238
-46.216,0.88287
-64.062,0.88336
-57.858,0.88385
-62.409,0.88433
-59.293,0.88482
-53.039,0.88531
-63.45,0.8858
-53.937,0.88629
-52.967,0.88677
-59.522,0.88726
-61.953,0.88775
-50.556,0.88824
-45.254,0.88873
-56.001,0.88921
-52.258,0.8897
-56.705,0.89019
-46.478,0.89068
-45.004,0.89117
-43.696,0.89165
-42.857,0.89214
-48.387,0.89263
-58.083,0.89312
-54.758,0.89361
-57.183,0.89409
-56.523,0.89458
-55.998,0.89507
-42.24,0.89556
-41.598,0.89605
-46.991,0.89653
-53.245,0.89702
-56.262,0.89751
-54.051,0.898
-46.736,0.89849
-44.306,0.89898
-49.612,0.89946
-49.616,0.89995
-46.132,0.90044
-61.414,0.90093
-58.615,0.90142
-51.031,0.9019
-53.147,0.90239
-48.65,0.90288
-50.09,0.90337
-49.622,0.90386
-53.785,0.90434
-56.298,0.90483
-53.016,0.90532
-47.977,0.90581
-44.798,0.9063
-46.499,0.90678
-49.113,0.90727
-48.492,0.90776
-53.757,0.90825
-46.804,0.90874
-43.347,0.90922
-43.313,0.90971
-45.91,0.9102
-48.429,0.91069
-46.374,0.91118
-47.611,0.91166
-49.52,0.91215
-48.672,0.91264
-50.463,0.91313
-59.885,0.91362
-50.302,0.9141
-46.839,0.91459
-49.239,0.91508
-60.241,0.91557
-51.508,0.91606
-52.656,0.91654
-48.93,0.91703
-52.839,0.91752
-55.512,0.91801
-51.267,0.9185
-55.228,0.91898
-56.423,0.91947
-51.568,0.91996
-58.564,0.92045
-47.538,0.92094
-51.667,0.92143
-50.727,0.92191
-51.154,0.9224
-47.8,0.92289
-44.509,0.92338
-46.234,0.92387
-46.631,0.92435
-48.468,0.92484
-51.318,0.92533
-45.571,0.92582
-48.207,0.92631
-54.846,0.92679
-52.815,0.92728
-47.235,0.92777
-52.052,0.92826
-51.568,0.92875
-56.597,0.92923
-48.064,0.92972
-48.213,0.93021
-62.466,0.9307
-53.713,0.93119
-52.118,0.93167
-53.686,0.93216
-54.672,0.93265
-45.684,0.93314
-45.906,0.93363
-47.263,0.93411
-47.792,0.9346
-46.411,0.93509
-47.339,0.93558
-56.92,0.93607
-64.368,0.93655
-59.489,0.93704
-49.879,0.93753
-55.094,0.93802
-59.048,0.93851
-51.346,0.93899
-52.765,0.93948
-53.952,0.93997
-45.654,0.94046
-51.562,0.94095
-49.065,0.94143
-47.225,0.94192
-51.562,0.94241
-61.393,0.9429
-50.142,0.94339
-48.951,0.94388
-50.573,0.94436
-46.07,0.94485
-54.712,0.94534
-54.903,0.94583
-50.178,0.94632
-58.975,0.9468
-48.893,0.94729
-46.846,0.94778
-46.429,0.94827
-45.38,0.94876
-46.481,0.94924
-50.513,0.94973
-46.837,0.95022
-44.63,0.95071
-49.311,0.9512
-45.776,0.95168
-43.08,0.95217
-49.603,0.95266
-44.857,0.95315
-44.368,0.95364
-45.571,0.95412
-49.557,0.95461
-59.503,0.9551
-45.682,0.95559
-47.305,0.95608
-58.129,0.95656
-50.116,0.95705
-50.96,0.95754
-51.917,0.95803
-49.565,0.95852
-50.779,0.959
-49.045,0.95949
-48.348,0.95998
-56.302,0.96047
-51.989,0.96096
-54.103,0.96144
-48.193,0.96193
-50.474,0.96242
-74.875,0.96291
-51.541,0.9634
-57.167,0.96388
-49.547,0.96437
-48.371,0.96486
-48.36,0.96535
-49.262,0.96584
-77.204,0.96633
-47.582,0.96681
-44.96,0.9673
-51.108,0.96779
-61.977,0.96828
-55.559,0.96877
-49.963,0.96925
-46.667,0.96974
-44.435,0.97023
-43.852,0.97072
-48.945,0.97121
-49.253,0.97169
-53.885,0.97218
-48.537,0.97267
-60.632,0.97316
-48.33,0.97365
-46.508,0.97413
-51.94,0.97462
-59.746,0.97511
-50.962,0.9756
-46.419,0.97609
-53.942,0.97657
-55.458,0.97706
-61.704,0.97755
-58.667,0.97804
-53.844,0.97853
-66.61,0.97901
-51.653,0.9795
-57.199,0.97999
-52.344,0.98048
-50.499,0.98097
-54.742,0.98145
-51.405,0.98194
-46.659,0.98243
-54.187,0.98292
-46.226,0.98341
-43.138,0.98389
-48.652,0.98438
-51.34,0.98487
-44.768,0.98536
-48.02,0.98585
-59.548,0.98633
-49.607,0.98682
-47.166,0.98731
-55.044,0.9878
-50.899,0.98829
-52.939,0.98878
-52.879,0.98926
-53.359,0.98975
-44.591,0.99024
-47.762,0.99073
-52.089,0.99122
-47.843,0.9917
-51.201,0.99219
-62.149,0.99268
-47.145,0.99317
-44.751,0.99366
-47.57,0.99414
-50.104,0.99463
-51.773,0.99512
-53.189,0.99561
-56.676,0.9961
-53.473,0.99658
-61.202,0.99707
-48.768,0.99756
-51.807,0.99805
-57.523,0.99854
-58.719,0.99902
-55.661,0.99951
