abs(H),angle(H),W
2.4455e+08,0,0
2.4456e+08,-0.2815,5.0265e-06
2.4458e+08,-0.56299,1.0053e-05
2.4462e+08,-0.84449,1.508e-05
2.4466e+08,-1.126,2.0106e-05
2.4471e+08,-1.4075,2.5133e-05
2.4477e+08,-1.689,3.0159e-05
2.4482e+08,-1.9705,3.5186e-05
2.4488e+08,-2.252,4.0212e-05
2.4492e+08,-2.5335,4.5239e-05
2.4495e+08,-2.815,5.0265e-05
2.4497e+08,-3.0965,5.5292e-05
2.4498e+08,-3.378,6.0319e-05
2.4497e+08,-3.6595,6.5345e-05
2.4495e+08,-3.941,7.0372e-05
2.4491e+08,-4.2225,7.5398e-05
2.4487e+08,-4.5039,8.0425e-05
2.4481e+08,-4.7854,8.5451e-05
2.4476e+08,-5.0669,9.0478e-05
2.447e+08,-5.3484,9.5504e-05
2.4464e+08,-5.6299,0.00010053
2.446e+08,-5.9114,0.00010556
2.4456e+08,-6.1929,0.00011058
2.4454e+08,-6.4744,0.00011561
2.4453e+08,-6.7559,0.00012064
2.4453e+08,-7.0374,0.00012566
2.4455e+08,-7.3189,0.00013069
2.4458e+08,-7.6004,0.00013572
2.4462e+08,-7.8819,0.00014074
2.4467e+08,-8.1634,0.00014577
2.4472e+08,-8.4449,0.0001508
2.4478e+08,-8.7264,0.00015582
2.4483e+08,-9.0079,0.00016085
2.4487e+08,-9.2894,0.00016588
2.449e+08,-9.5709,0.0001709
2.4492e+08,-9.8524,0.00017593
2.4492e+08,-10.134,0.00018096
2.4491e+08,-10.415,0.00018598
2.4489e+08,-10.697,0.00019101
2.4485e+08,-10.978,0.00019604
2.448e+08,-11.26,0.00020106
2.4475e+08,-11.541,0.00020609
2.4469e+08,-11.823,0.00021112
2.4463e+08,-12.104,0.00021614
2.4457e+08,-12.386,0.00022117
2.4452e+08,-12.667,0.00022619
2.4448e+08,-12.949,0.00023122
2.4445e+08,-13.23,0.00023625
2.4444e+08,-13.512,0.00024127
2.4444e+08,-13.793,0.0002463
2.4446e+08,-14.075,0.00025133
2.4449e+08,-14.356,0.00025635
2.4453e+08,-14.638,0.00026138
2.4457e+08,-14.919,0.00026641
2.4462e+08,-15.201,0.00027143
2.4467e+08,-15.482,0.00027646
2.4472e+08,-15.764,0.00028149
2.4476e+08,-16.045,0.00028651
2.4479e+08,-16.327,0.00029154
2.4481e+08,-16.608,0.00029657
2.4481e+08,-16.89,0.00030159
2.448e+08,-17.171,0.00030662
2.4477e+08,-17.453,0.00031165
2.4473e+08,-17.734,0.00031667
2.4468e+08,-18.016,0.0003217
2.4462e+08,-18.297,0.00032673
2.4456e+08,-18.579,0.00033175
2.445e+08,-18.86,0.00033678
2.4444e+08,-19.142,0.00034181
2.4439e+08,-19.423,0.00034683
2.4435e+08,-19.705,0.00035186
2.4432e+08,-19.986,0.00035688
2.443e+08,-20.268,0.00036191
2.443e+08,-20.549,0.00036694
2.4432e+08,-20.831,0.00037196
2.4434e+08,-21.112,0.00037699
2.4438e+08,-21.394,0.00038202
2.4442e+08,-21.675,0.00038704
2.4447e+08,-21.957,0.00039207
2.4452e+08,-22.238,0.0003971
2.4457e+08,-22.52,0.00040212
2.4461e+08,-22.801,0.00040715
2.4463e+08,-23.083,0.00041218
2.4465e+08,-23.364,0.0004172
2.4465e+08,-23.646,0.00042223
2.4464e+08,-23.927,0.00042726
2.4461e+08,-24.209,0.00043228
2.4457e+08,-24.49,0.00043731
2.4452e+08,-24.772,0.00044234
2.4446e+08,-25.053,0.00044736
2.4439e+08,-25.335,0.00045239
2.4433e+08,-25.616,0.00045742
2.4427e+08,-25.898,0.00046244
2.4421e+08,-26.179,0.00046747
2.4417e+08,-26.461,0.0004725
2.4414e+08,-26.742,0.00047752
2.4412e+08,-27.024,0.00048255
2.4412e+08,-27.305,0.00048758
2.4413e+08,-27.587,0.0004926
2.4416e+08,-27.868,0.00049763
2.4419e+08,-28.15,0.00050265
