abs(H),angle(H),W
3.9394e+05,0,0
3.9266e+05,-0.93525,0.00031416
3.8957e+05,-1.8705,0.00062832
3.8646e+05,-2.8058,0.00094248
3.8516e+05,-3.741,0.0012566
3.8644e+05,-4.6763,0.0015708
3.8958e+05,-5.6115,0.001885
3.9279e+05,-6.5468,0.0021991
3.9423e+05,-7.482,0.0025133
3.9312e+05,-8.4173,0.0028274
3.9013e+05,-9.3525,0.0031416
3.8705e+05,-10.288,0.0034558
3.8572e+05,-11.223,0.0037699
3.8696e+05,-12.158,0.0040841
3.9011e+05,-13.094,0.0043982
3.9341e+05,-14.029,0.0047124
3.9499e+05,-14.964,0.0050265
3.94e+05,-15.899,0.0053407
3.9108e+05,-16.835,0.0056549
3.8798e+05,-17.77,0.005969
3.8657e+05,-18.705,0.0062832
3.8772e+05,-19.64,0.0065973
3.9083e+05,-20.576,0.0069115
3.9415e+05,-21.511,0.0072257
3.9581e+05,-22.446,0.0075398
3.949e+05,-23.381,0.007854
3.9198e+05,-24.317,0.0081681
3.888e+05,-25.252,0.0084823
3.8723e+05,-26.187,0.0087965
3.8821e+05,-27.122,0.0091106
3.9119e+05,-28.058,0.0094248
3.9446e+05,-28.993,0.0097389
3.9613e+05,-29.928,0.010053
3.9523e+05,-30.863,0.010367
3.9227e+05,-31.799,0.010681
3.8895e+05,-32.734,0.010996
3.8717e+05,-33.669,0.01131
3.8793e+05,-34.604,0.011624
3.9074e+05,-35.54,0.011938
3.9393e+05,-36.475,0.012252
3.9559e+05,-37.41,0.012566
3.947e+05,-38.345,0.012881
3.9171e+05,-39.281,0.013195
3.8828e+05,-40.216,0.013509
3.8632e+05,-41.151,0.013823
3.8689e+05,-42.086,0.014137
3.8959e+05,-43.022,0.014451
3.9276e+05,-43.957,0.014765
3.9449e+05,-44.892,0.01508
3.9372e+05,-45.827,0.015394
3.9081e+05,-46.763,0.015708
3.8739e+05,-47.698,0.016022
3.854e+05,-48.633,0.016336
3.8594e+05,-49.568,0.01665
3.8865e+05,-50.504,0.016965
