abs(H),angle(H),W
1.0141,0,0
1.014,-0.16902,0.00031416
1.0136,-0.33804,0.00062832
1.0129,-0.50705,0.00094248
1.012,-0.67607,0.0012566
1.0108,-0.84509,0.0015708
1.0095,-1.0141,0.001885
1.0079,-1.1831,0.0021991
1.0063,-1.3521,0.0025133
1.0046,-1.5212,0.0028274
1.0028,-1.6902,0.0031416
1.001,-1.8592,0.0034558
0.99929,-2.0282,0.0037699
0.99764,-2.1972,0.0040841
0.99611,-2.3662,0.0043982
0.99475,-2.5353,0.0047124
0.99357,-2.7043,0.0050265
0.99262,-2.8733,0.0053407
0.99192,-3.0423,0.0056549
0.99148,-3.2113,0.005969
0.99131,-3.3804,0.0062832
0.99142,-3.5494,0.0065973
0.9918,-3.7184,0.0069115
0.99245,-3.8874,0.0072257
0.99335,-4.0564,0.0075398
0.99447,-4.2254,0.007854
0.9958,-4.3945,0.0081681
0.99729,-4.5635,0.0084823
0.99892,-4.7325,0.0087965
1.0006,-4.9015,0.0091106
1.0024,-5.0705,0.0094248
1.0042,-5.2395,0.0097389
1.0059,-5.4086,0.010053
1.0076,-5.5776,0.010367
1.0091,-5.7466,0.010681
1.0105,-5.9156,0.010996
1.0116,-6.0846,0.01131
1.0126,-6.2537,0.011624
1.0133,-6.4227,0.011938
1.0138,-6.5917,0.012252
1.014,-6.7607,0.012566
1.0139,-6.9297,0.012881
1.0135,-7.0987,0.013195
1.0129,-7.2678,0.013509
1.012,-7.4368,0.013823
1.0109,-7.6058,0.014137
1.0096,-7.7748,0.014451
1.0081,-7.9438,0.014765
1.0064,-8.1128,0.01508
1.0047,-8.2819,0.015394
1.0029,-8.4509,0.015708
1.0012,-8.6199,0.016022
0.99941,-8.7889,0.016336
0.99774,-8.9579,0.01665
0.99617,-9.127,0.016965
0.99477,-9.296,0.017279
0.99355,-9.465,0.017593
0.99255,-9.634,0.017907
0.99179,-9.803,0.018221
0.99129,-9.972,0.018535
0.99106,-10.141,0.01885
0.99111,-10.31,0.019164
0.99144,-10.479,0.019478
0.99203,-10.648,0.019792
0.99288,-10.817,0.020106
0.99395,-10.986,0.02042
0.99524,-11.155,0.020735
0.99669,-11.324,0.021049
0.99829,-11.493,0.021363
0.99998,-11.662,0.021677
1.0017,-11.831,0.021991
1.0035,-12,0.022305
1.0052,-12.169,0.022619
1.0069,-12.338,0.022934
1.0085,-12.507,0.023248
1.0099,-12.676,0.023562
1.0111,-12.845,0.023876
1.0121,-13.014,0.02419
1.0128,-13.183,0.024504
1.0133,-13.352,0.024819
1.0136,-13.521,0.025133
1.0135,-13.69,0.025447
1.0132,-13.859,0.025761
1.0126,-14.028,0.026075
1.0118,-14.197,0.026389
1.0107,-14.367,0.026704
1.0094,-14.536,0.027018
1.0079,-14.705,0.027332
1.0063,-14.874,0.027646
1.0046,-15.043,0.02796
1.0028,-15.212,0.028274
1.001,-15.381,0.028588
0.99928,-15.55,0.028903
0.99758,-15.719,0.029217
0.99599,-15.888,0.029531
0.99454,-16.057,0.029845
0.99328,-16.226,0.030159
0.99222,-16.395,0.030473
0.99141,-16.564,0.030788
0.99085,-16.733,0.031102
0.99056,-16.902,0.031416
0.99055,-17.071,0.03173
0.99081,-17.24,0.032044
0.99135,-17.409,0.032358
0.99214,-17.578,0.032673
0.99316,-17.747,0.032987
0.9944,-17.916,0.033301
0.99582,-18.085,0.033615
0.99738,-18.254,0.033929
0.99905,-18.423,0.034243
1.0008,-18.592,0.034558
1.0025,-18.761,0.034872
1.0043,-18.93,0.035186
1.006,-19.099,0.0355
1.0075,-19.268,0.035814
1.009,-19.437,0.036128
1.0102,-19.606,0.036442
1.0112,-19.775,0.036757
1.0121,-19.944,0.037071
1.0126,-20.113,0.037385
1.0129,-20.282,0.037699
1.0129,-20.451,0.038013
1.0126,-20.62,0.038327
1.0121,-20.789,0.038642
1.0113,-20.958,0.038956
1.0102,-21.127,0.03927
1.009,-21.296,0.039584
1.0076,-21.465,0.039898
1.006,-21.634,0.040212
1.0043,-21.803,0.040527
1.0025,-21.972,0.040841
1.0007,-22.141,0.041155
0.99894,-22.31,0.041469
0.99721,-22.479,0.041783
0.99559,-22.648,0.042097
0.99411,-22.817,0.042412
0.9928,-22.986,0.042726
0.9917,-23.155,0.04304
0.99083,-23.324,0.043354
0.99021,-23.493,0.043668
0.98986,-23.662,0.043982
0.98979,-23.831,0.044296
0.98999,-24.001,0.044611
0.99046,-24.17,0.044925
0.99119,-24.339,0.045239
0.99217,-24.508,0.045553
0.99336,-24.677,0.045867
0.99473,-24.846,0.046181
0.99626,-25.015,0.046496
0.9979,-25.184,0.04681
0.99962,-25.353,0.047124
1.0014,-25.522,0.047438
1.0031,-25.691,0.047752
1.0048,-25.86,0.048066
1.0064,-26.029,0.048381
1.0078,-26.198,0.048695
1.0091,-26.367,0.049009
1.0102,-26.536,0.049323
1.0111,-26.705,0.049637
1.0117,-26.874,0.049951
1.012,-27.043,0.050265
1.0121,-27.212,0.05058
1.0119,-27.381,0.050894
