abs(H),angle(H),W
2.4414e+08,0,0
2.4408e+08,-0.079168,0.00031416
2.4389e+08,-0.15834,0.00062832
2.4358e+08,-0.2375,0.00094248
2.4314e+08,-0.31667,0.0012566
2.4258e+08,-0.39584,0.0015708
2.4189e+08,-0.47501,0.001885
2.4108e+08,-0.55418,0.0021991
2.4015e+08,-0.63335,0.0025133
2.3911e+08,-0.71251,0.0028274
2.3794e+08,-0.79168,0.0031416
2.3665e+08,-0.87085,0.0034558
2.3525e+08,-0.95002,0.0037699
2.3374e+08,-1.0292,0.0040841
2.3212e+08,-1.1084,0.0043982
2.3038e+08,-1.1875,0.0047124
2.2855e+08,-1.2667,0.0050265
2.266e+08,-1.3459,0.0053407
2.2456e+08,-1.425,0.0056549
2.2241e+08,-1.5042,0.005969
2.2017e+08,-1.5834,0.0062832
2.1784e+08,-1.6625,0.0065973
2.1542e+08,-1.7417,0.0069115
2.1291e+08,-1.8209,0.0072257
2.1031e+08,-1.9,0.0075398
2.0764e+08,-1.9792,0.007854
2.0489e+08,-2.0584,0.0081681
2.0207e+08,-2.1375,0.0084823
1.9917e+08,-2.2167,0.0087965
1.9622e+08,-2.2959,0.0091106
1.932e+08,-2.375,0.0094248
1.9012e+08,-2.4542,0.0097389
1.8698e+08,-2.5334,0.010053
1.838e+08,-2.6125,0.010367
1.8057e+08,-2.6917,0.010681
1.7729e+08,-2.7709,0.010996
1.7398e+08,-2.8501,0.01131
1.7063e+08,-2.9292,0.011624
1.6725e+08,-3.0084,0.011938
1.6384e+08,-3.0876,0.012252
1.6041e+08,-3.1667,0.012566
1.5696e+08,-3.2459,0.012881
1.5349e+08,-3.3251,0.013195
1.5001e+08,-3.4042,0.013509
1.4652e+08,-3.4834,0.013823
1.4303e+08,-3.5626,0.014137
1.3954e+08,-3.6417,0.014451
1.3604e+08,-3.7209,0.014765
1.3256e+08,-3.8001,0.01508
1.2908e+08,-3.8792,0.015394
1.2562e+08,-3.9584,0.015708
1.2217e+08,-4.0376,0.016022
1.1874e+08,-4.1167,0.016336
1.1533e+08,-4.1959,0.01665
1.1195e+08,-4.2751,0.016965
1.086e+08,-4.3542,0.017279
1.0527e+08,-4.4334,0.017593
1.0198e+08,-4.5126,0.017907
9.873e+07,-4.5918,0.018221
9.5516e+07,-4.6709,0.018535
9.2343e+07,-4.7501,0.01885
8.9213e+07,-4.8293,0.019164
8.6128e+07,-4.9084,0.019478
8.3092e+07,-4.9876,0.019792
8.0104e+07,-5.0668,0.020106
7.7168e+07,-5.1459,0.02042
7.4284e+07,-5.2251,0.020735
7.1455e+07,-5.3043,0.021049
