abs(H),angle(H),W
1.0113,0,0
1.0113,-0.031887,0.00031416
1.0113,-0.063774,0.00062832
1.0113,-0.095661,0.00094248
1.0113,-0.12755,0.0012566
1.0112,-0.15944,0.0015708
1.0111,-0.19132,0.001885
1.0111,-0.22321,0.0021991
1.011,-0.2551,0.0025133
1.0109,-0.28698,0.0028274
1.0108,-0.31887,0.0031416
1.0107,-0.35076,0.0034558
1.0106,-0.38265,0.0037699
1.0104,-0.41453,0.0040841
1.0103,-0.44642,0.0043982
1.0101,-0.47831,0.0047124
1.0099,-0.51019,0.0050265
1.0098,-0.54208,0.0053407
1.0096,-0.57397,0.0056549
1.0094,-0.60586,0.005969
1.0092,-0.63774,0.0062832
1.009,-0.66963,0.0065973
1.0088,-0.70152,0.0069115
1.0085,-0.7334,0.0072257
1.0083,-0.76529,0.0075398
1.008,-0.79718,0.007854
1.0078,-0.82907,0.0081681
1.0075,-0.86095,0.0084823
1.0073,-0.89284,0.0087965
1.007,-0.92473,0.0091106
1.0067,-0.95661,0.0094248
1.0064,-0.9885,0.0097389
1.0061,-1.0204,0.010053
1.0058,-1.0523,0.010367
1.0055,-1.0842,0.010681
1.0052,-1.1161,0.010996
1.0049,-1.1479,0.01131
1.0046,-1.1798,0.011624
1.0042,-1.2117,0.011938
1.0039,-1.2436,0.012252
1.0036,-1.2755,0.012566
1.0032,-1.3074,0.012881
1.0029,-1.3393,0.013195
1.0025,-1.3711,0.013509
1.0022,-1.403,0.013823
1.0018,-1.4349,0.014137
1.0015,-1.4668,0.014451
1.0011,-1.4987,0.014765
1.0008,-1.5306,0.01508
1.0004,-1.5625,0.015394
1.0001,-1.5944,0.015708
0.99971,-1.6262,0.016022
0.99936,-1.6581,0.016336
0.999,-1.69,0.01665
0.99865,-1.7219,0.016965
0.9983,-1.7538,0.017279
0.99795,-1.7857,0.017593
0.9976,-1.8176,0.017907
0.99725,-1.8495,0.018221
0.99691,-1.8813,0.018535
0.99657,-1.9132,0.01885
0.99623,-1.9451,0.019164
0.9959,-1.977,0.019478
0.99557,-2.0089,0.019792
0.99525,-2.0408,0.020106
0.99493,-2.0727,0.02042
0.99461,-2.1046,0.020735
0.9943,-2.1364,0.021049
0.99399,-2.1683,0.021363
0.9937,-2.2002,0.021677
0.9934,-2.2321,0.021991
0.99312,-2.264,0.022305
0.99284,-2.2959,0.022619
0.99257,-2.3278,0.022934
0.9923,-2.3597,0.023248
0.99204,-2.3915,0.023562
0.99179,-2.4234,0.023876
0.99155,-2.4553,0.02419
0.99132,-2.4872,0.024504
0.99109,-2.5191,0.024819
0.99088,-2.551,0.025133
0.99067,-2.5829,0.025447
0.99047,-2.6147,0.025761
0.99028,-2.6466,0.026075
0.9901,-2.6785,0.026389
0.98993,-2.7104,0.026704
0.98977,-2.7423,0.027018
0.98962,-2.7742,0.027332
0.98948,-2.8061,0.027646
0.98935,-2.838,0.02796
0.98923,-2.8698,0.028274
0.98912,-2.9017,0.028588
0.98902,-2.9336,0.028903
0.98894,-2.9655,0.029217
0.98886,-2.9974,0.029531
0.98879,-3.0293,0.029845
0.98874,-3.0612,0.030159
0.98869,-3.0931,0.030473
0.98866,-3.1249,0.030788
0.98864,-3.1568,0.031102
0.98863,-3.1887,0.031416
0.98863,-3.2206,0.03173
0.98864,-3.2525,0.032044
0.98866,-3.2844,0.032358
0.9887,-3.3163,0.032673
0.98874,-3.3482,0.032987
0.9888,-3.38,0.033301
0.98886,-3.4119,0.033615
0.98894,-3.4438,0.033929
0.98903,-3.4757,0.034243
0.98913,-3.5076,0.034558
0.98924,-3.5395,0.034872
0.98936,-3.5714,0.035186
0.98949,-3.6032,0.0355
0.98963,-3.6351,0.035814
0.98978,-3.667,0.036128
0.98994,-3.6989,0.036442
0.99011,-3.7308,0.036757
0.99029,-3.7627,0.037071
0.99048,-3.7946,0.037385
0.99068,-3.8265,0.037699
