abs(H),angle(H),W
3.9503e+05,0,0
3.95e+05,-0.16213,1.0053e-05
3.9489e+05,-0.32425,2.0106e-05
3.9472e+05,-0.48638,3.0159e-05
3.9448e+05,-0.64851,4.0212e-05
3.9418e+05,-0.81063,5.0265e-05
3.9382e+05,-0.97276,6.0319e-05
3.9342e+05,-1.1349,7.0372e-05
3.9296e+05,-1.297,8.0425e-05
3.9247e+05,-1.4591,9.0478e-05
3.9195e+05,-1.6213,0.00010053
3.914e+05,-1.7834,0.00011058
3.9084e+05,-1.9455,0.00012064
3.9028e+05,-2.1076,0.00013069
3.8971e+05,-2.2698,0.00014074
3.8916e+05,-2.4319,0.0001508
3.8863e+05,-2.594,0.00016085
3.8813e+05,-2.7561,0.0001709
3.8766e+05,-2.9183,0.00018096
3.8724e+05,-3.0804,0.00019101
3.8686e+05,-3.2425,0.00020106
3.8654e+05,-3.4047,0.00021112
3.8628e+05,-3.5668,0.00022117
3.8608e+05,-3.7289,0.00023122
3.8595e+05,-3.891,0.00024127
3.8589e+05,-4.0532,0.00025133
3.859e+05,-4.2153,0.00026138
3.8597e+05,-4.3774,0.00027143
3.8611e+05,-4.5395,0.00028149
3.8631e+05,-4.7017,0.00029154
3.8658e+05,-4.8638,0.00030159
3.869e+05,-5.0259,0.00031165
3.8727e+05,-5.188,0.0003217
3.8769e+05,-5.3502,0.00033175
3.8814e+05,-5.5123,0.00034181
3.8863e+05,-5.6744,0.00035186
3.8913e+05,-5.8365,0.00036191
3.8965e+05,-5.9987,0.00037196
3.9018e+05,-6.1608,0.00038202
3.907e+05,-6.3229,0.00039207
3.9121e+05,-6.4851,0.00040212
3.917e+05,-6.6472,0.00041218
3.9217e+05,-6.8093,0.00042223
3.9259e+05,-6.9714,0.00043228
3.9298e+05,-7.1336,0.00044234
3.9331e+05,-7.2957,0.00045239
3.9359e+05,-7.4578,0.00046244
3.9381e+05,-7.6199,0.0004725
3.9396e+05,-7.7821,0.00048255
3.9405e+05,-7.9442,0.0004926
3.9407e+05,-8.1063,0.00050265
3.9402e+05,-8.2684,0.00051271
3.939e+05,-8.4306,0.00052276
3.9372e+05,-8.5927,0.00053281
3.9347e+05,-8.7548,0.00054287
3.9315e+05,-8.9169,0.00055292
3.9278e+05,-9.0791,0.00056297
3.9236e+05,-9.2412,0.00057303
3.919e+05,-9.4033,0.00058308
3.9139e+05,-9.5655,0.00059313
3.9085e+05,-9.7276,0.00060319
3.9029e+05,-9.8897,0.00061324
3.8972e+05,-10.052,0.00062329
3.8914e+05,-10.214,0.00063335
3.8856e+05,-10.376,0.0006434
3.8799e+05,-10.538,0.00065345
3.8744e+05,-10.7,0.0006635
3.8692e+05,-10.862,0.00067356
3.8643e+05,-11.025,0.00068361
3.8598e+05,-11.187,0.00069366
3.8559e+05,-11.349,0.00070372
3.8524e+05,-11.511,0.00071377
3.8496e+05,-11.673,0.00072382
3.8474e+05,-11.835,0.00073388
3.8459e+05,-11.997,0.00074393
3.8451e+05,-12.159,0.00075398
3.8449e+05,-12.322,0.00076404
3.8455e+05,-12.484,0.00077409
3.8467e+05,-12.646,0.00078414
3.8486e+05,-12.808,0.00079419
3.8511e+05,-12.97,0.00080425
3.8542e+05,-13.132,0.0008143
3.8578e+05,-13.294,0.00082435
3.8619e+05,-13.456,0.00083441
3.8664e+05,-13.619,0.00084446
3.8712e+05,-13.781,0.00085451
3.8763e+05,-13.943,0.00086457
3.8816e+05,-14.105,0.00087462
3.8869e+05,-14.267,0.00088467
3.8923e+05,-14.429,0.00089473
3.8975e+05,-14.591,0.00090478
3.9026e+05,-14.753,0.00091483
3.9075e+05,-14.916,0.00092488
3.912e+05,-15.078,0.00093494
3.9161e+05,-15.24,0.00094499
3.9197e+05,-15.402,0.00095504
3.9228e+05,-15.564,0.0009651
3.9254e+05,-15.726,0.00097515
3.9273e+05,-15.888,0.0009852
3.9286e+05,-16.051,0.00099526
3.9292e+05,-16.213,0.0010053
3.9291e+05,-16.375,0.0010154
3.9284e+05,-16.537,0.0010254
3.927e+05,-16.699,0.0010355
3.9249e+05,-16.861,0.0010455
3.9222e+05,-17.023,0.0010556
3.919e+05,-17.185,0.0010656
3.9152e+05,-17.348,0.0010757
3.911e+05,-17.51,0.0010857
3.9064e+05,-17.672,0.0010958
3.9014e+05,-17.834,0.0011058
3.8962e+05,-17.996,0.0011159
3.8909e+05,-18.158,0.0011259
3.8854e+05,-18.32,0.001136
3.88e+05,-18.482,0.0011461
3.8746e+05,-18.645,0.0011561
3.8695e+05,-18.807,0.0011662
3.8645e+05,-18.969,0.0011762
3.86e+05,-19.131,0.0011863
3.8558e+05,-19.293,0.0011963
3.8521e+05,-19.455,0.0012064
3.8489e+05,-19.617,0.0012164
3.8464e+05,-19.779,0.0012265
3.8444e+05,-19.942,0.0012365
3.8431e+05,-20.104,0.0012466
3.8425e+05,-20.266,0.0012566
3.8426e+05,-20.428,0.0012667
3.8434e+05,-20.59,0.0012767
3.8449e+05,-20.752,0.0012868
3.8471e+05,-20.914,0.0012968
3.8498e+05,-21.076,0.0013069
3.8532e+05,-21.239,0.001317
3.8571e+05,-21.401,0.001327
3.8615e+05,-21.563,0.0013371
3.8664e+05,-21.725,0.0013471
3.8716e+05,-21.887,0.0013572
3.877e+05,-22.049,0.0013672
3.8827e+05,-22.211,0.0013773
3.8884e+05,-22.373,0.0013873
3.8942e+05,-22.536,0.0013974
3.8999e+05,-22.698,0.0014074
3.9055e+05,-22.86,0.0014175
3.9108e+05,-23.022,0.0014275
3.9158e+05,-23.184,0.0014376
3.9204e+05,-23.346,0.0014476
3.9246e+05,-23.508,0.0014577
3.9283e+05,-23.67,0.0014678
3.9314e+05,-23.833,0.0014778
3.9339e+05,-23.995,0.0014879
3.9357e+05,-24.157,0.0014979
3.9369e+05,-24.319,0.001508
3.9373e+05,-24.481,0.001518
3.9371e+05,-24.643,0.0015281
3.9363e+05,-24.805,0.0015381
3.9347e+05,-24.967,0.0015482
3.9325e+05,-25.13,0.0015582
3.9298e+05,-25.292,0.0015683
3.9265e+05,-25.454,0.0015783
3.9227e+05,-25.616,0.0015884
3.9184e+05,-25.778,0.0015984
3.9138e+05,-25.94,0.0016085
3.909e+05,-26.102,0.0016185
3.9039e+05,-26.264,0.0016286
3.8988e+05,-26.427,0.0016387
3.8936e+05,-26.589,0.0016487
3.8884e+05,-26.751,0.0016588
3.8834e+05,-26.913,0.0016688
3.8787e+05,-27.075,0.0016789
3.8742e+05,-27.237,0.0016889
3.8701e+05,-27.399,0.001699
3.8665e+05,-27.561,0.001709
3.8634e+05,-27.724,0.0017191
3.8608e+05,-27.886,0.0017291
3.8588e+05,-28.048,0.0017392
3.8575e+05,-28.21,0.0017492
3.8569e+05,-28.372,0.0017593
3.8569e+05,-28.534,0.0017693
3.8577e+05,-28.696,0.0017794
3.8591e+05,-28.858,0.0017895
3.8612e+05,-29.021,0.0017995
3.8639e+05,-29.183,0.0018096
3.8672e+05,-29.345,0.0018196
3.871e+05,-29.507,0.0018297
3.8754e+05,-29.669,0.0018397
3.8802e+05,-29.831,0.0018498
3.8853e+05,-29.993,0.0018598
3.8907e+05,-30.155,0.0018699
3.8964e+05,-30.318,0.0018799
3.9021e+05,-30.48,0.00189
3.9079e+05,-30.642,0.0019
3.9136e+05,-30.804,0.0019101
3.9192e+05,-30.966,0.0019201
3.9245e+05,-31.128,0.0019302
3.9296e+05,-31.29,0.0019402
3.9342e+05,-31.452,0.0019503
3.9385e+05,-31.615,0.0019604
3.9422e+05,-31.777,0.0019704
3.9453e+05,-31.939,0.0019805
3.9478e+05,-32.101,0.0019905
3.9497e+05,-32.263,0.0020006
3.9509e+05,-32.425,0.0020106
3.9514e+05,-32.587,0.0020207
3.9512e+05,-32.75,0.0020307
3.9503e+05,-32.912,0.0020408
3.9487e+05,-33.074,0.0020508
3.9465e+05,-33.236,0.0020609
3.9436e+05,-33.398,0.0020709
3.9402e+05,-33.56,0.002081
3.9363e+05,-33.722,0.002091
3.9319e+05,-33.884,0.0021011
3.9271e+05,-34.047,0.0021112
3.9221e+05,-34.209,0.0021212
3.9167e+05,-34.371,0.0021313
3.9113e+05,-34.533,0.0021413
3.9058e+05,-34.695,0.0021514
3.9003e+05,-34.857,0.0021614
3.8949e+05,-35.019,0.0021715
3.8898e+05,-35.181,0.0021815
3.8849e+05,-35.344,0.0021916
3.8803e+05,-35.506,0.0022016
3.8762e+05,-35.668,0.0022117
3.8726e+05,-35.83,0.0022217
3.8695e+05,-35.992,0.0022318
3.867e+05,-36.154,0.0022418
3.8652e+05,-36.316,0.0022519
3.864e+05,-36.478,0.0022619
3.8634e+05,-36.641,0.002272
3.8636e+05,-36.803,0.0022821
3.8644e+05,-36.965,0.0022921
3.866e+05,-37.127,0.0023022
3.8681e+05,-37.289,0.0023122
3.8708e+05,-37.451,0.0023223
3.8742e+05,-37.613,0.0023323
3.878e+05,-37.775,0.0023424
3.8822e+05,-37.938,0.0023524
3.8869e+05,-38.1,0.0023625
3.8918e+05,-38.262,0.0023725
3.897e+05,-38.424,0.0023826
3.9023e+05,-38.586,0.0023926
3.9076e+05,-38.748,0.0024027
3.913e+05,-38.91,0.0024127
3.9182e+05,-39.072,0.0024228
3.9232e+05,-39.235,0.0024328
3.9279e+05,-39.397,0.0024429
3.9323e+05,-39.559,0.002453
3.9362e+05,-39.721,0.002463
3.9396e+05,-39.883,0.0024731
3.9425e+05,-40.045,0.0024831
3.9448e+05,-40.207,0.0024932
3.9464e+05,-40.369,0.0025032
3.9474e+05,-40.532,0.0025133
3.9477e+05,-40.694,0.0025233
3.9473e+05,-40.856,0.0025334
3.9462e+05,-41.018,0.0025434
3.9444e+05,-41.18,0.0025535
3.942e+05,-41.342,0.0025635
3.9389e+05,-41.504,0.0025736
3.9353e+05,-41.666,0.0025836
3.9311e+05,-41.829,0.0025937
3.9265e+05,-41.991,0.0026038
3.9215e+05,-42.153,0.0026138
3.9162e+05,-42.315,0.0026239
3.9106e+05,-42.477,0.0026339
3.9048e+05,-42.639,0.002644
3.899e+05,-42.801,0.002654
