abs(H),angle(H),W
1.0141,0,0
1.014,-0.13521,0.00025133
1.0138,-0.27043,0.00050265
1.0133,-0.40564,0.00075398
1.0127,-0.54086,0.0010053
1.012,-0.67607,0.0012566
1.0111,-0.81128,0.001508
1.01,-0.9465,0.0017593
1.0089,-1.0817,0.0020106
1.0076,-1.2169,0.0022619
1.0063,-1.3521,0.0025133
1.0049,-1.4874,0.0027646
1.0035,-1.6226,0.0030159
1.0021,-1.7578,0.0032673
1.0007,-1.893,0.0035186
0.99929,-2.0282,0.0037699
0.99796,-2.1634,0.0040212
0.99671,-2.2986,0.0042726
0.99555,-2.4339,0.0045239
0.99449,-2.5691,0.0047752
0.99357,-2.7043,0.0050265
0.99279,-2.8395,0.0052779
0.99217,-2.9747,0.0055292
0.99171,-3.1099,0.0057805
0.99142,-3.2451,0.0060319
0.99131,-3.3804,0.0062832
0.99137,-3.5156,0.0065345
0.99161,-3.6508,0.0067858
0.99203,-3.786,0.0070372
0.99261,-3.9212,0.0072885
0.99335,-4.0564,0.0075398
0.99423,-4.1916,0.0077911
0.99525,-4.3269,0.0080425
0.99638,-4.4621,0.0082938
0.99761,-4.5973,0.0085451
0.99892,-4.7325,0.0087965
1.0003,-4.8677,0.0090478
1.0017,-5.0029,0.0092991
1.0031,-5.1381,0.0095504
1.0045,-5.2734,0.0098018
1.0059,-5.4086,0.010053
1.0072,-5.5438,0.010304
1.0085,-5.679,0.010556
1.0097,-5.8142,0.010807
1.0107,-5.9494,0.011058
1.0116,-6.0846,0.01131
1.0124,-6.2199,0.011561
1.0131,-6.3551,0.011812
1.0135,-6.4903,0.012064
1.0138,-6.6255,0.012315
1.014,-6.7607,0.012566
1.0139,-6.8959,0.012818
1.0137,-7.0311,0.013069
1.0133,-7.1663,0.01332
1.0127,-7.3016,0.013572
1.012,-7.4368,0.013823
1.0111,-7.572,0.014074
1.0101,-7.7072,0.014326
1.009,-7.8424,0.014577
1.0078,-7.9776,0.014828
1.0064,-8.1128,0.01508
1.0051,-8.2481,0.015331
1.0037,-8.3833,0.015582
1.0022,-8.5185,0.015834
1.0008,-8.6537,0.016085
0.99941,-8.7889,0.016336
0.99806,-8.9241,0.016588
0.99678,-9.0593,0.016839
0.99559,-9.1946,0.01709
0.99451,-9.3298,0.017342
0.99355,-9.465,0.017593
