abs(H),angle(H),W
3.9394e+05,0,0
3.939e+05,-0.14964,5.0265e-05
3.938e+05,-0.29928,0.00010053
3.9363e+05,-0.44892,0.0001508
3.934e+05,-0.59856,0.00020106
3.931e+05,-0.7482,0.00025133
3.9275e+05,-0.89784,0.00030159
3.9235e+05,-1.0475,0.00035186
3.9191e+05,-1.1971,0.00040212
3.9143e+05,-1.3468,0.00045239
3.9092e+05,-1.4964,0.00050265
3.9039e+05,-1.646,0.00055292
3.8984e+05,-1.7957,0.00060319
3.8929e+05,-1.9453,0.00065345
3.8874e+05,-2.095,0.00070372
3.8821e+05,-2.2446,0.00075398
3.877e+05,-2.3942,0.00080425
3.8722e+05,-2.5439,0.00085451
3.8677e+05,-2.6935,0.00090478
3.8637e+05,-2.8432,0.00095504
3.8601e+05,-2.9928,0.0010053
3.8572e+05,-3.1424,0.0010556
3.8548e+05,-3.2921,0.0011058
3.8531e+05,-3.4417,0.0011561
3.852e+05,-3.5914,0.0012064
3.8516e+05,-3.741,0.0012566
3.852e+05,-3.8906,0.0013069
3.853e+05,-4.0403,0.0013572
3.8547e+05,-4.1899,0.0014074
3.857e+05,-4.3396,0.0014577
3.86e+05,-4.4892,0.001508
3.8635e+05,-4.6389,0.0015582
3.8675e+05,-4.7885,0.0016085
3.872e+05,-4.9381,0.0016588
3.8769e+05,-5.0878,0.001709
3.882e+05,-5.2374,0.0017593
3.8875e+05,-5.3871,0.0018096
3.893e+05,-5.5367,0.0018598
3.8986e+05,-5.6863,0.0019101
3.9042e+05,-5.836,0.0019604
3.9097e+05,-5.9856,0.0020106
3.915e+05,-6.1353,0.0020609
3.92e+05,-6.2849,0.0021112
3.9246e+05,-6.4345,0.0021614
3.9289e+05,-6.5842,0.0022117
3.9326e+05,-6.7338,0.0022619
3.9358e+05,-6.8835,0.0023122
3.9384e+05,-7.0331,0.0023625
3.9404e+05,-7.1827,0.0024127
3.9417e+05,-7.3324,0.002463
3.9423e+05,-7.482,0.0025133
3.9422e+05,-7.6317,0.0025635
3.9415e+05,-7.7813,0.0026138
3.9401e+05,-7.9309,0.0026641
3.938e+05,-8.0806,0.0027143
3.9353e+05,-8.2302,0.0027646
3.932e+05,-8.3799,0.0028149
3.9283e+05,-8.5295,0.0028651
3.924e+05,-8.6791,0.0029154
3.9194e+05,-8.8288,0.0029657
3.9145e+05,-8.9784,0.0030159
3.9093e+05,-9.1281,0.0030662
3.904e+05,-9.2777,0.0031165
3.8986e+05,-9.4273,0.0031667
3.8932e+05,-9.577,0.003217
3.8879e+05,-9.7266,0.0032673
3.8829e+05,-9.8763,0.0033175
3.878e+05,-10.026,0.0033678
3.8736e+05,-10.176,0.0034181
3.8695e+05,-10.325,0.0034683
3.866e+05,-10.475,0.0035186
3.863e+05,-10.624,0.0035688
3.8605e+05,-10.774,0.0036191
3.8588e+05,-10.924,0.0036694
3.8576e+05,-11.073,0.0037196
3.8572e+05,-11.223,0.0037699
3.8574e+05,-11.373,0.0038202
3.8584e+05,-11.522,0.0038704
3.86e+05,-11.672,0.0039207
3.8623e+05,-11.822,0.003971
3.8652e+05,-11.971,0.0040212
3.8687e+05,-12.121,0.0040715
3.8727e+05,-12.271,0.0041218
3.8771e+05,-12.42,0.004172
3.882e+05,-12.57,0.0042223
3.8872e+05,-12.719,0.0042726
3.8927e+05,-12.869,0.0043228
3.8983e+05,-13.019,0.0043731
3.904e+05,-13.168,0.0044234
3.9097e+05,-13.318,0.0044736
3.9153e+05,-13.468,0.0045239
3.9207e+05,-13.617,0.0045742
3.9259e+05,-13.767,0.0046244
3.9307e+05,-13.917,0.0046747
3.9351e+05,-14.066,0.004725
