f,s100,s410,s700
245,-79.681,-110.64,-126.33
246,-79.738,-110.28,-126.72
247,-79.703,-110.72,-128.61
248,-79.701,-110.44,-130.85
249,-79.684,-113.05,-130.53
250,-79.707,-110.78,-132.05
251,-79.716,-110.97,-137.27
252,-79.677,-110.69,-130.77
253,-79.698,-110.51,-136.18
254,-79.731,-110.23,-122.13
255,-79.671,-111.55,-124.22
256,-79.636,-112.26,-129.19
257,-79.673,-109.7,-131.99
258,-79.624,-111.07,-126.47
259,-79.623,-111.21,-140.26
260,-79.62,-110.23,-127.85
261,-79.6,-110.67,-128.86
262,-79.623,-110.05,-134.92
263,-79.624,-110.03,-135.07
264,-79.601,-110.06,-123
265,-79.607,-109.6,-129.32
266,-79.593,-110.77,-128.62
267,-79.574,-110.31,-124.29
268,-79.553,-110.5,-132.01
269,-79.534,-111.67,-141.37
270,-79.578,-113.07,-130.94
271,-79.546,-109.42,-130.55
272,-79.495,-110.34,-129.65
273,-79.542,-111.38,-127.41
274,-79.548,-110.29,-135.88
275,-79.526,-110.23,-148.17
276,-79.519,-110.36,-131.15
277,-79.502,-112.23,-135.51
278,-79.512,-110.14,-131.71
279,-79.498,-110.97,-140.9
280,-79.507,-112.32,-128.53
281,-79.513,-111.04,-135.4
282,-79.473,-110.3,-135.1
283,-79.467,-111.65,-136.43
284,-79.474,-109.93,-138.76
285,-79.436,-110.73,-134.48
286,-79.399,-110.72,-134.91
287,-79.456,-109.89,-118.01
288,-79.447,-110.48,-129.39
289,-79.432,-109.08,-136.4
290,-79.409,-110.32,-124.93
291,-79.419,-109.81,-131.1
292,-79.432,-110.81,-140.88
293,-79.429,-110.16,-126.99
294,-79.387,-110.11,-134.89
295,-79.389,-110.16,-140.26
296,-79.342,-111.26,-126.69
297,-79.377,-110.29,-135.66
298,-79.346,-110.69,-130.79
299,-79.36,-109.53,-140.06
300,-79.332,-111.15,-159.85
301,-79.368,-110.34,-150.41
302,-79.352,-111.24,-127.41
303,-79.368,-109.69,-129.45
304,-79.285,-110.66,-132.19
305,-79.324,-110.13,-131.82
306,-79.294,-112.19,-130.23
307,-79.31,-111.93,-135.5
308,-79.251,-113.7,-113.47
309,-79.264,-107.11,-124.37
310,-79.127,-110.11,-134.94
311,-79.268,-109.54,-133.42
312,-79.252,-110.81,-134.1
313,-79.243,-111,-132.45
314,-79.228,-110.12,-129.78
315,-79.233,-110.33,-132.25
316,-79.218,-110.83,-132.4
317,-79.208,-110.12,-134.94
318,-79.184,-110.29,-127.14
319,-79.174,-109.93,-125.46
320,-79.221,-110.38,-124.57
321,-79.195,-110.08,-144.76
322,-79.181,-110.53,-127.94
323,-79.164,-110.93,-126.08
324,-79.137,-110.32,-128.6
325,-79.16,-110.96,-129.98
326,-79.186,-110.71,-125.06
327,-79.153,-110.43,-131.14
328,-79.103,-111.89,-128.92
329,-79.077,-110.67,-137.19
330,-79.152,-110.35,-130.13
331,-79.08,-110.56,-128.9
332,-79.076,-110.28,-125.26
333,-79.058,-110.18,-128.25
334,-79.107,-111.13,-134.04
335,-79.068,-112.12,-127.36
336,-79.002,-112.37,-128.16
337,-79.047,-110.45,-129.77
338,-79.012,-110.77,-138.11
339,-79,-110.9,-128.85
340,-79.049,-110.64,-127.2
341,-78.998,-111.11,-131.63
342,-79.016,-109.73,-140.09
343,-79.003,-111.07,-135.33
344,-78.986,-111.43,-142.45
345,-78.998,-110.58,-132.99
346,-78.964,-111.15,-134.64
347,-78.969,-112.28,-140.8
348,-78.935,-110.05,-133.38
349,-78.95,-109.94,-125.74
350,-78.95,-110.59,-140.5
351,-78.926,-110.23,-133.76
352,-78.917,-108.56,-120.25
353,-78.914,-112.16,-132.19
354,-78.897,-111.31,-134.79
355,-78.897,-110.57,-128.57
356,-78.87,-109.77,-129.66
357,-78.871,-111.2,-129.37
358,-78.875,-110.15,-130.31
359,-78.826,-110.75,-137.78
360,-78.86,-110.1,-135.33
361,-78.84,-110.9,-126.52
362,-78.84,-111.25,-133.87
363,-78.796,-110.93,-145.45
364,-78.779,-109.82,-134.83
365,-78.778,-110.26,-125.95
366,-78.811,-110.37,-128.14
367,-78.765,-110.81,-137.89
368,-78.795,-110.59,-139.73
369,-78.778,-108.92,-124.58
370,-78.747,-109.86,-140.89
371,-78.767,-110.61,-126.55
372,-78.698,-111.35,-128.4
373,-78.748,-111.36,-126.17
374,-78.73,-110.52,-127.51
375,-78.712,-110.79,-132.08
376,-78.7,-111.07,-132.8
377,-78.657,-111.05,-141.75
378,-78.687,-111.32,-130.43
379,-78.647,-109.84,-127.08
380,-78.648,-110.25,-134.96
381,-78.659,-110.46,-136.49
382,-78.63,-110.41,-128.12
383,-78.633,-110.27,-125.29
384,-78.58,-110.22,-127.87
385,-78.607,-112.86,-133.08
386,-78.584,-111.06,-131
387,-78.617,-109.96,-132.39
388,-78.55,-110.12,-131.06
389,-78.573,-110.33,-129.15
390,-78.543,-110.53,-138.41
391,-78.535,-110.69,-138.48
392,-78.518,-110.86,-128.47
393,-78.527,-110.57,-127.23
394,-78.546,-109.63,-133.02
395,-78.474,-110.9,-134.63
396,-78.496,-110.27,-133.38
397,-78.495,-111.1,-129.85
398,-78.464,-110.6,-130.64
399,-78.43,-110.28,-152.74
400,-78.425,-111.34,-132.9
401,-78.405,-109.96,-136.7
402,-78.424,-110.04,-129.77
403,-78.404,-110.63,-128.67
404,-78.407,-111.31,-135.31
405,-78.399,-110.83,-128.7
406,-78.395,-111.62,-132.26
407,-78.376,-110.47,-131.84
408,-78.335,-110.52,-135.85
409,-78.375,-111.04,-128.5
410,-78.365,-111.25,-131.92
411,-78.343,-110.67,-139.9
412,-78.303,-110.34,-130.11
413,-78.307,-111.99,-131.7
414,-78.27,-110.17,-128.7
415,-78.275,-110.62,-144.42
416,-78.267,-111.61,-130.77
417,-78.269,-110.37,-135.92
418,-78.213,-110.16,-123.32
419,-78.25,-110.66,-139.52
420,-78.213,-109.57,-132.43
421,-78.233,-109.99,-131.03
422,-78.186,-110.9,-128.55
423,-78.176,-111.29,-126.14
424,-78.191,-110.16,-131.42
425,-78.188,-111.12,-146.64
426,-78.191,-110.7,-127.93
427,-78.159,-111.25,-133.15
428,-78.137,-110.98,-130.55
429,-78.153,-112.18,-127.42
430,-78.117,-110.14,-123.61
431,-78.121,-110.72,-132.35
432,-78.07,-110.73,-127.4
433,-78.082,-109.94,-130.85
434,-78.113,-110.39,-127.18
435,-78.082,-111.17,-133.6
436,-78.062,-112.24,-125.9
437,-78.042,-110.96,-134.63
438,-78.009,-111.35,-130.46
439,-77.987,-109.79,-130.82
440,-78.026,-109.64,-128.76
441,-77.974,-111.21,-140.2
442,-77.953,-112.31,-135.01
443,-77.993,-109.97,-131.17
444,-77.945,-112.58,-131.03
445,-77.938,-110.36,-134.08
446,-77.939,-110.54,-134.76
447,-77.941,-109.75,-125.98
448,-77.913,-111.22,-138.69
449,-77.892,-111.48,-130.07
450,-77.894,-110.41,-133.43
451,-77.867,-111.26,-138.8
452,-77.827,-110.3,-135.75
453,-77.871,-112.21,-133.87
454,-77.825,-110.38,-128.15
455,-77.829,-111.07,-136.18
456,-77.805,-111.29,-132.49
457,-77.803,-110.89,-136.56
458,-77.765,-110.61,-134.92
459,-77.761,-110.29,-136.48
460,-77.741,-109.84,-127.53
461,-77.778,-111.54,-134.38
462,-77.755,-109.65,-124.66
463,-77.744,-110.52,-147.56
464,-77.71,-110.97,-136.08
465,-77.683,-111.48,-126.33
466,-77.7,-110.35,-126.04
467,-77.631,-111.31,-127.69
468,-77.649,-110.93,-130.22
469,-77.679,-109.66,-137.34
470,-77.612,-110.63,-131.49
471,-77.613,-110.84,-125.11
472,-77.583,-111.07,-129.7
473,-77.564,-111.7,-138.38
474,-77.597,-110.77,-132.89
475,-77.579,-109.76,-127.15
476,-77.586,-110.7,-144.43
477,-77.534,-110.12,-146.47
478,-77.532,-109.25,-130.74
479,-77.493,-109.61,-134.33
480,-77.506,-111.18,-127.83
481,-77.483,-111.03,-135.48
482,-77.477,-109.93,-128.04
483,-77.431,-109.71,-128.91
484,-77.441,-111.16,-131.05
485,-77.433,-109.99,-128.95
486,-77.415,-110,-128.87
487,-77.411,-109.94,-141.39
488,-77.39,-110.35,-132.5
489,-77.38,-110.03,-128.19
490,-77.393,-110.88,-134.61
491,-77.358,-111.38,-133.23
492,-77.341,-110.06,-132.25
493,-77.353,-109.53,-128.91
494,-77.334,-110.47,-132.45
495,-77.274,-110.04,-135.99
496,-77.292,-110.22,-126.87
497,-77.233,-111.08,-132.36
498,-77.249,-111.78,-130.82
499,-77.273,-110.92,-138.95
500,-77.223,-110.84,-125.62
501,-77.2,-110.33,-129.41
502,-77.206,-111.28,-131.52
503,-77.212,-110.51,-136.13
504,-77.159,-110.95,-129.74
505,-77.133,-110.29,-132.45
506,-77.145,-111.59,-136.26
507,-77.115,-110.1,-125.37
508,-77.145,-109.85,-137.85
509,-77.109,-111.61,-133.28
510,-77.083,-109.84,-127.84
511,-77.06,-111.24,-133.47
512,-77.093,-110.91,-127.46
513,-77.042,-111.05,-126.9
514,-77.031,-109.96,-125.74
515,-76.998,-109.96,-131.16
516,-77.01,-111.01,-134.1
517,-76.965,-109.9,-127.46
518,-76.968,-111.35,-125.56
519,-76.967,-110.54,-132.33
520,-76.944,-109.93,-129.2
521,-76.926,-111.2,-125.7
522,-76.913,-110.81,-133.55
523,-76.893,-109.92,-136.44
524,-76.856,-110.2,-127.22
525,-76.858,-111.25,-133.79
526,-76.878,-109.51,-133.09
527,-76.84,-111.6,-143.09
528,-76.814,-110.26,-132.86
529,-76.787,-111.13,-134.59
530,-76.797,-111.36,-135.94
531,-76.768,-110.58,-129.91
532,-76.78,-112.45,-126.82
533,-76.747,-109.27,-127.31
534,-76.741,-110.92,-143.79
535,-76.72,-110.19,-126.73
536,-76.696,-110.54,-134.85
537,-76.674,-110.15,-131.33
538,-76.677,-109.92,-130.31
539,-76.657,-110.51,-142.47
540,-76.627,-110.79,-134.05
541,-76.601,-109.88,-125.13
542,-76.615,-110.67,-125.61
543,-76.569,-110.01,-125.52
544,-76.574,-109.96,-138.76
545,-76.557,-109.67,-128.41
546,-76.555,-109.5,-137.33
547,-76.555,-110.77,-132.17
548,-76.502,-110.68,-140.94
549,-76.487,-110.85,-130.28
550,-76.473,-110.64,-129.67
551,-76.466,-111.15,-129.2
552,-76.43,-109.06,-128.25
553,-76.419,-111.17,-135.77
554,-76.406,-109.54,-133.16
555,-76.393,-110.53,-134.39
556,-76.366,-111.79,-132.07
557,-76.364,-109.76,-127.07
558,-76.332,-112.02,-127.81
559,-76.32,-110.78,-129.5
560,-76.312,-111.53,-135.07
561,-76.282,-110.58,-140.24
562,-76.266,-111.33,-130.45
563,-76.263,-110.89,-131.8
564,-76.252,-110.95,-134.79
565,-76.228,-110.28,-142.77
566,-76.212,-110.54,-126.83
567,-76.2,-110.65,-140.49
568,-76.183,-110.75,-143.07
569,-76.183,-110.14,-137.04
570,-76.154,-111.07,-128.96
571,-76.13,-110.38,-133.59
572,-76.099,-110.85,-132.81
573,-76.109,-110.15,-129.24
574,-76.064,-111.17,-131.88
575,-76.036,-111.4,-138.37
576,-76.04,-109.91,-130.43
577,-76.06,-109.89,-138.75
578,-76.007,-110.65,-132.77
579,-75.984,-111.62,-136.8
580,-75.97,-110.54,-141.12
581,-75.943,-109.65,-129.45
582,-75.947,-109.89,-129.8
583,-75.909,-110.89,-130.5
584,-75.893,-109.17,-128.8
585,-75.905,-110.46,-162.85
586,-75.865,-111.09,-133.11
587,-75.837,-110.59,-135.85
588,-75.832,-110.16,-132.6
589,-75.828,-110.32,-127.51
590,-75.793,-111.08,-125.12
591,-75.755,-109.71,-128.51
592,-75.736,-110.33,-128.65
593,-75.74,-110.76,-133.16
594,-75.713,-110.12,-132.62
595,-75.685,-111.27,-122.47
596,-75.691,-108.69,-131.31
597,-75.645,-110.75,-136.99
598,-75.642,-111.17,-129.53
599,-75.627,-109.56,-130.76
600,-75.628,-111.13,-129.29
601,-75.589,-110.48,-132.08
602,-75.578,-110.53,-130.55
603,-75.571,-110.85,-143.96
604,-75.532,-110.48,-140.4
605,-75.497,-110.08,-130.54
606,-75.489,-111.47,-129.44
607,-75.479,-111.66,-130.75
608,-75.463,-110.66,-131.8
609,-75.426,-110.5,-131.56
610,-75.397,-110.77,-130.84
611,-75.41,-111.19,-124.73
612,-75.372,-109.7,-127.96
613,-75.369,-110.11,-141.54
614,-75.337,-109.94,-123.73
615,-75.322,-111.02,-125.24
616,-75.302,-109.66,-138.82
617,-75.275,-110.48,-130.8
618,-75.263,-110.87,-126.68
619,-75.233,-110.44,-128.9
620,-75.239,-109.84,-137.23
621,-75.202,-109.85,-133.14
622,-75.179,-110.4,-143.02
623,-75.146,-108.94,-133.23
624,-75.137,-110.17,-130.49
625,-75.102,-109.63,-139.23
626,-75.094,-110.95,-152.89
627,-75.077,-110.23,-134.72
628,-75.059,-110.53,-130.4
629,-75.032,-109.87,-144.96
630,-75.03,-110.87,-126.37
631,-75.01,-109.66,-135.53
632,-74.968,-110.11,-131.91
633,-74.952,-111,-129.52
634,-74.933,-110.15,-138.91
635,-74.925,-110.06,-132.1
636,-74.903,-110.51,-131.85
637,-74.874,-110.56,-127.23
638,-74.844,-110.32,-134.4
639,-74.838,-110.98,-135.84
640,-74.812,-111.24,-132.27
641,-74.783,-109.51,-130.94
642,-74.775,-110.23,-130.66
643,-74.742,-110.33,-128.94
644,-74.736,-109.67,-134.04
645,-74.721,-109.48,-136.58
646,-74.681,-110.96,-124.84
647,-74.673,-111.86,-131.37
648,-74.636,-109.98,-128.34
649,-74.611,-110.74,-133.22
650,-74.585,-110.83,-141.57
651,-74.569,-109.41,-140.26
652,-74.552,-110.07,-139.34
653,-74.526,-109.65,-134.27
654,-74.515,-110.06,-139.53
655,-74.493,-109.98,-132.36
656,-74.471,-110.88,-127.41
657,-74.452,-110.3,-131.07
658,-74.415,-110.02,-134.14
659,-74.379,-109.83,-139.47
660,-74.382,-109.82,-134.77
661,-74.355,-110.2,-138.62
662,-74.338,-110.71,-135.14
663,-74.339,-109.8,-131.3
664,-74.276,-111.19,-131.49
665,-74.276,-111.71,-128.77
666,-74.269,-109.92,-125.54
667,-74.208,-110.7,-132.95
668,-74.205,-109.99,-134.2
669,-74.161,-109.77,-138.82
670,-74.157,-109.71,-129.99
671,-74.156,-111.24,-128.6
672,-74.121,-110.17,-129.58
673,-74.069,-110.89,-125.92
674,-74.067,-110.37,-129.12
675,-74.011,-109.99,-136.18
676,-73.985,-111,-137.94
677,-74,-111.3,-127.03
678,-73.96,-110.96,-131.9
679,-73.933,-110.28,-137.69
680,-73.925,-111.08,-129.15
681,-73.886,-109.84,-150.38
682,-73.874,-111.34,-138.06
683,-73.843,-110.57,-139.32
684,-73.818,-110.87,-129.73
685,-73.798,-110.07,-128.51
686,-73.767,-109.95,-133.15
687,-73.75,-110.63,-140.52
688,-73.725,-109.66,-124.5
689,-73.698,-110.28,-136.49
690,-73.663,-110.12,-144.05
691,-73.634,-110.75,-135.09
692,-73.62,-109.5,-134.26
693,-73.606,-111.08,-131.75
694,-73.578,-110.66,-133.71
695,-73.563,-109.78,-137.49
696,-73.534,-110.22,-126.45
697,-73.485,-110.06,-131.7
698,-73.469,-109.39,-125.42
699,-73.449,-110.75,-129.79
700,-73.429,-110.34,-142.29
701,-73.394,-111.68,-137.6
702,-73.37,-111.22,-131.03
703,-73.33,-110.92,-134.28
704,-73.319,-111.21,-132.69
705,-73.289,-110.26,-148.61
706,-73.266,-109.4,-139.26
707,-73.242,-109.88,-129.83
708,-73.203,-111.29,-122.6
709,-73.187,-109.61,-138.14
710,-73.157,-110.32,-127.73
711,-73.136,-109.65,-126.41
712,-73.114,-111.25,-134.31
713,-73.077,-111.4,-130.81
714,-73.06,-109.68,-134.85
715,-73.046,-110.69,-133.4
716,-72.991,-110.37,-136.16
717,-72.969,-109.87,-135.55
718,-72.956,-110.01,-130.11
719,-72.925,-110.07,-136.86
720,-72.894,-109.91,-136.39
721,-72.857,-110.45,-140.06
722,-72.828,-111.01,-128.82
723,-72.802,-110.33,-138.99
724,-72.771,-110.52,-136.18
725,-72.757,-110.28,-136.68
726,-72.726,-110.88,-128.26
727,-72.683,-110.95,-127.21
728,-72.657,-110.54,-129.05
729,-72.639,-110.19,-131.83
730,-72.611,-110.16,-127
731,-72.586,-111.16,-136.54
732,-72.58,-109.76,-134.7
733,-72.53,-110.55,-135.16
734,-72.506,-110.87,-136.42
735,-72.461,-110.19,-135.51
736,-72.441,-111.54,-132.97
737,-72.416,-110.65,-131.38
738,-72.381,-111.67,-131.85
739,-72.348,-110.89,-138.25
740,-72.319,-109.73,-135.23
741,-72.293,-110.51,-129.46
742,-72.269,-109.91,-131.82
743,-72.219,-110.64,-130.15
744,-72.205,-110.29,-137.18
745,-72.163,-111.15,-132.06
746,-72.138,-109.21,-136.07
747,-72.096,-111.19,-129.6
748,-72.091,-110.73,-139.62
749,-72.067,-110.82,-128.64
750,-72.027,-109.8,-129.5
751,-71.989,-109.17,-135.65
752,-71.951,-109.46,-133.26
753,-71.916,-109.34,-127.61
754,-71.891,-110.36,-129.65
755,-71.856,-110.47,-135.29
756,-71.84,-110.1,-130.46
757,-71.793,-111.32,-143.44
758,-71.773,-109.89,-142.78
759,-71.747,-110.88,-135.71
760,-71.699,-110.29,-129.74
761,-71.679,-111.53,-130.6
762,-71.649,-109.73,-127.86
763,-71.616,-109.78,-128.45
764,-71.587,-110.65,-129.06
765,-71.548,-111.08,-131.57
766,-71.507,-110.73,-129.83
767,-71.485,-111.1,-131.67
768,-71.444,-110.76,-128.69
769,-71.402,-110.15,-130.67
770,-71.396,-110.08,-129.68
771,-71.348,-109.97,-129.08
772,-71.306,-110.12,-129.66
773,-71.284,-110.82,-141.43
774,-71.245,-109.92,-139.91
775,-71.214,-110.71,-134.35
776,-71.17,-109.47,-134.29
777,-71.139,-109.62,-132.56
778,-71.104,-111.21,-130.4
779,-71.077,-109.93,-126.15
780,-71.044,-109.38,-128.39
781,-71.005,-110.55,-131.7
782,-70.972,-108.59,-132.84
783,-70.949,-109.99,-141.75
784,-70.897,-109.93,-131.8
785,-70.863,-110.53,-133.02
786,-70.832,-110.01,-125.17
787,-70.791,-110.73,-129.16
788,-70.756,-110.43,-135.37
789,-70.719,-109.3,-134.14
790,-70.684,-110.89,-128.35
791,-70.661,-110.23,-128.05
792,-70.616,-109.75,-131.39
793,-70.583,-109.73,-130.24
794,-70.545,-111.11,-131.15
795,-70.506,-110.74,-128.12
796,-70.469,-109.75,-135.9
797,-70.431,-110.64,-130.34
798,-70.394,-111,-131.94
799,-70.365,-111.26,-140.98
800,-70.319,-110.04,-129.1
801,-70.274,-109.93,-133.26
802,-70.248,-109.67,-131.83
803,-70.201,-111.45,-134.07
804,-70.158,-110.06,-132.16
805,-70.121,-111.07,-132.5
806,-70.084,-110.01,-143.38
807,-70.041,-110.14,-138.31
808,-70.003,-109.95,-128.52
809,-69.963,-109.97,-127.69
810,-69.915,-109.93,-137.31
811,-69.893,-110.12,-132.22
812,-69.839,-109.97,-132.9
813,-69.795,-110.93,-170.68
814,-69.768,-109.85,-136.77
815,-69.727,-111.08,-136.67
816,-69.687,-109.99,-128.01
817,-69.647,-110.48,-129.23
818,-69.601,-110.63,-144.9
819,-69.563,-110.16,-129.17
820,-69.524,-110.79,-132.07
821,-69.478,-110.03,-133.04
822,-69.432,-109.75,-132.26
823,-69.391,-110.22,-126.28
