f,s100,s410,s700
117,-83.623,-99.674,-128.18
118,-83.551,-99.465,-135.72
119,-83.6,-100.11,-129.95
120,-83.551,-99.499,-138.8
121,-83.574,-99.892,-129.64
122,-83.568,-99.593,-132.07
123,-83.618,-99.606,-168.01
124,-83.542,-99.553,-134.21
125,-83.519,-99.475,-129.83
126,-83.561,-99.659,-138.73
127,-83.566,-99.643,-132.36
128,-83.573,-99.687,-135.96
129,-83.614,-99.268,-135.21
130,-83.558,-99.704,-130.27
131,-83.55,-99.585,-141.93
132,-83.571,-99.739,-126.15
133,-83.494,-99.572,-138.14
134,-83.533,-99.649,-132.73
135,-83.484,-99.515,-133.71
136,-83.533,-99.52,-134.81
137,-83.539,-99.354,-129.37
138,-83.503,-99.518,-130.96
139,-83.505,-99.516,-137.48
140,-83.555,-99.389,-131.27
141,-83.579,-99.71,-124.29
142,-83.496,-99.686,-126.41
143,-83.511,-99.381,-139.83
144,-83.52,-99.713,-131.15
145,-83.555,-99.406,-127.41
146,-83.473,-99.92,-126.7
147,-83.479,-99.626,-127.37
148,-83.51,-99.706,-131.47
149,-83.556,-99.643,-131.5
150,-83.481,-99.589,-137.87
151,-83.453,-99.684,-127.5
152,-83.491,-99.322,-142.14
153,-83.515,-99.729,-134.53
154,-83.473,-99.345,-124.61
155,-83.462,-99.562,-128.37
156,-83.495,-99.582,-136.57
157,-83.507,-99.833,-128.21
158,-83.443,-99.421,-124.92
159,-83.462,-99.635,-148.53
160,-83.475,-99.511,-140.15
161,-83.453,-99.788,-131.05
162,-83.446,-99.53,-129.97
163,-83.446,-99.642,-128.53
164,-83.478,-99.596,-142.82
165,-83.449,-99.274,-130.66
166,-83.467,-99.472,-127.42
167,-83.449,-99.331,-137.47
168,-83.428,-99.6,-129.29
169,-83.465,-99.522,-133.97
170,-83.414,-99.851,-130.68
171,-83.412,-99.297,-135.34
172,-83.411,-99.768,-128.23
173,-83.433,-99.522,-132.03
174,-83.417,-99.605,-131.79
175,-83.417,-99.386,-125.91
176,-83.399,-99.482,-131.15
177,-83.404,-99.477,-139.88
178,-83.407,-99.807,-129.98
179,-83.426,-99.468,-130.04
180,-83.383,-99.839,-126.65
181,-83.4,-99.399,-146.77
182,-83.375,-99.443,-133.86
183,-83.388,-99.569,-136.03
184,-83.379,-99.416,-129.65
185,-83.415,-99.634,-132.42
186,-83.41,-99.458,-137.28
187,-83.385,-99.404,-140.99
188,-83.391,-99.297,-143.01
189,-83.391,-99.652,-129.89
190,-83.36,-99.598,-135.46
191,-83.386,-99.585,-140.46
192,-83.344,-99.624,-137.94
193,-83.376,-99.599,-129.35
194,-83.389,-99.505,-135.63
195,-83.377,-99.367,-138.46
196,-83.327,-99.667,-131.81
197,-83.335,-99.541,-132.49
198,-83.328,-99.69,-135.27
199,-83.34,-99.639,-136.08
200,-83.35,-99.262,-138.75
201,-83.335,-99.562,-140.08
202,-83.361,-99.46,-144.78
203,-83.363,-99.629,-128.69
204,-83.318,-99.51,-137.3
205,-83.329,-99.572,-131.57
206,-83.331,-99.557,-135.33
207,-83.327,-99.625,-127.79
208,-83.325,-99.52,-134.23
209,-83.307,-99.423,-127.96
210,-83.262,-99.706,-136.05
211,-83.286,-99.269,-128.14
212,-83.277,-99.555,-130.88
213,-83.284,-99.403,-133.22
214,-83.305,-99.594,-134.61
215,-83.241,-99.592,-127.94
216,-83.266,-99.299,-139.51
217,-83.297,-99.63,-134.04
218,-83.288,-99.649,-145.34
219,-83.24,-99.447,-133.67
220,-83.26,-99.662,-140.02
221,-83.256,-99.522,-139.38
222,-83.233,-99.547,-134.68
223,-83.247,-99.401,-132.4
224,-83.228,-99.443,-131.37
225,-83.24,-99.607,-132.87
226,-83.222,-99.592,-135.43
227,-83.277,-99.411,-134.78
228,-83.255,-99.756,-146.49
229,-83.199,-99.672,-142.29
230,-83.231,-99.634,-140.97
231,-83.27,-99.441,-133.74
232,-83.227,-99.327,-128.41
233,-83.239,-99.357,-128.99
234,-83.178,-99.653,-131.02
235,-83.189,-99.616,-131.64
236,-83.191,-99.64,-127.91
237,-83.161,-99.675,-136.25
238,-83.19,-99.668,-131.45
239,-83.186,-99.527,-129.45
240,-83.148,-99.343,-133.63
241,-83.169,-99.528,-137.26
242,-83.192,-99.428,-133.17
243,-83.155,-99.605,-132.07
244,-83.144,-99.518,-130.67
245,-83.17,-99.647,-131.11
246,-83.138,-99.682,-131.4
247,-83.171,-99.487,-135.98
248,-83.181,-99.515,-126.73
249,-83.173,-99.559,-139.7
250,-83.164,-99.456,-139.1
251,-83.134,-99.508,-128.87
252,-83.133,-99.576,-137.72
253,-83.128,-99.387,-130.21
254,-83.12,-99.529,-130.17
255,-83.071,-99.37,-139.4
256,-83.084,-99.421,-141.52
257,-83.096,-99.591,-132.98
258,-83.118,-99.734,-129.56
259,-83.122,-99.429,-131.08
260,-83.097,-99.545,-139.8
261,-83.101,-99.495,-142.06
262,-83.092,-99.49,-135.71
263,-83.053,-99.402,-136.52
264,-83.024,-99.497,-130.69
265,-83.057,-99.625,-135.13
266,-83.039,-99.483,-140.51
267,-83.031,-99.61,-131.34
268,-83.026,-99.272,-128.9
269,-83.059,-99.61,-132.64
270,-83.017,-99.876,-128.12
271,-83.022,-99.461,-135.31
272,-83.04,-99.384,-138.88
273,-83.017,-99.577,-137.29
274,-83.006,-99.445,-135.43
275,-82.991,-99.405,-127.94
276,-82.972,-99.487,-147.14
277,-82.989,-99.554,-134.16
278,-83.031,-99.613,-146.05
279,-82.987,-99.488,-131.67
280,-83.009,-99.519,-129.86
281,-82.949,-99.549,-125.99
282,-82.964,-99.497,-132.64
283,-82.942,-99.35,-135.2
284,-82.944,-99.6,-136.74
285,-82.948,-99.59,-148.03
286,-82.952,-99.479,-137.24
287,-82.913,-99.748,-132.65
288,-82.942,-99.391,-139.51
289,-82.926,-99.616,-133.4
290,-82.97,-99.655,-142.04
291,-82.958,-99.355,-131.55
292,-82.927,-99.568,-139.55
293,-82.937,-99.502,-143.28
294,-82.896,-99.289,-132.12
295,-82.889,-99.493,-142.35
296,-82.916,-99.36,-131.6
297,-82.869,-99.483,-133.47
298,-82.889,-99.529,-141.93
299,-82.879,-99.706,-134.92
300,-82.847,-99.405,-130.57
301,-82.844,-99.92,-134.31
302,-82.859,-99.515,-136.37
303,-82.85,-99.659,-128.58
304,-82.815,-99.437,-134.6
305,-82.843,-99.589,-130.15
306,-82.835,-99.411,-133.99
307,-82.82,-99.621,-136.78
308,-82.828,-99.613,-143.47
309,-82.782,-99.499,-131.14
310,-82.785,-99.451,-128.86
311,-82.837,-99.622,-131.69
312,-82.808,-99.526,-149.71
313,-82.756,-99.485,-131.21
314,-82.787,-99.434,-146.52
315,-82.791,-99.392,-132.14
316,-82.81,-99.72,-129.58
317,-82.771,-99.567,-133.57
318,-82.794,-99.405,-143.59
319,-82.757,-99.465,-133.39
320,-82.733,-99.511,-131.76
321,-82.734,-99.406,-133.5
322,-82.712,-99.588,-129.58
323,-82.715,-99.507,-136.17
324,-82.701,-99.543,-137.64
325,-82.716,-99.573,-133.51
326,-82.751,-99.571,-136.01
327,-82.719,-99.267,-139.87
328,-82.698,-99.496,-135.53
329,-82.691,-99.427,-131.02
330,-82.667,-99.342,-140.39
331,-82.691,-99.624,-130.77
332,-82.695,-99.532,-135.69
333,-82.691,-99.314,-130.4
334,-82.653,-99.673,-134.98
335,-82.695,-99.444,-134.34
336,-82.657,-99.419,-134.49
337,-82.66,-99.561,-128.83
338,-82.648,-99.645,-131.29
339,-82.625,-99.722,-137.05
340,-82.633,-99.272,-138.14
341,-82.614,-99.598,-127.94
342,-82.656,-99.562,-126.41
343,-82.628,-99.716,-137.09
344,-82.601,-99.689,-130.37
345,-82.577,-99.338,-132.66
346,-82.632,-99.452,-130.18
347,-82.56,-99.623,-131.59
348,-82.546,-99.406,-133.83
349,-82.546,-99.445,-128.1
350,-82.554,-99.619,-145.13
351,-82.574,-99.417,-133.09
352,-82.544,-99.588,-133.13
353,-82.541,-99.575,-132.43
354,-82.555,-99.273,-141.82
355,-82.53,-99.403,-134.77
356,-82.498,-99.463,-136.8
357,-82.508,-99.209,-143.2
358,-82.506,-99.789,-136.03
359,-82.468,-99.263,-130.93
360,-82.499,-99.346,-134.39
361,-82.519,-99.581,-128.45
362,-82.482,-99.636,-155.49
363,-82.461,-99.508,-134.64
364,-82.449,-99.596,-131.48
365,-82.422,-99.499,-128.49
366,-82.459,-99.504,-144.44
367,-82.424,-99.544,-132.65
368,-82.431,-99.582,-131.83
369,-82.403,-99.301,-140.25
370,-82.371,-99.44,-132.23
371,-82.358,-99.434,-133.76
372,-82.415,-99.484,-145.12
373,-82.405,-99.561,-134.66
374,-82.395,-99.489,-126.49
375,-82.354,-99.588,-138.42
376,-82.375,-99.513,-133.26
377,-82.356,-99.438,-134.61
378,-82.351,-99.598,-130.16
379,-82.365,-99.409,-133.28
380,-82.357,-99.458,-126.92
381,-82.351,-99.509,-139.72
382,-82.331,-99.362,-132.22
383,-82.272,-99.459,-133.38
384,-82.299,-99.288,-130.49
385,-82.312,-99.432,-142.13
386,-82.286,-99.488,-137.74
387,-82.322,-99.528,-135.02
388,-82.287,-99.155,-147.42
389,-82.298,-99.428,-136.37
390,-82.27,-99.198,-125.56
391,-82.27,-99.515,-137.61
392,-82.279,-99.415,-138.18
393,-82.239,-99.582,-131.62
394,-82.222,-99.47,-131.32
395,-82.209,-99.443,-131.32
396,-82.212,-99.299,-133.18
397,-82.216,-99.466,-128.6
398,-82.197,-99.399,-133.69
399,-82.216,-99.464,-133.18
400,-82.169,-99.515,-132.22
401,-82.188,-99.532,-136.54
402,-82.158,-99.289,-136.07
403,-82.146,-99.527,-129.05
404,-82.138,-99.527,-128.43
405,-82.163,-99.585,-133.15
406,-82.113,-99.284,-145.52
407,-82.15,-99.436,-128.65
408,-82.129,-99.564,-132.38
409,-82.107,-99.346,-130.34
410,-82.097,-99.444,-131.54
411,-82.098,-99.491,-136.39
412,-82.076,-99.123,-134.68
413,-82.089,-99.378,-132.44
414,-82.071,-99.558,-140.74
415,-82.053,-99.642,-138.07
416,-82.056,-99.615,-130.45
417,-82.029,-99.499,-132.43
418,-82.045,-99.48,-140.14
419,-82.026,-99.432,-133.91
420,-82.028,-99.586,-125.96
421,-82.01,-99.477,-130.59
422,-81.987,-99.218,-128.34
423,-81.996,-99.32,-141.34
424,-81.987,-99.6,-131.63
425,-81.998,-99.403,-129.21
426,-81.977,-99.349,-126.64
427,-81.967,-99.513,-146.55
428,-81.921,-99.683,-130.83
429,-81.931,-99.737,-142.26
430,-81.922,-99.462,-130.05
431,-81.903,-99.568,-131.36
432,-81.938,-99.567,-136.64
433,-81.908,-99.433,-129.75
434,-81.905,-99.435,-136.86
435,-81.877,-99.512,-136.61
436,-81.866,-99.65,-126.36
437,-81.857,-99.569,-133.91
438,-81.85,-99.41,-132.95
439,-81.863,-99.22,-133.67
440,-81.865,-99.511,-132.22
441,-81.809,-99.494,-137.33
442,-81.782,-99.615,-133.66
443,-81.83,-99.245,-130.46
444,-81.775,-99.491,-141.7
445,-81.796,-99.444,-135.9
446,-81.816,-99.387,-140.53
447,-81.764,-99.46,-135.73
448,-81.764,-99.446,-136.26
449,-81.774,-99.58,-139.15
450,-81.742,-99.384,-135.97
451,-81.742,-99.655,-131.48
452,-81.714,-99.211,-135.04
453,-81.716,-99.409,-136.03
454,-81.691,-99.254,-129.94
455,-81.671,-99.594,-128.14
456,-81.683,-99.215,-128.5
457,-81.721,-99.512,-131.1
458,-81.676,-99.504,-141.67
459,-81.658,-99.438,-133.79
460,-81.636,-99.506,-130.13
461,-81.636,-99.642,-133.1
462,-81.61,-99.489,-137.6
463,-81.628,-99.534,-135.18
464,-81.597,-99.371,-131.82
465,-81.594,-99.186,-145.18
466,-81.589,-99.375,-134.14
467,-81.544,-99.578,-150.44
468,-81.561,-99.295,-133.92
469,-81.592,-99.42,-126.26
470,-81.528,-99.507,-132.1
471,-81.552,-99.519,-138.53
472,-81.53,-99.677,-128.26
473,-81.476,-99.485,-128.28
474,-81.517,-99.492,-129.61
475,-81.534,-99.2,-137.34
476,-81.473,-99.393,-132.3
477,-81.478,-98.952,-139.12
478,-81.482,-99.474,-128.11
479,-81.438,-99.507,-137.3
480,-81.427,-99.561,-132.98
481,-81.442,-99.476,-140.62
482,-81.419,-99.33,-142.95
483,-81.445,-99.145,-132.18
484,-81.422,-99.483,-128.61
485,-81.416,-99.565,-138.56
486,-81.374,-99.353,-133.5
487,-81.376,-99.246,-139.36
488,-81.35,-98.969,-140.57
489,-81.334,-99.515,-130.09
490,-81.304,-99.419,-131.16
491,-81.334,-99.391,-131.48
492,-81.313,-99.305,-133.64
493,-81.309,-99.6,-133.74
494,-81.285,-99.524,-141.17
495,-81.288,-99.63,-132.02
496,-81.251,-99.259,-132.46
497,-81.258,-99.269,-131.15
498,-81.238,-99.346,-142.56
499,-81.221,-99.408,-138.23
500,-81.214,-99.277,-130.67
501,-81.227,-99.466,-129.2
502,-81.196,-99.311,-138.82
503,-81.166,-99.467,-137.24
504,-81.175,-99.44,-141.53
505,-81.178,-99.536,-130.11
506,-81.13,-99.466,-128.22
507,-81.146,-99.432,-131.9
508,-81.148,-99.426,-131.35
509,-81.129,-99.507,-146.4
510,-81.11,-99.376,-131.37
511,-81.092,-99.3,-129.87
512,-81.083,-99.572,-137.08
513,-81.054,-99.383,-133.66
514,-81.049,-99.462,-134.63
515,-81.092,-99.52,-135.78
516,-81.056,-99.606,-135.37
517,-81.02,-99.613,-129.09
518,-81.042,-99.298,-135.94
519,-81.001,-99.517,-139.13
520,-81.002,-99.855,-131.01
521,-80.989,-99.672,-130.49
522,-80.981,-99.453,-140.26
523,-80.905,-99.353,-132.71
524,-80.936,-99.365,-138.89
525,-80.904,-99.39,-127.74
526,-80.897,-99.195,-137.83
527,-80.913,-99.39,-146.74
528,-80.895,-99.351,-135.48
529,-80.894,-99.702,-128.89
530,-80.868,-99.467,-129.28
531,-80.843,-99.379,-128.33
532,-80.838,-99.386,-132.14
533,-80.832,-99.165,-140.12
534,-80.804,-99.514,-150.24
535,-80.782,-99.22,-134.98
536,-80.783,-99.465,-145.62
537,-80.762,-99.482,-128.51
538,-80.758,-99.391,-139.5
539,-80.763,-99.296,-132.78
540,-80.74,-99.532,-141.81
541,-80.714,-99.253,-140.38
542,-80.742,-99.666,-141.36
543,-80.719,-99.311,-139.29
544,-80.712,-99.359,-139.22
545,-80.687,-99.638,-133.42
546,-80.671,-99.304,-140.87
547,-80.648,-99.345,-137.62
548,-80.6,-99.373,-152.42
549,-80.644,-99.451,-131.05
550,-80.6,-99.182,-131.78
551,-80.591,-99.404,-144.54
552,-80.583,-99.554,-129.36
553,-80.574,-99.45,-129.34
554,-80.554,-99.139,-133.11
555,-80.569,-99.301,-144.42
556,-80.522,-99.399,-150.24
557,-80.511,-99.385,-128.79
558,-80.514,-99.04,-131.4
559,-80.477,-99.421,-131.33
560,-80.462,-99.314,-134.42
561,-80.466,-99.356,-144.85
562,-80.456,-99.569,-131.91
563,-80.446,-99.465,-129.99
564,-80.414,-99.225,-126.49
565,-80.395,-99.188,-133.8
566,-80.398,-99.117,-131.09
567,-80.401,-99.256,-145.4
568,-80.356,-99.565,-135.68
569,-80.335,-99.375,-137.1
570,-80.321,-99.619,-133.64
571,-80.331,-99.223,-134.33
572,-80.331,-99.66,-142.55
573,-80.305,-99.281,-131.1
574,-80.305,-99.236,-132.97
575,-80.249,-99.464,-132.96
576,-80.256,-99.397,-129.21
577,-80.246,-99.687,-139.22
578,-80.205,-99.263,-138.59
579,-80.204,-99.447,-143.65
580,-80.183,-99.184,-133.53
581,-80.18,-99.418,-136.6
582,-80.159,-99.246,-126.19
583,-80.138,-99.333,-130.81
584,-80.171,-99.294,-133.6
585,-80.11,-99.396,-137.82
586,-80.103,-99.553,-141.01
587,-80.109,-99.445,-134.34
588,-80.04,-99.061,-133.09
589,-80.062,-99.259,-139.9
590,-80.063,-99.385,-133.86
591,-80.052,-99.242,-127.54
592,-80.039,-99.412,-126.91
593,-79.991,-99.135,-150.39
594,-79.966,-99.427,-128.06
595,-79.967,-99.326,-129.17
596,-79.978,-99.301,-130.24
597,-79.934,-99.332,-141.8
598,-79.924,-99.449,-146.85
599,-79.912,-99.267,-130.72
600,-79.901,-99.35,-134.83
601,-79.877,-99.44,-136.44
602,-79.864,-99.182,-129.1
603,-79.839,-99.333,-128.5
604,-79.811,-99.222,-134.03
605,-79.82,-99.154,-132.05
606,-79.816,-99.187,-129.52
607,-79.775,-99.285,-127.12
608,-79.765,-99.286,-127.52
609,-79.745,-99.283,-131.74
610,-79.756,-99.706,-130.52
611,-79.721,-99.385,-137.52
612,-79.698,-99.397,-138.07
613,-79.67,-99.145,-136.28
614,-79.692,-99.439,-135.95
615,-79.681,-99.261,-129.33
616,-79.65,-99.24,-130.43
617,-79.644,-99.489,-128.54
618,-79.585,-99.104,-128.54
619,-79.56,-99.298,-134.32
620,-79.597,-99.199,-131.9
621,-79.556,-99.243,-127.21
622,-79.551,-99.523,-126.02
623,-79.508,-99.434,-144.23
624,-79.504,-99.187,-137.08
625,-79.474,-99.297,-131.65
626,-79.458,-99.373,-126.62
627,-79.452,-99.422,-132.08
628,-79.435,-99.674,-127.47
629,-79.414,-99.355,-135.19
630,-79.406,-99.23,-131.4
631,-79.383,-99.185,-139.93
632,-79.354,-99.408,-135.64
633,-79.352,-99.551,-129.17
634,-79.341,-99.276,-147.16
635,-79.323,-99.647,-143.78
636,-79.266,-99.349,-133.73
637,-79.29,-99.288,-130.24
638,-79.251,-99.436,-128.76
639,-79.21,-99.372,-141.93
640,-79.215,-99.218,-137.5
641,-79.209,-99.426,-138.93
642,-79.196,-99.29,-131.9
643,-79.177,-99.462,-132.23
644,-79.161,-99.148,-134.05
645,-79.112,-99.197,-133.47
646,-79.122,-99.423,-132.47
647,-79.085,-99.386,-135.66
648,-79.064,-99.145,-127.61
649,-79.066,-99.421,-132.67
650,-79.032,-99.236,-141.27
651,-79.005,-99.104,-127.68
652,-79.013,-99.293,-135.38
653,-78.993,-99.362,-128.36
654,-78.974,-99.452,-143.41
655,-78.948,-99.094,-127.53
656,-78.938,-99.295,-129.34
657,-78.909,-99.139,-135.14
658,-78.894,-99.093,-129.11
659,-78.903,-99.34,-133.03
660,-78.844,-99.054,-128.55
661,-78.839,-99.057,-134.5
662,-78.812,-99.116,-133.5
663,-78.795,-99.114,-135.49
664,-78.78,-99.24,-129.74
665,-78.762,-99.35,-132.45
666,-78.741,-99.239,-129.72
667,-78.723,-99.301,-134.72
668,-78.695,-99.225,-143.49
669,-78.703,-99.288,-138.68
670,-78.675,-99.274,-143.04
671,-78.627,-99.321,-133.94
672,-78.641,-99.342,-158.28
673,-78.588,-99.246,-141.63
674,-78.572,-99.366,-130.6
675,-78.569,-99.171,-134.26
676,-78.542,-99.21,-128.01
677,-78.52,-99.345,-134.57
678,-78.495,-99.194,-132
679,-78.483,-99.412,-133.25
680,-78.448,-99.197,-147.06
681,-78.445,-99.079,-140.88
682,-78.423,-99.304,-138.16
683,-78.401,-99.358,-130.7
684,-78.388,-99.387,-132.79
685,-78.35,-99.177,-140.36
686,-78.338,-99.206,-155.47
687,-78.315,-99.246,-136.01
688,-78.283,-99.317,-134.27
689,-78.254,-99.176,-142.65
690,-78.254,-99.065,-133.88
691,-78.221,-99.497,-125.96
692,-78.195,-99.163,-131.94
693,-78.204,-99.383,-144.01
694,-78.178,-99.368,-137.42
695,-78.131,-99.294,-128.08
696,-78.131,-99.524,-138.22
697,-78.098,-99.136,-130.92
698,-78.092,-99.429,-129.75
699,-78.046,-99.382,-134.08
700,-78.018,-99.311,-128.95
701,-78.018,-99.166,-138.36
702,-77.96,-99.253,-132.74
703,-77.945,-99.292,-130.6
704,-77.951,-99.16,-124.87
705,-77.95,-99.228,-130.04
706,-77.895,-99.282,-128.5
707,-77.858,-99.306,-138.5
708,-77.856,-99.178,-152.52
709,-77.855,-98.886,-131.94
710,-77.793,-99.339,-134.74
711,-77.78,-99.189,-129.84
712,-77.746,-99.108,-127.7
713,-77.727,-99.308,-153.07
714,-77.7,-99.284,-133.45
715,-77.685,-99.339,-140.66
716,-77.651,-99.476,-139.19
717,-77.644,-99.268,-145.77
718,-77.628,-99.268,-132.34
719,-77.581,-99.166,-134.93
720,-77.572,-99.324,-143.73
721,-77.536,-99.256,-130.17
722,-77.523,-99.252,-123.57
723,-77.487,-99.227,-129.65
724,-77.467,-99.021,-131.76
725,-77.444,-99.093,-142.85
726,-77.408,-99.354,-136.81
727,-77.38,-99.172,-139.85
728,-77.356,-99.086,-133.45
729,-77.348,-99.075,-142.94
730,-77.335,-99.453,-129.89
731,-77.296,-99.206,-131.46
732,-77.275,-98.986,-146.55
733,-77.239,-99.117,-131.17
734,-77.212,-99.265,-142.99
735,-77.182,-99.094,-125.12
736,-77.173,-99.273,-123.31
737,-77.144,-99.187,-132.29
738,-77.112,-99.335,-132.82
739,-77.077,-99.151,-140.45
740,-77.047,-99.365,-130.4
741,-77.045,-99.227,-141.22
742,-77.008,-99.232,-132.07
743,-76.965,-99.147,-129.83
744,-76.947,-99.25,-144.05
745,-76.919,-99.529,-132.55
746,-76.921,-99.11,-130.44
747,-76.872,-99.463,-133.55
748,-76.843,-99.164,-141.48
749,-76.816,-99.241,-131.56
750,-76.776,-99.443,-129.45
751,-76.758,-99.322,-139.27
752,-76.742,-99.336,-133.32
753,-76.712,-99.26,-138.95
754,-76.674,-99.297,-134.07
755,-76.649,-99.213,-131
756,-76.614,-99.242,-144.1
757,-76.597,-99.062,-128.28
758,-76.558,-99.148,-139.04
759,-76.533,-99.247,-131.82
760,-76.514,-99.287,-127.46
761,-76.487,-99.343,-130.76
762,-76.459,-99.402,-127.69
763,-76.419,-99.324,-150.62
764,-76.413,-99.181,-132.09
765,-76.346,-99.26,-132.79
766,-76.334,-99.284,-127.41
767,-76.324,-98.974,-132.95
768,-76.273,-99.176,-127.98
769,-76.252,-98.813,-133.62
770,-76.207,-99.305,-138.54
771,-76.195,-99.179,-138.62
772,-76.152,-99.147,-133.44
773,-76.122,-98.988,-131.1
774,-76.109,-99.082,-131.12
775,-76.084,-99.241,-131.66
776,-76.041,-99.185,-154.26
777,-76,-99.25,-128.42
778,-75.987,-99.349,-132.54
779,-75.952,-99.249,-141.77
780,-75.913,-99.214,-141.75
781,-75.893,-99.096,-140.4
782,-75.859,-99.354,-131.89
783,-75.82,-99.262,-134.61
784,-75.793,-99.295,-129.69
785,-75.758,-99.089,-127.86
786,-75.721,-99.143,-132.02
787,-75.71,-99.089,-130.97
788,-75.652,-99.049,-132.8
789,-75.629,-99.332,-126.79
790,-75.586,-99.217,-129.59
791,-75.555,-99.145,-129.1
792,-75.522,-99.113,-148.05
793,-75.503,-98.969,-124.69
794,-75.467,-98.976,-136.96
795,-75.405,-99.273,-135.52
796,-75.388,-99.084,-141.94
797,-75.341,-99.268,-136.72
798,-75.326,-99.092,-131.37
799,-75.284,-99.067,-137.65
800,-75.241,-99.195,-136.37
801,-75.215,-99.415,-131.85
802,-75.18,-99.232,-136.82
803,-75.141,-99.152,-152.55
804,-75.12,-99.146,-134.17
805,-75.077,-99.474,-134.53
806,-75.04,-99.279,-140.49
807,-75.019,-99.205,-126.87
808,-74.963,-99.25,-127.62
809,-74.939,-99.138,-134.38
810,-74.902,-98.782,-143.35
811,-74.873,-99.223,-133.85
812,-74.825,-99.137,-133.27
813,-74.794,-99.194,-132.43
814,-74.759,-99.359,-130.25
815,-74.715,-99.169,-133.6
816,-74.677,-99.363,-127.09
817,-74.633,-99.012,-130.72
818,-74.597,-99.217,-135.71
819,-74.552,-99.437,-128.34
820,-74.532,-99.188,-129.56
821,-74.493,-98.96,-140.79
