f,s100,s410,s700
116,-79.485,-115.19,-129.41
117,-79.467,-115.02,-128.21
118,-79.49,-114.94,-126.36
119,-79.528,-116.61,-118.46
120,-79.489,-115.03,-130.57
121,-79.494,-117.14,-136.67
122,-79.481,-114.58,-128.44
123,-79.436,-117.3,-126.89
124,-79.467,-113.29,-136.31
125,-79.47,-116.5,-129.29
126,-79.447,-114.89,-132.8
127,-79.468,-118.75,-121.44
128,-79.453,-116.15,-131.65
129,-79.451,-114.18,-135.93
130,-79.423,-117.05,-128.69
131,-79.443,-114.87,-127.91
132,-79.454,-116.08,-135.03
133,-79.487,-116.49,-134.49
134,-79.475,-115.78,-137.22
135,-79.424,-114.25,-125.27
136,-79.454,-114.54,-140.24
137,-79.423,-114.65,-138.16
138,-79.455,-113.87,-135.47
139,-79.445,-116.2,-151.78
140,-79.423,-115.78,-128.87
141,-79.402,-114.82,-136.98
142,-79.426,-114.09,-125.87
143,-79.46,-112.48,-128.98
144,-79.417,-115.25,-126.52
145,-79.414,-117.27,-125.61
146,-79.434,-116.18,-133.3
147,-79.411,-116.68,-139.22
148,-79.433,-117.09,-127.2
149,-79.4,-114.31,-132.83
150,-79.399,-116.98,-124.7
151,-79.403,-114.47,-125.35
152,-79.376,-116.32,-128.3
153,-79.416,-119.34,-130.88
154,-79.412,-115.98,-127.93
155,-79.415,-116.74,-128.3
156,-79.399,-113.81,-129.19
157,-79.391,-116.28,-126.68
158,-79.426,-115.16,-130.19
159,-79.437,-117.94,-119.65
160,-79.286,-121.21,-140.66
161,-79.341,-114.85,-133.73
162,-79.364,-117.62,-128.14
163,-79.377,-115.98,-129.64
164,-79.355,-115.39,-130.03
165,-79.368,-115.57,-131.09
166,-79.354,-115.48,-142.51
167,-79.367,-114.49,-126.7
168,-79.36,-116.5,-126.21
169,-79.377,-115.16,-144.35
170,-79.333,-114.61,-129.43
171,-79.362,-116.6,-139.88
172,-79.327,-116.12,-128.96
173,-79.346,-115.94,-142.51
174,-79.336,-114.25,-133.7
175,-79.331,-117.26,-130.07
176,-79.346,-113.1,-130.62
177,-79.31,-118.13,-133.72
178,-79.327,-119,-127.72
179,-79.33,-115.72,-130.15
180,-79.317,-115.8,-131.95
181,-79.329,-115.49,-128.6
182,-79.33,-117.82,-141.84
183,-79.336,-115.97,-139.53
184,-79.299,-118.82,-129.16
185,-79.32,-114.93,-129.95
186,-79.282,-114.91,-126.2
187,-79.29,-115.4,-133.59
188,-79.289,-113.48,-135.47
189,-79.296,-115.68,-136.84
190,-79.293,-115.98,-140.77
191,-79.298,-117.16,-142.53
192,-79.313,-117.03,-136.05
193,-79.276,-113.64,-147.74
194,-79.263,-113.7,-123.94
195,-79.261,-115.9,-131.08
196,-79.226,-114.36,-133.64
197,-79.275,-114.92,-131.99
198,-79.272,-115.15,-124.93
199,-79.265,-117.5,-148.64
200,-79.243,-115.6,-142.13
201,-79.267,-114.8,-140.7
202,-79.273,-115.4,-133.25
203,-79.232,-115.73,-134.11
204,-79.235,-116.45,-132.11
205,-79.28,-116.44,-129.52
206,-79.238,-116,-140.11
207,-79.209,-114.96,-128.7
208,-79.197,-118.01,-143.85
209,-79.197,-115.83,-129.59
210,-79.2,-115.04,-131.16
211,-79.203,-114.3,-131.71
212,-79.251,-117.42,-125.56
213,-79.211,-115.28,-131.48
214,-79.189,-115.74,-129.95
215,-79.155,-116.19,-139.3
216,-79.201,-114.74,-127.55
217,-79.201,-117.14,-128.84
218,-79.183,-117.4,-134.31
219,-79.181,-114.18,-131.64
220,-79.174,-119.88,-133.58
221,-79.19,-115.61,-129
222,-79.161,-116.45,-128.56
223,-79.168,-115.63,-136.51
224,-79.168,-117.91,-134.51
225,-79.198,-116.6,-125.28
226,-79.191,-116.55,-125
227,-79.16,-115.7,-147.84
228,-79.132,-116.25,-130.13
229,-79.145,-116.33,-128.46
230,-79.136,-116.24,-136.98
231,-79.13,-115.7,-124.77
232,-79.143,-118.9,-127.83
233,-79.122,-117.55,-125.55
234,-79.118,-115.62,-135.49
235,-79.117,-115.96,-132.49
236,-79.136,-115.76,-127.09
237,-79.133,-114.38,-126.1
238,-79.091,-117.45,-131
239,-79.083,-117.71,-131.74
240,-79.111,-115.87,-136.97
241,-79.088,-116.72,-127.99
242,-79.099,-113.11,-127.41
243,-79.06,-114.89,-132.69
244,-79.06,-115.18,-135.36
245,-79.053,-115.32,-125.66
246,-79.076,-113.62,-131.57
247,-79.063,-114.77,-127.83
248,-79.095,-113,-136.04
249,-79.05,-117.11,-142.99
250,-79.06,-114.48,-131.36
251,-79.055,-114.95,-123.23
252,-79.05,-115.94,-133.38
253,-79.051,-115.2,-132.3
254,-79.046,-116.76,-137.02
255,-79.048,-117.56,-130.1
256,-79.043,-114.96,-139.06
257,-79.058,-115.1,-140.01
258,-79.039,-114.87,-127.05
259,-79.014,-113.23,-127.74
260,-79.006,-115.79,-130.63
261,-79.036,-115.22,-127.57
262,-78.985,-116.24,-130.78
263,-78.993,-117.25,-124.16
264,-78.977,-117.4,-138.57
265,-78.996,-115.78,-138.71
266,-78.959,-117.33,-131.97
267,-78.986,-114.33,-132.21
268,-78.995,-114.74,-130.41
269,-78.969,-116.36,-146.64
270,-78.952,-116.07,-131.24
271,-78.962,-115.62,-135.4
272,-78.944,-115.87,-155.36
273,-78.984,-114.01,-135.5
274,-78.943,-115.27,-134.04
275,-78.925,-116.83,-130.79
276,-78.955,-116.37,-125.69
277,-78.936,-114.31,-128.8
278,-78.932,-115.27,-133.49
279,-78.92,-114.76,-124.92
280,-78.915,-115.54,-131.35
281,-78.916,-115.75,-135.09
282,-78.918,-116.09,-127.49
283,-78.898,-113.71,-144.8
284,-78.874,-117.88,-136.92
285,-78.885,-116.38,-131.08
286,-78.895,-115.65,-129.61
287,-78.878,-115.68,-128.34
288,-78.866,-116.93,-126.99
289,-78.881,-116.76,-129.44
290,-78.84,-115.21,-131.97
291,-78.84,-114.73,-127.08
292,-78.847,-116.27,-128.88
293,-78.848,-117.06,-125.83
294,-78.83,-115.56,-136.51
295,-78.834,-116.64,-135.56
296,-78.842,-114.78,-130.49
297,-78.784,-114.7,-132.95
298,-78.819,-115.12,-148.94
299,-78.827,-116.37,-126.73
300,-78.816,-115.74,-137.64
301,-78.828,-115.56,-137.77
302,-78.809,-116.13,-137.94
303,-78.78,-114.79,-130.46
304,-78.816,-115.64,-138.83
305,-78.799,-115.86,-127.8
306,-78.735,-114.04,-137.98
307,-78.758,-116.15,-133.33
308,-78.739,-114.77,-126.64
309,-78.757,-113.75,-140.42
310,-78.754,-114.07,-138.01
311,-78.741,-113.57,-130.25
312,-78.751,-114.44,-132.31
313,-78.7,-115.7,-130.93
314,-78.744,-117.09,-130.93
315,-78.699,-116.24,-148.54
316,-78.711,-115.07,-129.01
317,-78.723,-114.81,-144.89
318,-78.715,-115.29,-126.36
319,-78.713,-115.67,-141.16
320,-78.7,-117.21,-134.11
321,-78.702,-115.35,-132.4
322,-78.676,-115.68,-136.58
323,-78.681,-114.65,-128.63
324,-78.675,-113.67,-127.89
325,-78.67,-118.14,-128.07
326,-78.663,-114.09,-138.96
327,-78.658,-115.74,-143.2
328,-78.661,-117.99,-130.34
329,-78.632,-116.09,-135.12
330,-78.639,-116.59,-133.21
331,-78.639,-114.69,-133.71
332,-78.589,-114.7,-144.05
333,-78.621,-114.4,-131.56
334,-78.614,-116.2,-137.56
335,-78.617,-114.48,-137.15
336,-78.577,-116.06,-128.12
337,-78.591,-114.48,-127.77
338,-78.568,-113.74,-131.79
339,-78.58,-112.81,-130.32
340,-78.549,-116.88,-122.83
341,-78.554,-116.21,-131.07
342,-78.535,-115.04,-131.64
343,-78.537,-116.49,-135.35
344,-78.545,-117.11,-133.09
345,-78.539,-113.89,-133.02
346,-78.527,-114.31,-127.09
347,-78.533,-116.74,-138.46
348,-78.568,-117.22,-129.97
349,-78.518,-115.57,-132.71
350,-78.517,-116.54,-127.37
351,-78.461,-114.6,-136.46
352,-78.503,-113.97,-131.46
353,-78.491,-116.16,-135.03
354,-78.503,-115.46,-135.75
355,-78.463,-116.21,-134.67
356,-78.481,-117.36,-132.26
357,-78.46,-115.78,-147.03
358,-78.422,-115.27,-134.21
359,-78.459,-115.96,-135.81
360,-78.439,-113.82,-129.58
361,-78.429,-115.52,-128.36
362,-78.402,-116.46,-130.72
363,-78.43,-115.8,-130.31
364,-78.426,-115.19,-132.06
365,-78.441,-115.29,-140.46
366,-78.392,-114.93,-132.84
367,-78.395,-115.6,-132.24
368,-78.374,-114.83,-131.53
369,-78.391,-115.82,-128.4
370,-78.375,-115.83,-136.98
371,-78.366,-115.99,-138.62
372,-78.343,-114.62,-132.22
373,-78.342,-116.15,-130.87
374,-78.318,-114.82,-130.74
375,-78.349,-116.39,-130.38
376,-78.309,-114.88,-141.66
377,-78.319,-113.93,-147.46
378,-78.314,-115.35,-126.16
379,-78.303,-115.89,-129.07
380,-78.294,-115.17,-127.14
381,-78.254,-115.04,-130.94
382,-78.254,-116.01,-135.29
383,-78.261,-114.66,-139.74
384,-78.262,-116.42,-129.43
385,-78.243,-115.76,-140.39
386,-78.238,-114.55,-136.01
387,-78.226,-115.79,-128.64
388,-78.225,-116.36,-143.35
389,-78.216,-118.9,-131.89
390,-78.219,-116.23,-138.3
391,-78.211,-116.93,-129.26
392,-78.21,-116.13,-128.79
393,-78.211,-116.46,-129.46
394,-78.197,-116.24,-133.02
395,-78.182,-115.49,-132.42
396,-78.144,-116.34,-141.62
397,-78.185,-114.89,-132.22
398,-78.191,-116.07,-136.87
399,-78.153,-116.18,-133.51
400,-78.146,-116.99,-128.43
401,-78.129,-115.56,-143.16
402,-78.1,-114.06,-132.13
403,-78.093,-114.87,-138.1
404,-78.135,-116.55,-138.28
405,-78.102,-117.32,-138.38
406,-78.104,-113.42,-125.72
407,-78.09,-115.37,-128.83
408,-78.066,-115.24,-141.62
409,-78.053,-116.1,-127.52
410,-78.061,-114.9,-129.15
411,-78.054,-115.37,-148.91
412,-78.043,-115.72,-144.68
413,-78.028,-115.81,-137.49
414,-78.036,-115.35,-132
415,-78.009,-113.01,-137.15
416,-78.039,-114.65,-137.18
417,-78.003,-116.27,-137.17
418,-78.008,-115.77,-134.32
419,-78.001,-114.82,-129.83
420,-77.966,-115.51,-128.54
421,-77.922,-116.86,-139.63
422,-77.966,-114.27,-139.86
423,-77.963,-116.12,-130.67
424,-77.947,-116.71,-132.45
425,-77.931,-116.22,-147.15
426,-77.896,-115.11,-128.65
427,-77.922,-115.74,-131.37
428,-77.921,-114.13,-132.42
429,-77.919,-114.74,-126.05
430,-77.905,-116,-127.33
431,-77.886,-115.71,-128.96
432,-77.88,-115.49,-142.21
433,-77.876,-116.59,-135.6
434,-77.845,-113.5,-129.89
435,-77.846,-116.45,-143.32
436,-77.854,-116.43,-137.34
437,-77.83,-115.43,-134.93
438,-77.825,-113.95,-132.62
439,-77.789,-114.49,-129.56
440,-77.808,-116.38,-129.92
441,-77.82,-115.6,-135.73
442,-77.786,-114.53,-139.08
443,-77.777,-116.36,-130.41
444,-77.776,-115.19,-136.28
445,-77.72,-115.97,-135.93
446,-77.757,-114.76,-124.94
447,-77.736,-114.85,-133.4
448,-77.724,-116.23,-135.36
449,-77.688,-115.29,-148.37
450,-77.719,-115.68,-137.85
451,-77.723,-116.69,-136.24
452,-77.701,-116.37,-126.73
453,-77.696,-116.4,-130.06
454,-77.686,-116.07,-123.55
455,-77.648,-117.06,-127.81
456,-77.66,-115.19,-130.38
457,-77.647,-116.71,-140.78
458,-77.628,-114.75,-133.41
459,-77.608,-116.54,-136.81
460,-77.629,-116.01,-138.23
461,-77.6,-115.11,-134.19
462,-77.626,-115.83,-133.88
463,-77.603,-114.08,-128.7
464,-77.572,-116.2,-134.66
465,-77.555,-116.38,-135.65
466,-77.564,-114.56,-127.08
467,-77.545,-115.86,-129.66
468,-77.539,-115.47,-127.47
469,-77.529,-113.05,-133.06
470,-77.521,-114.06,-138.87
471,-77.518,-115.26,-128.83
472,-77.488,-114.64,-138.44
473,-77.5,-115.82,-134.24
474,-77.472,-116.55,-133.37
475,-77.45,-114.17,-132.53
476,-77.44,-116.49,-133.25
477,-77.445,-114.55,-130.41
478,-77.448,-116.03,-139.9
479,-77.43,-114.58,-133.02
480,-77.421,-115.2,-141.89
481,-77.411,-114.94,-137.94
482,-77.389,-115.57,-135.86
483,-77.403,-116.52,-128.51
484,-77.368,-115.46,-141.95
485,-77.362,-115.26,-136.97
486,-77.344,-115.15,-129.16
487,-77.357,-117.63,-131.55
488,-77.329,-115.58,-129.57
489,-77.318,-113.99,-132.11
490,-77.301,-116.18,-130.15
491,-77.287,-114.09,-125.29
492,-77.298,-114.06,-129.91
493,-77.289,-114.86,-125.77
494,-77.306,-114.26,-131.5
495,-77.267,-114.77,-126.97
496,-77.278,-115.19,-134.45
497,-77.225,-115.21,-131.38
498,-77.222,-115.53,-136.86
499,-77.224,-117.54,-126.21
500,-77.198,-115.26,-137.76
501,-77.211,-114.87,-133.24
502,-77.186,-114.51,-132.23
503,-77.168,-116.14,-126.27
504,-77.153,-114.45,-126.99
505,-77.17,-114.49,-128.86
506,-77.121,-115.15,-137.25
507,-77.125,-116.1,-128.06
508,-77.097,-114.22,-127.96
509,-77.087,-116.63,-149.45
510,-77.08,-114.66,-134.08
511,-77.089,-113.15,-131.13
512,-77.079,-113.91,-134.55
513,-77.059,-115.01,-138.19
514,-77.039,-113.76,-132.63
515,-77.06,-115.84,-126.2
516,-77.022,-116.24,-135.55
517,-76.991,-114.74,-129.98
518,-77.006,-114.49,-128.62
519,-76.975,-116.35,-133.7
520,-76.992,-115.56,-132.36
521,-76.973,-116.35,-128.92
522,-76.956,-115.49,-152.61
523,-76.941,-115.33,-130.42
524,-76.928,-117.51,-130.36
525,-76.927,-117.05,-137.1
526,-76.907,-115.64,-133.76
527,-76.895,-115.03,-133.55
528,-76.915,-114.73,-142.8
529,-76.864,-115.46,-139
530,-76.872,-115.54,-127.21
531,-76.861,-114.03,-130.59
532,-76.842,-116.16,-133.37
533,-76.816,-115.25,-137.64
534,-76.817,-116.1,-144.73
535,-76.788,-114.99,-133.38
536,-76.785,-112.81,-128.63
537,-76.791,-117.46,-128.21
538,-76.763,-114.96,-130.34
539,-76.772,-115.54,-134.06
540,-76.754,-114.88,-134.5
541,-76.708,-116.84,-137.87
542,-76.696,-115.53,-138.92
543,-76.711,-115.82,-142.92
544,-76.701,-115.8,-131.94
545,-76.697,-115.6,-130.98
546,-76.644,-115.21,-132.48
547,-76.645,-115.04,-134.29
548,-76.665,-113.52,-128.67
549,-76.623,-116.26,-135.82
550,-76.62,-117.57,-132.11
551,-76.581,-114.93,-127.46
552,-76.574,-114.77,-132.23
553,-76.572,-117.2,-129.54
554,-76.545,-115.58,-139.88
555,-76.535,-116.29,-129.57
556,-76.544,-115.19,-132.84
557,-76.528,-115.06,-140.1
558,-76.502,-115.7,-134.27
559,-76.494,-116.1,-139.4
560,-76.474,-114.03,-134.15
561,-76.483,-115.75,-151.34
562,-76.441,-115.27,-131.98
563,-76.465,-114.97,-136.27
564,-76.421,-115.35,-131.93
565,-76.43,-115.41,-131.42
566,-76.403,-114.28,-133.33
567,-76.378,-115.07,-129.66
568,-76.369,-116.7,-130.25
569,-76.367,-116.22,-140.12
570,-76.336,-115.64,-128.6
571,-76.313,-114.63,-132.7
572,-76.328,-114.89,-131.21
573,-76.308,-114.82,-134.62
574,-76.272,-115.1,-129.86
575,-76.284,-114.78,-130.39
576,-76.255,-114.97,-131.6
577,-76.276,-114.81,-137.93
578,-76.216,-115.17,-129.23
579,-76.22,-114.74,-131.25
580,-76.198,-115.64,-131.88
581,-76.168,-117.1,-151.49
582,-76.148,-115.23,-132.42
583,-76.162,-115.05,-128.2
584,-76.151,-116.95,-130.01
585,-76.136,-115.84,-133.41
586,-76.125,-115.42,-133.2
587,-76.099,-115.23,-135.26
588,-76.106,-114.71,-151.94
589,-76.077,-114.69,-128.8
590,-76.076,-114.49,-140.76
591,-76.05,-117.9,-137.83
592,-76.045,-117.5,-135.72
593,-76.01,-114.08,-137.14
594,-75.989,-116.66,-131.27
595,-75.986,-116.22,-130.51
596,-75.977,-113.98,-132.02
597,-75.96,-113.46,-134.75
598,-75.943,-113.7,-131.59
599,-75.934,-114.22,-128.65
600,-75.924,-115.63,-126.88
601,-75.891,-114.79,-129.22
602,-75.88,-114.85,-131.72
603,-75.837,-115.41,-134.46
604,-75.85,-114.39,-130.75
605,-75.845,-115.46,-144.03
606,-75.837,-115.19,-130.91
607,-75.785,-115.42,-147.57
608,-75.779,-115.79,-125
609,-75.769,-114.5,-132.62
610,-75.752,-116.96,-130.16
611,-75.728,-114.71,-140.16
612,-75.726,-113.8,-144.57
613,-75.701,-115.47,-133.44
614,-75.69,-115.23,-133.88
615,-75.679,-115.34,-132.95
616,-75.653,-115.83,-142.11
617,-75.646,-114.64,-130.56
618,-75.626,-113.87,-135.05
619,-75.623,-115.08,-128.14
620,-75.574,-115.27,-135.33
621,-75.574,-115.55,-135.71
622,-75.554,-115.3,-132.52
623,-75.548,-115.21,-132.58
624,-75.536,-114.65,-129.48
625,-75.516,-115.1,-133.67
626,-75.502,-115.33,-130.13
627,-75.482,-114.76,-128.77
628,-75.461,-116.53,-132.62
629,-75.434,-114.71,-137.62
630,-75.42,-116.4,-141.01
631,-75.416,-115.13,-134.78
632,-75.406,-116.19,-132.81
633,-75.373,-116.51,-127.79
634,-75.355,-115.16,-133.45
635,-75.355,-116.55,-133.31
636,-75.322,-115.66,-128.17
637,-75.3,-114.18,-133.07
638,-75.296,-115.12,-129.22
639,-75.27,-115.81,-126.57
640,-75.271,-117.72,-142.2
641,-75.236,-115.7,-132.85
642,-75.218,-114.85,-133.27
643,-75.196,-116.62,-133.4
644,-75.177,-114.56,-132.31
645,-75.176,-115.58,-136.67
646,-75.155,-115.97,-130.7
647,-75.145,-114.14,-133.79
648,-75.122,-116.76,-133.29
649,-75.098,-114.98,-130.15
650,-75.08,-113.79,-132.89
651,-75.06,-114.74,-132.72
652,-75.047,-116.2,-126.5
653,-75.014,-117.67,-136.8
654,-75.003,-116.9,-127.17
655,-74.977,-113.77,-134.53
656,-74.975,-115.55,-135.36
657,-74.954,-115.04,-131.26
658,-74.907,-117.07,-138.14
659,-74.923,-114.69,-134.76
660,-74.909,-115.11,-137.39
661,-74.866,-113.56,-130.24
662,-74.87,-114.76,-131.47
663,-74.849,-115.17,-134.71
664,-74.829,-114.21,-127.47
665,-74.788,-116.5,-129.48
666,-74.773,-113.75,-132.02
667,-74.76,-116.1,-128.88
668,-74.726,-115.91,-141.04
669,-74.748,-115.65,-127.45
670,-74.69,-113.55,-136.01
671,-74.683,-116.18,-124.18
672,-74.679,-114.75,-127.25
673,-74.645,-116.52,-146.3
674,-74.625,-113.88,-133.57
675,-74.59,-115.38,-130.07
676,-74.592,-115.22,-131.52
677,-74.569,-114.31,-136.58
678,-74.553,-116.11,-135.73
679,-74.521,-115.03,-133.57
680,-74.509,-116.47,-132.19
681,-74.502,-114.21,-140
682,-74.478,-116.51,-130.01
683,-74.452,-115.67,-127.57
684,-74.414,-115.81,-125.52
685,-74.405,-114.97,-128.13
686,-74.381,-115.47,-139.05
687,-74.36,-112.85,-129.16
688,-74.329,-114.94,-128.91
689,-74.329,-112.76,-131.56
690,-74.3,-115.59,-164.63
691,-74.268,-114.67,-137.86
692,-74.248,-115.82,-134.6
693,-74.215,-115.14,-129.35
694,-74.207,-114.69,-128.9
695,-74.189,-115.78,-141.97
696,-74.172,-116.23,-135.3
697,-74.152,-115.58,-132.37
698,-74.115,-113.99,-136.97
699,-74.093,-116.03,-127.17
700,-74.08,-115.09,-141.88
701,-74.059,-114.78,-136.07
702,-74.044,-114.83,-127.02
703,-74.007,-115.14,-138.98
704,-74.002,-116.5,-134.86
705,-73.97,-114.36,-132.21
706,-73.956,-113.61,-129.36
707,-73.922,-115.4,-138.87
708,-73.906,-114.68,-127.98
709,-73.883,-114.81,-130.41
710,-73.853,-117.86,-126.65
711,-73.842,-116.07,-138.1
712,-73.796,-116.62,-132.59
713,-73.798,-115.89,-145.91
714,-73.775,-113.36,-127.93
715,-73.738,-115.97,-136.64
716,-73.721,-113.69,-130.3
717,-73.68,-114.74,-126.19
718,-73.657,-115.08,-129.31
719,-73.666,-115.79,-131.78
720,-73.639,-115.92,-133.12
721,-73.59,-114.96,-134.7
722,-73.588,-115.66,-128.18
723,-73.555,-114.89,-143.31
724,-73.536,-115.17,-131.9
725,-73.5,-114.34,-134.03
726,-73.489,-117.01,-131.23
727,-73.449,-114.75,-132.47
728,-73.432,-115.98,-131.89
729,-73.395,-115.2,-133.28
730,-73.385,-115.82,-131.67
731,-73.382,-114.07,-133.11
732,-73.335,-114.93,-136.08
733,-73.315,-113.59,-132.68
734,-73.285,-114.34,-144.93
735,-73.277,-113.83,-133.86
736,-73.244,-115.27,-133.86
737,-73.195,-115.97,-133.26
738,-73.195,-115.82,-142.06
739,-73.156,-114.91,-131.14
740,-73.132,-115.33,-135.48
741,-73.135,-113.82,-132.4
742,-73.087,-114.21,-132.05
743,-73.06,-114.45,-131.05
744,-73.022,-116.15,-128.1
745,-73.002,-116.01,-133.26
746,-72.969,-115.92,-126.74
747,-72.952,-115.55,-125.96
748,-72.928,-114.66,-139.55
749,-72.906,-115.25,-136.72
750,-72.874,-116.1,-133.05
751,-72.846,-114.56,-148.44
752,-72.806,-115.51,-133.39
753,-72.805,-115.66,-145
754,-72.755,-116.28,-139.8
755,-72.73,-115.69,-127.34
756,-72.702,-115.85,-130.55
757,-72.679,-114.19,-130.99
758,-72.645,-116.44,-127.72
759,-72.619,-116.24,-130.27
760,-72.583,-115.68,-147.81
761,-72.573,-114.48,-130.31
762,-72.548,-115.25,-142.29
763,-72.519,-114.67,-128.57
764,-72.479,-114.07,-157.49
765,-72.445,-116.41,-131.51
766,-72.435,-115.03,-139.92
767,-72.391,-115.91,-137.12
768,-72.365,-117.41,-134.95
769,-72.346,-113.97,-127.47
770,-72.3,-115.21,-129.03
771,-72.264,-115.53,-135.74
772,-72.241,-115.98,-135.99
773,-72.21,-114.3,-134.04
774,-72.204,-116.77,-126.38
775,-72.168,-114.94,-135.1
776,-72.123,-114.58,-136.13
777,-72.091,-115.47,-137.81
778,-72.069,-114.96,-133.27
779,-72.045,-115.45,-144.43
780,-72.019,-114.78,-136.96
781,-71.993,-116.09,-123.86
782,-71.947,-115.8,-128.5
783,-71.907,-115.58,-127.85
784,-71.876,-115.5,-135.22
785,-71.845,-116.69,-138.79
786,-71.807,-114.88,-134.42
787,-71.798,-116.19,-138.84
788,-71.753,-115.4,-134.33
789,-71.718,-113.9,-133.49
790,-71.684,-114.34,-146.4
791,-71.656,-116.52,-130.85
792,-71.615,-115.39,-128.11
793,-71.583,-115.43,-130.27
794,-71.56,-115.8,-135.37
795,-71.521,-115.02,-131.21
796,-71.497,-113.98,-127.26
797,-71.444,-114.54,-132.16
798,-71.416,-116.67,-127.74
799,-71.39,-114.52,-133.48
800,-71.357,-115.17,-135.74
801,-71.306,-115.67,-135.79
802,-71.288,-114.86,-134.62
803,-71.251,-115.26,-142.27
804,-71.219,-114.22,-131.24
805,-71.179,-113.55,-130.8
806,-71.15,-115.07,-132.7
807,-71.119,-115.56,-134.56
808,-71.077,-114.98,-130.02
809,-71.038,-116.17,-129.54
810,-70.999,-115.93,-129.12
811,-70.973,-114.96,-133.98
812,-70.936,-115.41,-136.03
813,-70.906,-115.78,-134.87
814,-70.868,-116.29,-129.27
815,-70.821,-115.36,-139.83
816,-70.791,-117.88,-133.43
817,-70.744,-114.4,-148.99
818,-70.71,-115.82,-129.74
819,-70.673,-114.62,-136.89
820,-70.63,-114.56,-127.82
821,-70.606,-116.19,-132.59
822,-70.551,-114.74,-150.33
823,-70.516,-115.33,-138.01
