f,xrms,xmean,xsnr
1063,0.015924,-0.015924,0.028739
1064,0.015936,-0.015934,7.6193
1065,0.015925,-0.015922,9.474
1066,0.015935,-0.015931,11.997
1067,0.015898,-0.015892,13.76
1068,0.015937,-0.015929,14.82
1069,0.015888,-0.015879,15.166
107,0.55893,-0.016032,66.274
1070,0.015885,-0.015875,15.66
1071,0.01593,-0.015919,15.613
1072,0.015869,-0.015858,17.529
1073,0.015954,-0.015944,17.442
1074,0.015957,-0.015948,17.102
1075,0.015953,-0.015945,16.452
1076,0.015996,-0.01599,15.053
1077,0.01596,-0.015955,13.789
1078,0.015948,-0.015945,12.003
1079,0.015946,-0.015944,8.9767
108,0.55992,-0.016095,69.771
1080,0.015949,-0.015948,5.1311
1081,0.015953,-0.015952,-6.9406
1082,0.015905,-0.015905,-4.7233
1083,0.015954,-0.015953,3.2379
1084,0.015974,-0.015973,7.7913
1085,0.015939,-0.015936,10.308
1086,0.015937,-0.015932,11.874
1087,0.015922,-0.015915,11.89
1088,0.015958,-0.01595,14.611
1089,0.015953,-0.015944,15.069
109,0.56096,-0.016007,72.631
1090,0.015949,-0.015938,15.454
1091,0.015905,-0.015894,16.341
1092,0.015894,-0.015883,18.194
1093,0.015905,-0.015895,16.829
1094,0.015928,-0.015919,16.52
1095,0.015912,-0.015904,16.127
1096,0.015907,-0.015901,14.668
1097,0.015938,-0.015934,13.191
1098,0.015916,-0.015913,11.51
1099,0.015912,-0.015911,8.4811
11,0.53884,-0.014325,71.83
110,0.56208,-0.015836,74.553
1100,0.015938,-0.015937,2.9817
1101,0.015946,-0.015945,-11.145
1102,0.015925,-0.015925,-1.9074
1103,0.015941,-0.01594,6.6443
1104,0.015916,-0.015914,8.6795
1105,0.015917,-0.015913,10.593
1106,0.015945,-0.01594,12.665
1107,0.015915,-0.015908,13.784
1108,0.015893,-0.015884,15.195
1109,0.015918,-0.015908,15.343
111,0.56323,-0.015935,75.195
1110,0.015921,-0.01591,16.153
1111,0.015907,-0.015896,15.986
1112,0.015915,-0.015904,16.479
1113,0.015927,-0.015917,15.318
1114,0.015944,-0.015934,15.762
1115,0.015906,-0.015899,16.045
1116,0.015898,-0.015892,14.829
1117,0.015916,-0.015912,13.17
1118,0.015936,-0.015933,12.01
1119,0.0159,-0.015898,8.8005
112,0.56438,-0.015718,74.799
1120,0.015913,-0.015913,3.3687
1121,0.015918,-0.015918,-5.1941
1122,0.015913,-0.015913,0.47328
1123,0.015879,-0.015878,5.6033
1124,0.01587,-0.015868,10.061
1125,0.015914,-0.01591,11.766
1126,0.015912,-0.015906,12.965
1127,0.015935,-0.015927,14.123
1128,0.015906,-0.015898,15.073
1129,0.015907,-0.015897,15.287
113,0.56542,-0.015725,75.38
1130,0.015937,-0.015927,15.762
1131,0.015962,-0.015951,16.056
1132,0.015915,-0.015905,13.345
1133,0.015922,-0.015912,15.434
1134,0.015959,-0.01595,14.511
1135,0.01592,-0.015913,15.567
1136,0.01592,-0.015915,13.861
1137,0.015951,-0.015947,11.959
1138,0.015928,-0.015926,10.073
1139,0.015958,-0.015957,4.9118
114,0.56647,-0.015896,74.706
1140,0.015923,-0.015923,-0.77813
1141,0.015896,-0.015896,-5.4382
1142,0.015927,-0.015927,2.9733
1143,0.015912,-0.01591,7.9028
1144,0.015943,-0.01594,11.726
1145,0.015995,-0.01599,11.856
1146,0.015935,-0.015929,13.01
1147,0.015985,-0.015978,12.442
1148,0.015982,-0.015974,15.03
1149,0.016021,-0.016011,15.903
115,0.56739,-0.015902,76.337
1150,0.016014,-0.016003,16.096
1151,0.015977,-0.015967,15.712
1152,0.015948,-0.015937,15.48
1153,0.015931,-0.015922,15.398
1154,0.01596,-0.015952,14.844
1155,0.015958,-0.015952,14.849
1156,0.01592,-0.015915,14.281
1157,0.015979,-0.015976,12.156
1158,0.015933,-0.015931,8.829
1159,0.015936,-0.015935,4.9831
116,0.56828,-0.015627,77.11
1160,0.015949,-0.015949,-3.2935
1161,0.015887,-0.015886,-6.0881
1162,0.015933,-0.015932,4.527
1163,0.015923,-0.015921,9.5442
1164,0.015915,-0.015912,12.431
1165,0.015898,-0.015893,13.306
1166,0.015944,-0.015938,13.84
1167,0.015959,-0.015951,14.374
1168,0.015998,-0.015989,15.1
1169,0.015981,-0.015971,14.021
117,0.56897,-0.016029,76.93
1170,0.016007,-0.015997,15.662
1171,0.015996,-0.015986,16.04
1172,0.015964,-0.015954,15.473
1173,0.015971,-0.015962,15.043
1174,0.015979,-0.015971,12.505
1175,0.015913,-0.015907,13.113
1176,0.015925,-0.01592,13.008
1177,0.015903,-0.0159,11.851
1178,0.015927,-0.015926,8.6735
1179,0.015938,-0.015937,3.7362
118,0.56954,-0.015837,75.057
1180,0.015896,-0.015896,-8.471
1181,0.015917,-0.015916,0.089011
1182,0.015908,-0.015907,6.0717
1183,0.015918,-0.015916,9.7706
1184,0.015893,-0.01589,11.711
1185,0.015892,-0.015887,11.637
1186,0.01591,-0.015903,13.636
1187,0.015911,-0.015903,14.789
1188,0.015952,-0.015942,12.768
1189,0.01592,-0.01591,15.84
119,0.56996,-0.015801,77.468
1190,0.015916,-0.015906,16.211
1191,0.01597,-0.01596,15.393
1192,0.01598,-0.015971,15.615
1193,0.015937,-0.015929,14.729
1194,0.015915,-0.015908,14.931
1195,0.015912,-0.015907,14.134
1196,0.015914,-0.015911,13.375
1197,0.015929,-0.015926,9.9951
1198,0.01592,-0.015919,7.3426
1199,0.015894,-0.015894,1.0747
12,0.53845,-0.015924,71.82
120,0.57025,-0.015833,77.026
1200,0.015911,-0.015911,-5.8674
1201,0.015936,-0.015935,1.4608
1202,0.015922,-0.015921,6.8615
1203,0.015953,-0.01595,10.604
1204,0.015918,-0.015914,13.57
1205,0.015942,-0.015937,13.197
1206,0.0159,-0.015893,11.961
1207,0.015978,-0.01597,15.188
1208,0.015946,-0.015936,15.592
1209,0.015942,-0.015932,16.316
121,0.57036,-0.015722,77.146
1210,0.015973,-0.015962,15.981
1211,0.015978,-0.015968,16.331
1212,0.015917,-0.015907,15.614
1213,0.015914,-0.015905,14.909
1214,0.015962,-0.015956,15.354
1215,0.015929,-0.015924,14.498
1216,0.015953,-0.01595,12.133
1217,0.01593,-0.015928,10.34
1218,0.015948,-0.015947,6.6848
1219,0.015894,-0.015894,-0.39603
122,0.57034,-0.015932,77.212
1220,0.015956,-0.015955,-11.429
1221,0.015936,-0.015936,3.1687
1222,0.015959,-0.015958,8.1396
1223,0.015939,-0.015937,11.475
1224,0.015975,-0.015971,13.695
1225,0.015931,-0.015926,13.418
1226,0.015954,-0.015946,11.713
1227,0.015913,-0.015905,15.25
1228,0.015933,-0.015923,15.492
1229,0.015935,-0.015925,16.236
123,0.57015,-0.015808,77.157
1230,0.015962,-0.015951,15.842
1231,0.015958,-0.015948,15.419
1232,0.016027,-0.016018,15.44
1233,0.015963,-0.015956,14.464
1234,0.015949,-0.015943,14.984
1235,0.015966,-0.015961,13.942
1236,0.015974,-0.015971,11.494
1237,0.015917,-0.015915,9.5048
1238,0.015971,-0.01597,4.845
1239,0.015963,-0.015963,-5.2365
124,0.56986,-0.016059,75.285
1240,0.015955,-0.015955,-2.7569
1241,0.015904,-0.015903,5.9942
1242,0.015978,-0.015976,9.3455
1243,0.015949,-0.015945,10.541
1244,0.015954,-0.015949,12.129
1245,0.015943,-0.015937,13.475
1246,0.01597,-0.015962,14.245
1247,0.015991,-0.015982,15.465
1248,0.015983,-0.015973,15.394
1249,0.015983,-0.015973,16.13
125,0.56936,-0.015755,75.249
1250,0.015999,-0.015989,16.085
1251,0.015953,-0.015943,15.552
1252,0.015964,-0.015955,16.264
1253,0.015933,-0.015926,16.276
1254,0.015952,-0.015946,15.307
1255,0.015949,-0.015945,13.966
1256,0.015953,-0.015951,12.241
1257,0.016017,-0.016016,8.5087
1258,0.015965,-0.015965,3.6427
1259,0.015949,-0.015949,-8.8335
126,0.5688,-0.015895,72.927
1260,0.015944,-0.015944,-0.83945
1261,0.015926,-0.015925,6.4021
1262,0.015936,-0.015934,8.4895
1263,0.015955,-0.015951,10.542
1264,0.015943,-0.015938,12.531
1265,0.01595,-0.015943,14.078
1266,0.015955,-0.015947,14.925
1267,0.015932,-0.015923,15.066
1268,0.015941,-0.015932,15.488
1269,0.016014,-0.016004,13.347
127,0.56809,-0.015916,75.055
1270,0.015981,-0.015971,15.845
1271,0.015968,-0.015959,15.138
1272,0.015954,-0.015946,16.492
1273,0.015959,-0.015953,15.791
1274,0.015947,-0.015942,14.684
1275,0.01597,-0.015967,12.489
1276,0.015979,-0.015977,10.817
1277,0.015968,-0.015967,7.6154
1278,0.01595,-0.01595,-1.9291
1279,0.015931,-0.015931,-9.4412
128,0.56727,-0.015915,75.705
1280,0.015944,-0.015944,2.5024
1281,0.015926,-0.015924,7.8852
1282,0.015938,-0.015935,9.2241
1283,0.01597,-0.015966,11.783
1284,0.015969,-0.015963,12.661
1285,0.015979,-0.015972,14.429
1286,0.015976,-0.015967,15.648
1287,0.015965,-0.015955,15.281
1288,0.016001,-0.015991,15.484
1289,0.015969,-0.015958,16.24
129,0.56646,-0.015998,75.68
1290,0.015945,-0.015935,15.257
1291,0.015939,-0.01593,15.503
1292,0.015924,-0.015916,16.378
1293,0.016001,-0.015994,15.489
1294,0.016043,-0.016038,14.051
1295,0.016007,-0.016004,12.698
1296,0.015986,-0.015984,10.327
1297,0.015973,-0.015972,6.1474
1298,0.015995,-0.015995,-1.681
1299,0.015968,-0.015968,-8.5261
13,0.53804,-0.017063,71.454
130,0.5656,-0.015878,75.216
1300,0.015971,-0.01597,3.1331
1301,0.016005,-0.016004,7.3478
1302,0.01601,-0.016007,10.379
1303,0.016001,-0.015997,11.675
1304,0.016013,-0.016007,13.463
1305,0.016008,-0.016001,14.298
1306,0.01596,-0.015951,15.432
1307,0.015969,-0.015959,14.969
1308,0.015956,-0.015946,15.467
1309,0.016006,-0.015996,17.95
131,0.56464,-0.015916,75.268
1310,0.016035,-0.016026,17.934
1311,0.016015,-0.016006,16.374
1312,0.015999,-0.015992,16.458
1313,0.016023,-0.016017,13.344
1314,0.015974,-0.01597,13.831
1315,0.015973,-0.01597,12.644
1316,0.015966,-0.015964,9.0112
1317,0.01596,-0.01596,3.0393
1318,0.015968,-0.015968,-7.5855
1319,0.015981,-0.01598,-4.201
132,0.5638,-0.016036,74.578
1320,0.015979,-0.015979,3.4216
1321,0.01594,-0.015938,5.5997
1322,0.015985,-0.015981,10.433
1323,0.016001,-0.015996,12.133
1324,0.016013,-0.016007,13.842
1325,0.015951,-0.015943,16.777
1326,0.015951,-0.015942,17.615
1327,0.01599,-0.01598,17.507
1328,0.015968,-0.015958,17.072
1329,0.015966,-0.015956,17.222
133,0.5629,-0.016035,75.072
1330,0.015967,-0.015958,17.631
1331,0.01597,-0.015962,14.576
1332,0.015984,-0.015977,16.354
1333,0.016032,-0.016026,13.413
1334,0.015972,-0.015969,10.855
1335,0.015982,-0.01598,8.8156
1336,0.015985,-0.015984,6.2241
1337,0.015956,-0.015955,0.39341
1338,0.015928,-0.015928,-10.472
1339,0.015954,-0.015953,-0.48303
134,0.56213,-0.015919,55.3
1340,0.015958,-0.015957,6.0494
1341,0.01601,-0.016007,10.084
1342,0.015946,-0.015943,13.069
1343,0.015971,-0.015965,14.638
1344,0.01597,-0.015963,16.187
1345,0.015953,-0.015944,17.534
1346,0.015965,-0.015955,17.639
1347,0.015955,-0.015944,17.409
1348,0.015953,-0.015942,17.494
1349,0.015947,-0.015936,16.102
135,0.56141,-0.01585,55.66
1350,0.015995,-0.015985,15.69
1351,0.015974,-0.015965,14.894
1352,0.015949,-0.015942,14.112
1353,0.015985,-0.01598,13.722
1354,0.015975,-0.015971,11.367
1355,0.015928,-0.015925,9.6479
1356,0.015939,-0.015938,6.2509
1357,0.015961,-0.015961,0.056887
1358,0.015965,-0.015965,-7.5246
1359,0.015928,-0.015927,1.9498
136,0.56082,-0.01604,56.147
1360,0.015899,-0.015897,5.8543
1361,0.015911,-0.015909,10.503
1362,0.015938,-0.015934,13.392
1363,0.015926,-0.01592,15.021
1364,0.015944,-0.015937,16.259
1365,0.015974,-0.015964,15.902
1366,0.015933,-0.015922,16.053
1367,0.015999,-0.015987,14.105
1368,0.015968,-0.015957,16.571
1369,0.015942,-0.015931,16.54
137,0.56029,-0.015833,56.88
1370,0.015908,-0.015898,13.076
1371,0.015937,-0.015927,15.685
1372,0.015953,-0.015945,14.968
1373,0.015932,-0.015926,15.039
1374,0.015918,-0.015913,13.522
1375,0.015934,-0.015932,11.961
1376,0.015947,-0.015946,7.7546
1377,0.015975,-0.015974,2.8678
1378,0.015979,-0.015979,-6.7889
1379,0.015982,-0.015981,0.14681
138,0.55991,-0.01587,57.838
1380,0.015945,-0.015944,7.5668
1381,0.015954,-0.015952,8.5472
1382,0.015949,-0.015945,10.484
1383,0.015954,-0.015948,13.01
1384,0.015966,-0.015959,14.426
1385,0.016032,-0.016023,15.123
1386,0.016012,-0.016002,15.149
1387,0.015991,-0.01598,16.246
1388,0.015965,-0.015954,16.092
1389,0.016019,-0.016009,15.478
139,0.55963,-0.015903,59.059
1390,0.016013,-0.016003,14.252
1391,0.015994,-0.015986,16.241
1392,0.016002,-0.015995,15.084
1393,0.016033,-0.016028,14.741
1394,0.01602,-0.016017,12.271
1395,0.016012,-0.01601,9.5674
1396,0.015971,-0.01597,6.2585
1397,0.015985,-0.015984,-0.90784
1398,0.015994,-0.015994,-10.984
1399,0.015956,-0.015955,2.0209
14,0.53693,-0.015541,71.618
140,0.55958,-0.015755,60.481
1400,0.015977,-0.015975,6.6049
1401,0.015964,-0.015961,10.189
1402,0.016006,-0.016001,11.809
1403,0.016007,-0.016001,13.661
1404,0.016005,-0.015997,14.29
1405,0.016021,-0.016012,15.398
1406,0.016,-0.01599,13.238
1407,0.016033,-0.016023,15.54
1408,0.016031,-0.01602,18.12
1409,0.015943,-0.015933,17.478
141,0.55963,-0.01592,62.228
1410,0.016017,-0.016008,16.222
1411,0.015964,-0.015956,16.303
1412,0.016029,-0.016022,15.067
1413,0.015997,-0.015993,14.521
1414,0.016002,-0.015999,12.666
1415,0.016008,-0.016006,9.3596
1416,0.016026,-0.016025,4.1905
1417,0.016021,-0.016021,-5.143
1418,0.01598,-0.01598,-8.0381
1419,0.016013,-0.016012,2.7241
142,0.55986,-0.015957,64.279
1420,0.016006,-0.016004,7.0643
1421,0.016042,-0.016039,10.379
1422,0.016024,-0.01602,11.83
1423,0.016005,-0.015999,13.706
1424,0.016013,-0.016005,14.462
1425,0.016005,-0.015996,16.71
1426,0.015981,-0.015971,16.577
1427,0.016024,-0.016013,18.163
1428,0.016054,-0.016043,17.038
1429,0.016037,-0.016027,17.986
143,0.56023,-0.015886,66.679
1430,0.015996,-0.015987,17.014
1431,0.016006,-0.015998,16.488
1432,0.016011,-0.016005,15.948
1433,0.016012,-0.016007,11.946
1434,0.01602,-0.016016,11.956
1435,0.015969,-0.015967,9.9121
1436,0.015915,-0.015914,3.6448
1437,0.015952,-0.015952,-4.1245
1438,0.015942,-0.015942,-7.0082
1439,0.015997,-0.015996,2.2213
144,0.56073,-0.015772,69.257
1440,0.015984,-0.015982,7.8407
1441,0.016008,-0.016005,9.8983
1442,0.015923,-0.015918,12.566
1443,0.015966,-0.01596,13.63
1444,0.015927,-0.015919,16.206
1445,0.015973,-0.015964,17.424
1446,0.015978,-0.015968,17.122
1447,0.016019,-0.016009,17.859
1448,0.016032,-0.016021,17.445
1449,0.015988,-0.015978,16.941
145,0.56138,-0.015733,71.965
1450,0.015972,-0.015963,16.892
1451,0.015957,-0.01595,15.902
1452,0.01596,-0.015954,12.624
1453,0.015965,-0.01596,11.725
1454,0.016006,-0.016003,9.7332
1455,0.01597,-0.015969,7.5975
1456,0.01597,-0.015969,1.0506
1457,0.015989,-0.015988,-12.374
1458,0.016029,-0.016028,-3.5703
1459,0.015973,-0.015972,4.3793
146,0.56218,-0.01597,74.371
1460,0.016001,-0.015999,8.2473
1461,0.016004,-0.016001,13.008
1462,0.015969,-0.015964,14.869
1463,0.015977,-0.01597,15.63
1464,0.015999,-0.015991,16.816
1465,0.016012,-0.016002,16.91
1466,0.016004,-0.015994,17.182
1467,0.016024,-0.016013,17.804
1468,0.016006,-0.015995,17.449
1469,0.016022,-0.016012,16.504
147,0.56303,-0.015935,74.525
1470,0.016024,-0.016014,16
1471,0.016061,-0.016053,14.899
1472,0.015957,-0.015951,13.987
1473,0.016023,-0.016018,11.943
1474,0.016019,-0.016016,10.757
1475,0.015984,-0.015982,7.23
1476,0.016026,-0.016025,3.776
1477,0.016034,-0.016033,-3.6195
1478,0.015981,-0.015981,-7.0552
1479,0.015976,-0.015976,4.0464
148,0.56404,-0.015771,75.078
1480,0.015995,-0.015994,9.2173
1481,0.016025,-0.016022,11.409
1482,0.016045,-0.016041,12.559
1483,0.016026,-0.01602,15.369
1484,0.016068,-0.016061,16.132
1485,0.016056,-0.016048,14.604
1486,0.016041,-0.016032,15.726
1487,0.016004,-0.015994,15.668
1488,0.016024,-0.016014,15.047
1489,0.016049,-0.01604,15.214
149,0.56506,-0.015978,75.847
1490,0.016028,-0.01602,14.792
1491,0.01597,-0.015964,13.71
1492,0.015986,-0.015981,13.047
1493,0.015974,-0.01597,10.833
1494,0.016034,-0.016031,8.8674
1495,0.016015,-0.016014,7.7176
1496,0.016059,-0.016059,2.4668
1497,0.016028,-0.016028,-3.8491
1498,0.016035,-0.016035,0.40857
1499,0.016009,-0.016008,6.7228
15,0.5361,-0.01469,71.2
150,0.56612,-0.015996,75.539
1500,0.016062,-0.01606,9.7629
1501,0.016026,-0.016023,10.664
1502,0.016045,-0.016041,12.059
1503,0.016042,-0.016036,13.571
1504,0.01605,-0.016043,14.416
1505,0.01604,-0.016032,14.692
1506,0.015993,-0.015984,12.703
1507,0.016005,-0.015996,15.046
1508,0.016,-0.015991,16.396
1509,0.015987,-0.015979,16.343
151,0.56717,-0.015907,74.852
1510,0.015957,-0.01595,15.399
1511,0.01599,-0.015984,15.209
1512,0.015992,-0.015988,12.951
1513,0.015951,-0.015948,10.286
1514,0.016005,-0.016003,7.0879
1515,0.01602,-0.016019,6.0031
1516,0.015968,-0.015968,-1.9995
1517,0.016012,-0.016011,-7.4301
1518,0.015974,-0.015973,4.0903
1519,0.015998,-0.015996,6.6983
152,0.56823,-0.01586,75.246
1520,0.016038,-0.016035,9.8324
1521,0.015997,-0.015993,12.149
1522,0.015995,-0.015989,13.663
1523,0.016014,-0.016007,13.249
1524,0.015995,-0.015987,15.113
1525,0.01601,-0.016001,14.685
1526,0.016062,-0.016052,15.201
1527,0.016021,-0.016011,15.617
1528,0.016047,-0.016038,16.623
1529,0.016049,-0.016041,16.989
153,0.56928,-0.015896,75.472
1530,0.016074,-0.016066,16.251
1531,0.016019,-0.016013,14.909
1532,0.015988,-0.015983,13.934
1533,0.016033,-0.016029,10.05
1534,0.01605,-0.016048,10.049
1535,0.016042,-0.016042,6.2821
1536,0.016045,-0.016044,-2.3091
1537,0.01599,-0.01599,-8.2964
1538,0.016024,-0.016023,3.8568
1539,0.016002,-0.016,7.5912
154,0.57022,-0.015799,75.193
1540,0.016044,-0.016041,10.087
1541,0.016039,-0.016035,11.015
1542,0.016036,-0.01603,12.511
1543,0.016025,-0.016018,13.991
1544,0.016064,-0.016056,15.03
1545,0.016029,-0.016019,15.601
1546,0.015978,-0.015968,15.649
1547,0.016007,-0.015997,15.841
1548,0.01599,-0.015981,17.689
1549,0.016002,-0.015993,16.901
155,0.57115,-0.01592,74.73
1550,0.015975,-0.015968,16.823
1551,0.016019,-0.016013,14.526
1552,0.01603,-0.016025,14.312
1553,0.015993,-0.01599,12.524
1554,0.015987,-0.015985,9.6421
1555,0.015999,-0.015999,6.6787
1556,0.015952,-0.015951,-2.7381
1557,0.01596,-0.01596,-6.7468
1558,0.01596,-0.01596,3.8146
1559,0.015992,-0.015991,7.13
156,0.57198,-0.015979,77.037
1560,0.016012,-0.016009,10.477
1561,0.016006,-0.016002,11.64
1562,0.016013,-0.016008,10.929
1563,0.015997,-0.01599,13.846
1564,0.016032,-0.016023,15.037
1565,0.016008,-0.015998,15.77
1566,0.015989,-0.015979,15.345
1567,0.015995,-0.015985,15.559
1568,0.016019,-0.016009,16.033
1569,0.016028,-0.01602,17.222
157,0.57263,-0.015757,77.1
1570,0.016046,-0.016038,16.105
1571,0.015999,-0.015993,15.371
1572,0.015998,-0.015994,14.591
1573,0.016053,-0.01605,9.8865
1574,0.01606,-0.016059,9.1271
1575,0.01604,-0.016039,4.648
1576,0.016036,-0.016035,-3.2442
1577,0.016005,-0.016005,-5.5262
1578,0.015979,-0.015978,2.3284
1579,0.016022,-0.01602,7.2368
158,0.57319,-0.015905,77.276
1580,0.015969,-0.015966,10.29
1581,0.015954,-0.015949,11.826
1582,0.016005,-0.015999,13.842
1583,0.015974,-0.015967,14.569
1584,0.016008,-0.015999,14.865
1585,0.015965,-0.015955,15.624
1586,0.015981,-0.015971,15.896
1587,0.015993,-0.015982,16.903
1588,0.015993,-0.015983,18.014
1589,0.016001,-0.015992,17.129
159,0.57357,-0.015894,76.732
1590,0.015986,-0.015979,16.238
1591,0.016007,-0.016001,15.044
1592,0.016028,-0.016024,14.368
1593,0.016005,-0.016002,12.223
1594,0.015958,-0.015956,9.327
1595,0.015964,-0.015963,5.2688
1596,0.015969,-0.015969,-3.347
1597,0.015964,-0.015964,-6.7712
1598,0.015969,-0.015968,0.22265
1599,0.015956,-0.015955,-10.994
16,0.53596,-0.015773,71.145
160,0.57387,-0.016028,74.956
1600,0.015958,-0.015955,10.258
1601,0.015975,-0.015971,11.531
1602,0.015936,-0.01593,13.61
1603,0.015945,-0.015938,14.457
1604,0.016047,-0.016039,15.501
1605,0.016023,-0.016014,15.571
1606,0.016038,-0.016028,17.585
1607,0.01599,-0.01598,15.248
1608,0.016009,-0.015999,18.01
1609,0.015975,-0.015967,17.29
161,0.57395,-0.016002,77.487
1610,0.016001,-0.015994,15.848
1611,0.015987,-0.015981,15.255
1612,0.01598,-0.015975,13.783
1613,0.016009,-0.016006,11.918
1614,0.015997,-0.015995,8.8158
1615,0.016009,-0.016008,5.4298
1616,0.016023,-0.016023,-4.9629
1617,0.015967,-0.015966,-6.7086
1618,0.015982,-0.015981,2.9232
1619,0.015962,-0.015961,7.7419
162,0.57385,-0.015785,77.249
1620,0.015974,-0.015971,9.9902
1621,0.015949,-0.015945,12.175
1622,0.01597,-0.015964,13.894
1623,0.015937,-0.01593,14.226
1624,0.015964,-0.015955,14.968
1625,0.015975,-0.015966,15.415
1626,0.015995,-0.015985,16.137
1627,0.01601,-0.016,17.642
1628,0.016033,-0.016024,17.236
1629,0.016023,-0.016015,17.221
163,0.57368,-0.015879,76.874
1630,0.016037,-0.01603,15.964
1631,0.016074,-0.016068,14.872
1632,0.016024,-0.01602,13.845
1633,0.016033,-0.01603,12.11
1634,0.015978,-0.015976,8.284
1635,0.015999,-0.015998,4.3236
1636,0.016049,-0.016048,-9.5517
1637,0.016045,-0.016045,-3.3477
1638,0.016002,-0.016001,4.1717
1639,0.016005,-0.016003,8.4664
164,0.5733,-0.015956,76.304
1640,0.015977,-0.015974,11.321
1641,0.016025,-0.01602,13.538
1642,0.015997,-0.015991,14.068
1643,0.016005,-0.015997,12.324
1644,0.015997,-0.015987,15.392
1645,0.016049,-0.016039,16.313
1646,0.016012,-0.016001,16.448
1647,0.015986,-0.015976,15.198
1648,0.016004,-0.015994,17.058
1649,0.015999,-0.01599,17.247
165,0.57282,-0.016018,75.173
1650,0.016001,-0.015993,16.174
1651,0.016003,-0.015997,15.394
1652,0.016038,-0.016034,13.675
1653,0.015994,-0.015991,12.223
1654,0.016025,-0.016023,9.5746
1655,0.016103,-0.016102,5.4368
1656,0.015986,-0.015986,-3.9656
1657,0.015994,-0.015994,-6.3294
1658,0.016038,-0.016037,3.1346
1659,0.016046,-0.016045,8.7452
166,0.57219,-0.016037,76.912
1660,0.016052,-0.01605,9.8465
1661,0.016044,-0.01604,12.397
1662,0.016014,-0.016008,11.135
1663,0.016057,-0.01605,14.293
1664,0.01607,-0.016062,15.48
1665,0.016096,-0.016087,15.062
1666,0.016059,-0.01605,15.269
1667,0.016083,-0.016073,15.689
1668,0.016072,-0.016063,14.956
1669,0.016066,-0.016058,16.802
167,0.57147,-0.015911,76.615
1670,0.016029,-0.016022,15.851
1671,0.016015,-0.016009,13.908
1672,0.016049,-0.016045,13.977
1673,0.016066,-0.016063,10.302
1674,0.016024,-0.016022,8.763
1675,0.016001,-0.016001,3.9828
1676,0.016016,-0.016015,-6.0148
1677,0.016038,-0.016038,-2.6923
1678,0.01601,-0.016009,3.6691
1679,0.016044,-0.016043,7.7766
168,0.57063,-0.015927,77.218
1680,0.016057,-0.016054,9.831
1681,0.016011,-0.016007,11.988
1682,0.016013,-0.016007,12.928
1683,0.016018,-0.016011,13.539
1684,0.01605,-0.016042,15.109
1685,0.015995,-0.015986,14.783
1686,0.015989,-0.01598,15.502
1687,0.016032,-0.016023,16.773
1688,0.016054,-0.016045,16.884
