f,xrms,xmean,xsnr
1076,0.01534,-0.01534,-11.085
1077,0.015377,-0.015376,-10.424
1078,0.015387,-0.015387,-12.474
1079,0.015414,-0.015414,-10.105
108,0.55291,-0.015723,69.684
1080,0.015383,-0.015383,-11.068
1081,0.01535,-0.015349,-13.4
1082,0.015378,-0.015377,-13.078
1083,0.015401,-0.015401,-12.756
1084,0.015367,-0.015367,-15.138
1085,0.015371,-0.015371,-15.093
1086,0.01536,-0.01536,-13.24
1087,0.015372,-0.015372,-11.149
1088,0.015356,-0.015356,-12.462
1089,0.01537,-0.01537,-11.187
109,0.55389,-0.015352,72.274
1090,0.015333,-0.015332,-10.072
1091,0.015343,-0.015343,-12.728
1092,0.015393,-0.015392,-13.933
1093,0.015356,-0.015356,-7.8118
1094,0.015351,-0.015351,-10.361
1095,0.015364,-0.015363,-14.758
1096,0.015375,-0.015375,-9.9309
1097,0.015393,-0.015393,-9.793
1098,0.015342,-0.015342,-10.355
1099,0.01536,-0.01536,-10.714
11,0.52837,-0.014467,70.052
110,0.55491,-0.015493,72.588
1100,0.015332,-0.015332,-11.581
1101,0.015378,-0.015378,-10.241
1102,0.015344,-0.015344,-13.75
1103,0.015358,-0.015357,-8.6485
1104,0.015413,-0.015412,-12.746
1105,0.015313,-0.015313,-13.77
1106,0.015329,-0.015329,-10.102
1107,0.015333,-0.015333,-8.7383
1108,0.015377,-0.015376,-9.1581
1109,0.015322,-0.015321,-10.527
111,0.55598,-0.015402,72.831
1110,0.015401,-0.015401,-10.975
1111,0.01538,-0.015379,-10.466
1112,0.015373,-0.015373,-11.768
1113,0.015418,-0.015417,-10.238
1114,0.01538,-0.015379,-11.268
1115,0.015369,-0.015369,-11.485
1116,0.015346,-0.015345,-11.122
1117,0.015362,-0.015362,-10.706
1118,0.015334,-0.015334,-13.893
1119,0.015417,-0.015416,-12.728
112,0.55696,-0.015312,73.403
1120,0.015401,-0.0154,-11.529
1121,0.01531,-0.01531,-14.15
1122,0.015334,-0.015333,-9.2424
1123,0.015402,-0.015402,-11.475
1124,0.015393,-0.015393,-10.598
1125,0.015393,-0.015393,-12.536
1126,0.015418,-0.015418,-11.572
1127,0.015407,-0.015407,-12.432
1128,0.015327,-0.015327,-13.125
1129,0.015405,-0.015405,-12.066
113,0.55791,-0.015345,72.99
1130,0.015434,-0.015434,-11.058
1131,0.01546,-0.015459,-13.453
1132,0.015396,-0.015395,-12.784
1133,0.01539,-0.01539,-16.818
1134,0.015366,-0.015366,-10.447
1135,0.015368,-0.015368,-7.2074
1136,0.015345,-0.015344,-13.181
1137,0.015403,-0.015403,-12.651
1138,0.015358,-0.015357,-10.378
1139,0.015335,-0.015335,-13.978
114,0.55889,-0.015528,73.165
1140,0.015382,-0.015382,-12.976
1141,0.015331,-0.015331,-10.633
1142,0.015377,-0.015377,-12.465
1143,0.015338,-0.015338,-12.727
1144,0.015389,-0.015389,-13.879
1145,0.015349,-0.015349,-12.375
1146,0.015401,-0.015401,-9.3135
1147,0.015414,-0.015414,-11.781
1148,0.015446,-0.015446,-15.32
1149,0.015481,-0.015481,-11.784
115,0.55973,-0.015719,72.562
1150,0.015469,-0.015469,-11.14
1151,0.015406,-0.015406,-12.835
1152,0.01539,-0.015389,-11.501
1153,0.015387,-0.015387,-12.956
1154,0.015408,-0.015407,-10.534
1155,0.015372,-0.015372,-12.455
1156,0.015415,-0.015415,-10.923
1157,0.015368,-0.015368,-9.6294
1158,0.015375,-0.015375,-10.121
1159,0.015342,-0.015341,-6.0268
116,0.56045,-0.015782,73.346
1160,0.015463,-0.015462,-12.983
1161,0.015406,-0.015405,-11.391
1162,0.015448,-0.015448,-12.641
1163,0.015374,-0.015374,-10.245
1164,0.015374,-0.015374,-11.165
1165,0.015397,-0.015397,-9.8345
1166,0.01539,-0.01539,-12.66
1167,0.015336,-0.015336,-11.506
1168,0.015403,-0.015403,-11.137
1169,0.01542,-0.01542,-12.569
117,0.56102,-0.015338,71.731
1170,0.015397,-0.015397,-11.626
1171,0.015386,-0.015386,-11.014
1172,0.01534,-0.01534,-8.8331
1173,0.01541,-0.015409,-12.246
1174,0.015346,-0.015346,-8.2428
1175,0.015375,-0.015375,-8.9808
1176,0.01537,-0.01537,-9.0405
1177,0.015355,-0.015355,-9.8312
1178,0.015407,-0.015406,-13.817
1179,0.015414,-0.015413,-9.1868
118,0.56154,-0.015562,73.59
1180,0.015349,-0.015348,-13.039
1181,0.015393,-0.015393,-12.293
1182,0.01535,-0.015349,-12.456
1183,0.015399,-0.015399,-11.592
1184,0.015343,-0.015342,-15.962
1185,0.015339,-0.015339,-11.894
1186,0.015374,-0.015374,-12.943
1187,0.01535,-0.01535,-10.913
1188,0.015362,-0.015361,-11.415
1189,0.01536,-0.01536,-10.514
119,0.5619,-0.01564,73.606
1190,0.015366,-0.015366,-10.118
1191,0.015317,-0.015316,-9.416
1192,0.01538,-0.01538,-13.155
1193,0.015352,-0.015351,-9.4975
1194,0.015348,-0.015348,-10.36
1195,0.015318,-0.015317,-11.257
1196,0.015341,-0.015341,-12.068
1197,0.01535,-0.01535,-14.649
1198,0.015347,-0.015346,-12.201
1199,0.01533,-0.015329,-11.925
12,0.52873,-0.015759,69.969
120,0.56208,-0.015656,75.492
1200,0.015316,-0.015316,-11.453
1201,0.015353,-0.015353,-13.906
1202,0.015393,-0.015393,-11.966
1203,0.015308,-0.015308,-8.6985
1204,0.015385,-0.015384,-10.681
1205,0.015405,-0.015405,-12.666
1206,0.015394,-0.015394,-8.2686
1207,0.015354,-0.015354,-7.8749
1208,0.015471,-0.01547,-8.7407
1209,0.015375,-0.015375,-12.373
121,0.56207,-0.015675,75.347
1210,0.015402,-0.015402,-10.15
1211,0.015438,-0.015438,-12.844
1212,0.015384,-0.015384,-12.074
1213,0.015432,-0.015431,-10.494
1214,0.015432,-0.015432,-10.546
1215,0.015341,-0.015341,-8.2694
1216,0.015423,-0.015423,-8.8285
1217,0.015377,-0.015377,-12.692
1218,0.015386,-0.015386,-14.477
1219,0.015415,-0.015414,-13.229
122,0.56196,-0.015575,75.279
1220,0.015359,-0.015359,-12.662
1221,0.015386,-0.015386,-13.968
1222,0.015336,-0.015336,-7.6483
1223,0.015331,-0.015331,-8.6532
1224,0.015385,-0.015385,-9.4995
1225,0.015327,-0.015327,-8.7928
1226,0.015328,-0.015328,-9.2852
1227,0.015376,-0.015376,-12.235
1228,0.015318,-0.015317,-9.9886
1229,0.015371,-0.015371,-10.925
123,0.56168,-0.015512,75.137
1230,0.015398,-0.015398,-11.389
1231,0.015368,-0.015367,-11.729
1232,0.015356,-0.015356,-10.462
1233,0.015344,-0.015343,-13.783
1234,0.015387,-0.015387,-9.4853
1235,0.015364,-0.015363,-13.392
1236,0.015371,-0.015371,-10.715
1237,0.015348,-0.015347,-11.284
1238,0.015371,-0.015371,-9.2212
1239,0.015373,-0.015372,-10.884
124,0.56133,-0.015744,75.868
1240,0.015413,-0.015413,-12.117
1241,0.015379,-0.015379,-11.38
1242,0.015414,-0.015414,-11.55
1243,0.015415,-0.015415,-10.695
1244,0.015402,-0.015402,-11.886
1245,0.015413,-0.015413,-11.305
1246,0.015439,-0.015439,-13.941
1247,0.015404,-0.015404,-12.899
1248,0.015327,-0.015327,-9.2229
1249,0.015363,-0.015363,-12.158
125,0.56076,-0.015425,76.035
1250,0.015392,-0.015392,-13.442
1251,0.015375,-0.015374,-10.552
1252,0.015357,-0.015357,-11.692
1253,0.015402,-0.015402,-12.961
1254,0.015394,-0.015393,-10.508
1255,0.015398,-0.015397,-9.0886
1256,0.015362,-0.015362,-14.07
1257,0.015382,-0.015382,-11.061
1258,0.015425,-0.015425,-9.2453
1259,0.015362,-0.015362,-11.731
126,0.56014,-0.015504,75.387
1260,0.015386,-0.015385,-12.88
1261,0.015386,-0.015386,-11.828
1262,0.015343,-0.015343,-11.579
1263,0.01533,-0.01533,-11.529
1264,0.015366,-0.015365,-11.066
1265,0.015369,-0.015369,-12.363
1266,0.01536,-0.01536,-10.544
1267,0.015325,-0.015325,-11.521
1268,0.015336,-0.015336,-12.889
1269,0.015387,-0.015387,-12.654
127,0.55931,-0.015517,75.266
1270,0.015354,-0.015354,-10.786
1271,0.015363,-0.015363,-10.644
1272,0.015415,-0.015415,-10.576
1273,0.015336,-0.015336,-9.6526
1274,0.015302,-0.015302,-13.206
1275,0.015373,-0.015372,-10.913
1276,0.015329,-0.015328,-11.581
1277,0.015385,-0.015384,-11.884
1278,0.015349,-0.015349,-12.564
1279,0.015357,-0.015357,-11.578
128,0.55848,-0.015422,72.039
1280,0.015297,-0.015297,-12.475
1281,0.015377,-0.015377,-13.14
1282,0.01535,-0.015349,-13.132
1283,0.015379,-0.015378,-14.324
1284,0.015433,-0.015433,-11.636
1285,0.01539,-0.015389,-8.3162
1286,0.015401,-0.015401,-11.485
1287,0.015419,-0.015418,-10.015
1288,0.015383,-0.015383,-11.251
1289,0.015405,-0.015404,-10.917
129,0.55753,-0.015607,72.624
1290,0.015333,-0.015333,-11.416
1291,0.015359,-0.015359,-14.017
1292,0.015372,-0.015372,-12.691
1293,0.015408,-0.015408,-12.708
1294,0.015365,-0.015365,-11.468
1295,0.01535,-0.01535,-10.51
1296,0.015388,-0.015388,-11.924
1297,0.015339,-0.015339,-10.142
1298,0.015359,-0.015359,-10.2
1299,0.015383,-0.015383,-14.905
13,0.52889,-0.015279,69.834
130,0.55658,-0.015552,73.015
1300,0.015376,-0.015375,-7.2117
1301,0.015334,-0.015334,-12.077
1302,0.015306,-0.015306,-11.664
1303,0.015271,-0.01527,-13.125
1304,0.015354,-0.015354,-12.739
1305,0.015374,-0.015373,-13.735
1306,0.015373,-0.015373,-10.011
1307,0.015319,-0.015319,-10.932
1308,0.01534,-0.01534,-11.537
1309,0.015328,-0.015328,-11.288
131,0.55562,-0.015538,72.699
1310,0.015393,-0.015393,-14.303
1311,0.015322,-0.015322,-9.9876
1312,0.015393,-0.015393,-11.992
1313,0.015403,-0.015402,-10.502
1314,0.015344,-0.015344,-12.058
1315,0.015372,-0.015372,-12.838
1316,0.015372,-0.015372,-13.422
1317,0.015355,-0.015354,-8.9553
1318,0.015349,-0.015348,-11.895
1319,0.015314,-0.015314,-12.276
132,0.55468,-0.015657,73.476
1320,0.015329,-0.015329,-10.14
1321,0.015384,-0.015384,-10.642
1322,0.015388,-0.015388,-12.226
1323,0.015364,-0.015364,-9.0971
1324,0.01538,-0.01538,-14.298
1325,0.015313,-0.015312,-10.117
1326,0.01536,-0.01536,-11.428
1327,0.015364,-0.015364,-10.804
1328,0.015363,-0.015363,-15.543
1329,0.015344,-0.015343,-12.199
133,0.55376,-0.015633,73.326
1330,0.015323,-0.015323,-12.191
1331,0.015372,-0.015372,-9.557
1332,0.01534,-0.01534,-12.739
1333,0.015318,-0.015318,-12.664
1334,0.015369,-0.015369,-11.27
1335,0.015389,-0.015388,-10.374
1336,0.015355,-0.015355,-12.057
1337,0.015378,-0.015378,-8.2804
1338,0.015381,-0.015381,-12.067
1339,0.015271,-0.01527,-8.0322
134,0.55288,-0.015532,54.11
1340,0.015324,-0.015324,-9.459
1341,0.015403,-0.015403,-11.568
1342,0.015363,-0.015363,-11.225
1343,0.015297,-0.015297,-12.868
1344,0.015352,-0.015351,-8.4116
1345,0.015374,-0.015374,-10.458
1346,0.015369,-0.015369,-8.3916
1347,0.015373,-0.015373,-8.7469
1348,0.015367,-0.015366,-12.971
1349,0.015365,-0.015364,-14.211
135,0.55208,-0.015511,54.512
1350,0.015367,-0.015366,-13.375
1351,0.015355,-0.015354,-13.557
1352,0.015292,-0.015292,-11.897
1353,0.015346,-0.015346,-15.686
1354,0.015309,-0.015309,-10.874
1355,0.015352,-0.015351,-12.368
1356,0.01537,-0.01537,-10.908
1357,0.01528,-0.01528,-11.253
1358,0.015345,-0.015345,-14.018
1359,0.015352,-0.015352,-11.533
136,0.55141,-0.015276,54.981
1360,0.015371,-0.015371,-8.9904
1361,0.015368,-0.015368,-9.1726
1362,0.015316,-0.015315,-11.351
1363,0.015351,-0.015351,-12.028
1364,0.015364,-0.015364,-13.451
1365,0.015324,-0.015323,-13.008
1366,0.015329,-0.015329,-11.428
1367,0.015327,-0.015327,-13.828
1368,0.015366,-0.015366,-10.677
1369,0.015303,-0.015303,-13.726
137,0.5508,-0.015601,55.636
1370,0.015283,-0.015283,-10.167
1371,0.01534,-0.01534,-12.958
1372,0.015314,-0.015314,-11.471
1373,0.015301,-0.0153,-13.348
1374,0.015336,-0.015336,-14
1375,0.01535,-0.01535,-10.177
1376,0.015384,-0.015384,-11.66
1377,0.015289,-0.015289,-11.572
1378,0.015301,-0.015301,-11.51
1379,0.015316,-0.015315,-13.361
138,0.55032,-0.015548,56.556
1380,0.015378,-0.015378,-11.257
1381,0.015364,-0.015363,-12.984
1382,0.01536,-0.01536,-12.575
1383,0.015312,-0.015312,-10.377
1384,0.015356,-0.015356,-10.427
1385,0.015364,-0.015364,-10.768
1386,0.015402,-0.015402,-12.435
1387,0.015383,-0.015383,-13.915
1388,0.015363,-0.015363,-13.538
1389,0.015333,-0.015333,-10.735
139,0.54998,-0.015431,57.635
1390,0.015343,-0.015343,-12.793
1391,0.015384,-0.015383,-11.627
1392,0.015409,-0.015409,-14.84
1393,0.015366,-0.015365,-10.768
1394,0.015341,-0.015341,-13.323
1395,0.015365,-0.015365,-11.668
1396,0.015353,-0.015353,-12.798
1397,0.015346,-0.015346,-9.3532
1398,0.015415,-0.015415,-10.573
1399,0.015469,-0.015469,-9.9608
14,0.52975,-0.017197,69.96
140,0.54977,-0.015541,59.079
1400,0.01543,-0.01543,-10.525
1401,0.015397,-0.015396,-11.094
1402,0.015438,-0.015438,-11.791
1403,0.015437,-0.015436,-10.848
1404,0.015352,-0.015352,-10.906
1405,0.015409,-0.015409,-10.255
1406,0.015336,-0.015336,-10.276
1407,0.01537,-0.015369,-11.277
1408,0.015353,-0.015353,-8.5685
1409,0.015394,-0.015394,-11.792
141,0.54972,-0.01542,60.69
1410,0.015408,-0.015408,-9.2394
1411,0.015328,-0.015328,-12.163
1412,0.015384,-0.015384,-13.963
1413,0.01535,-0.01535,-12.069
1414,0.015345,-0.015345,-9.9532
1415,0.015368,-0.015368,-11.05
1416,0.015369,-0.015369,-11.611
1417,0.015374,-0.015374,-10.965
1418,0.015339,-0.015339,-11.708
1419,0.015374,-0.015374,-12.812
142,0.54984,-0.015551,62.617
1420,0.01536,-0.01536,-13.222
1421,0.015378,-0.015378,-12.841
1422,0.015378,-0.015378,-10.849
1423,0.015413,-0.015413,-8.4534
1424,0.015426,-0.015426,-14.336
1425,0.01537,-0.01537,-10.002
1426,0.015434,-0.015434,-7.8025
1427,0.015377,-0.015377,-12.594
1428,0.015374,-0.015374,-7.213
1429,0.015381,-0.01538,-14.061
143,0.55,-0.015482,64.831
1430,0.015398,-0.015398,-11.916
1431,0.01541,-0.01541,-12.621
1432,0.015332,-0.015332,-11.846
1433,0.015366,-0.015365,-6.4116
1434,0.015373,-0.015373,-11.766
1435,0.015376,-0.015376,-10.182
1436,0.015363,-0.015363,-11.413
1437,0.015358,-0.015358,-10.097
1438,0.015273,-0.015273,-11.444
1439,0.015375,-0.015375,-8.2167
144,0.5504,-0.015631,67.294
1440,0.015337,-0.015336,-11.465
1441,0.015297,-0.015297,-13.342
1442,0.015337,-0.015337,-11.161
1443,0.015406,-0.015405,-10.117
1444,0.015357,-0.015356,-11.629
1445,0.015314,-0.015314,-10.898
1446,0.015334,-0.015333,-9.5981
1447,0.015363,-0.015363,-8.7247
1448,0.015375,-0.015374,-12.65
1449,0.015345,-0.015345,-11.505
145,0.55088,-0.015552,69.801
1450,0.015367,-0.015367,-9.6501
1451,0.015323,-0.015323,-10.222
1452,0.015351,-0.015351,-10.895
1453,0.015363,-0.015363,-11.815
1454,0.015397,-0.015397,-7.8827
1455,0.015353,-0.015352,-11.402
1456,0.015335,-0.015335,-13.87
1457,0.015385,-0.015385,-11.447
1458,0.015378,-0.015378,-15.847
1459,0.015407,-0.015407,-12.349
146,0.55142,-0.015535,72.645
1460,0.015371,-0.01537,-14.532
1461,0.015418,-0.015418,-8.8565
1462,0.015414,-0.015414,-10.026
1463,0.015403,-0.015403,-14.014
1464,0.0154,-0.0154,-11.504
1465,0.01538,-0.01538,-13.435
1466,0.015328,-0.015327,-11.389
1467,0.015414,-0.015414,-10.067
1468,0.015407,-0.015407,-15.017
1469,0.015351,-0.015351,-10.919
147,0.55226,-0.015423,74.197
1470,0.015381,-0.015381,-11.263
1471,0.015327,-0.015327,-11.006
1472,0.015371,-0.015371,-13.007
1473,0.015329,-0.015329,-12.405
1474,0.015297,-0.015297,-10.912
1475,0.015321,-0.015321,-9.7955
1476,0.015342,-0.015342,-13.084
1477,0.015326,-0.015326,-13.174
1478,0.015361,-0.015361,-9.7018
1479,0.015393,-0.015393,-11.213
148,0.55304,-0.015512,75.508
1480,0.015353,-0.015353,-13.37
1481,0.015343,-0.015343,-12.238
1482,0.015389,-0.015388,-11.359
1483,0.015322,-0.015322,-12.266
1484,0.015398,-0.015397,-8.9082
1485,0.015364,-0.015364,-12.343
1486,0.015389,-0.015389,-12.988
1487,0.015309,-0.015309,-14.134
1488,0.015385,-0.015384,-12.579
1489,0.015406,-0.015406,-10.071
149,0.55396,-0.015398,75.323
1490,0.01539,-0.015389,-10.787
1491,0.015428,-0.015428,-11.635
1492,0.015436,-0.015435,-10.806
1493,0.015377,-0.015377,-10.581
1494,0.015376,-0.015376,-13.377
1495,0.01548,-0.015479,-11.554
1496,0.015325,-0.015325,-13.47
1497,0.015435,-0.015435,-11.295
1498,0.015409,-0.015409,-11.116
1499,0.015426,-0.015426,-13.594
15,0.53009,-0.014804,70.022
150,0.55495,-0.015427,70.99
1500,0.01541,-0.01541,-10.567
1501,0.015403,-0.015403,-11.451
1502,0.015388,-0.015388,-13.261
1503,0.015416,-0.015416,-12.431
1504,0.015359,-0.015358,-9.6912
1505,0.015383,-0.015383,-11.95
1506,0.015402,-0.015401,-11.699
1507,0.015335,-0.015334,-10.068
1508,0.015401,-0.0154,-13.843
1509,0.015363,-0.015362,-10.506
151,0.55585,-0.015453,72.313
1510,0.015394,-0.015394,-11.443
1511,0.015393,-0.015393,-9.1855
1512,0.015349,-0.015348,-12.263
1513,0.015414,-0.015413,-11.859
1514,0.015473,-0.015473,-11.623
1515,0.015418,-0.015417,-9.0353
1516,0.015396,-0.015396,-11.184
1517,0.01543,-0.015429,-10.854
1518,0.015398,-0.015398,-10.513
1519,0.015364,-0.015364,-11.759
152,0.55684,-0.015507,73.724
1520,0.0154,-0.015399,-12.908
1521,0.015346,-0.015346,-7.5941
1522,0.015327,-0.015326,-9.481
1523,0.015445,-0.015445,-10.107
1524,0.015367,-0.015367,-7.9464
1525,0.015373,-0.015373,-11.997
1526,0.015397,-0.015396,-13.828
1527,0.015359,-0.015358,-11.036
1528,0.015326,-0.015326,-12.579
1529,0.015355,-0.015355,-9.6709
153,0.5578,-0.015612,73.816
1530,0.015362,-0.015361,-10.768
1531,0.015401,-0.015401,-8.9037
1532,0.015402,-0.015402,-9.2396
1533,0.015388,-0.015387,-12.667
1534,0.015383,-0.015383,-10.319
1535,0.015394,-0.015394,-11.481
1536,0.015411,-0.01541,-13.885
1537,0.015457,-0.015457,-11.92
1538,0.015414,-0.015414,-14.783
1539,0.015409,-0.015408,-9.4123
154,0.55876,-0.015426,73.589
1540,0.015392,-0.015392,-10.762
1541,0.015422,-0.015421,-14.529
1542,0.015422,-0.015422,-11.425
1543,0.015335,-0.015335,-12.695
1544,0.015437,-0.015437,-10.674
1545,0.015389,-0.015389,-11.517
1546,0.015433,-0.015433,-9.2934
1547,0.015421,-0.01542,-11.727
1548,0.015387,-0.015387,-9.9194
1549,0.015449,-0.015449,-13.347
155,0.55952,-0.015429,71.673
1550,0.015399,-0.015399,-11.352
1551,0.015405,-0.015404,-11.925
1552,0.015436,-0.015435,-11.754
1553,0.015381,-0.015381,-13.519
1554,0.015434,-0.015433,-13.257
1555,0.015379,-0.015379,-9.6089
1556,0.015375,-0.015374,-12.066
1557,0.015434,-0.015433,-11.455
1558,0.015459,-0.015458,-15.426
1559,0.015384,-0.015384,-12.412
156,0.56025,-0.015393,73.118
1560,0.015431,-0.015431,-11.045
1561,0.015403,-0.015403,-5.8509
1562,0.015422,-0.015422,-10.153
1563,0.015424,-0.015424,-13.985
1564,0.015434,-0.015434,-11.455
1565,0.015457,-0.015456,-13.246
1566,0.015452,-0.015451,-11.437
1567,0.015462,-0.015462,-7.965
1568,0.015448,-0.015447,-10.174
1569,0.01543,-0.01543,-10.356
157,0.56086,-0.0156,73.384
1570,0.015388,-0.015387,-11.994
1571,0.015423,-0.015423,-10.03
1572,0.015452,-0.015452,-10.527
1573,0.015471,-0.015471,-10.046
1574,0.015461,-0.015461,-8.4454
1575,0.015469,-0.015469,-9.9849
1576,0.015425,-0.015425,-9.8213
1577,0.015477,-0.015477,-11.252
1578,0.015399,-0.015399,-11.925
1579,0.015403,-0.015403,-3.7654
158,0.56135,-0.015361,74.159
1580,0.015437,-0.015437,-10.191
1581,0.015471,-0.01547,-11.466
1582,0.015407,-0.015407,-10.806
1583,0.015458,-0.015458,-11.63
1584,0.015463,-0.015462,-11.415
1585,0.015406,-0.015406,-11.256
1586,0.015431,-0.015431,-13.261
1587,0.015424,-0.015423,-9.0115
1588,0.015428,-0.015428,-9.0802
1589,0.015425,-0.015424,-13.914
159,0.56174,-0.015486,75.077
1590,0.015469,-0.015469,-9.1185
1591,0.015446,-0.015445,-9.9767
1592,0.015502,-0.015502,-13.785
1593,0.015484,-0.015484,-12.866
1594,0.015484,-0.015483,-11.341
1595,0.015446,-0.015446,-13.509
1596,0.015525,-0.015525,-12.575
1597,0.015487,-0.015487,-12.929
1598,0.015465,-0.015465,-12.569
1599,0.015451,-0.015451,-9.2179
16,0.53047,-0.015801,69.766
160,0.56191,-0.015497,74.824
1600,0.015531,-0.015531,-10.051
1601,0.015474,-0.015474,-3.3532
1602,0.015479,-0.015479,-10.276
1603,0.01547,-0.01547,-11.982
1604,0.015482,-0.015482,-9.0472
1605,0.015446,-0.015446,-13.274
1606,0.015446,-0.015446,-11.308
1607,0.015493,-0.015492,-12.042
1608,0.015557,-0.015556,-9.288
1609,0.015504,-0.015503,-14.944
161,0.56199,-0.015336,74.933
1610,0.015443,-0.015443,-11.351
1611,0.01546,-0.01546,-7.8207
1612,0.015541,-0.015541,-8.4476
1613,0.01553,-0.01553,-3.5703
1614,0.015508,-0.015508,-12.347
1615,0.015505,-0.015505,-9.6619
1616,0.015484,-0.015484,-9.3753
1617,0.015528,-0.015528,-7.0848
1618,0.015516,-0.015516,-7.5891
1619,0.015489,-0.015489,-12.615
162,0.56181,-0.015348,75.533
1620,0.015508,-0.015508,-9.6709
1621,0.015434,-0.015434,-11.045
1622,0.015479,-0.015479,-9.9377
1623,0.0155,-0.0155,-11.799
1624,0.01553,-0.015529,-8.3087
1625,0.015487,-0.015487,-9.4393
1626,0.015518,-0.015518,-7.6003
1627,0.015467,-0.015467,-10.894
1628,0.015505,-0.015505,-8.0259
1629,0.015503,-0.015503,-3.5766
163,0.56161,-0.015499,75
1630,0.015491,-0.015491,-11.572
1631,0.015508,-0.015508,-11.177
1632,0.015487,-0.015487,-14.503
1633,0.01555,-0.015549,-11.847
1634,0.015504,-0.015504,-7.9944
1635,0.015471,-0.015471,-10.992
1636,0.015474,-0.015474,-10.772
1637,0.015491,-0.01549,-12.96
1638,0.015488,-0.015488,-10.251
1639,0.015518,-0.015518,-12.944
164,0.56125,-0.015324,75.39
1640,0.015531,-0.01553,-9.1826
1641,0.015484,-0.015484,-10.776
1642,0.015461,-0.015461,-12.268
1643,0.015538,-0.015538,-11.515
1644,0.01548,-0.01548,-12.819
1645,0.015545,-0.015545,-12.657
1646,0.015475,-0.015474,-5.7273
1647,0.015482,-0.015481,-11.398
1648,0.015475,-0.015475,-10.046
1649,0.015472,-0.015472,-8.9357
165,0.5607,-0.015577,75.361
1650,0.015447,-0.015447,-16.086
1651,0.015449,-0.015449,-12.836
1652,0.015395,-0.015394,-9.4064
1653,0.01547,-0.01547,-6.0159
1654,0.015405,-0.015405,-10.753
1655,0.015479,-0.015479,-11.135
1656,0.015474,-0.015474,-13.565
1657,0.015416,-0.015416,-11.542
1658,0.015483,-0.015483,-10.705
1659,0.015454,-0.015454,-9.805
166,0.5601,-0.015593,74.852
1660,0.015474,-0.015474,-10.411
